household_key,first_alert,n_episodes,backlog,high_value,churned,alert_week
1098,390.0,2,False,True,False,56
1099,357.0,2,False,False,False,51
1100,349.0,3,True,False,False,50
1101,349.0,3,True,False,False,50
1102,349.0,7,True,False,False,50
1103,417.0,5,False,True,False,60
1104,481.0,1,False,False,False,69
1109,494.0,2,False,False,False,71
1110,373.0,3,False,False,False,54
1111,354.0,20,False,True,False,51
1112,374.0,4,False,False,False,54
1113,350.0,6,False,False,False,50
1115,379.0,2,False,False,False,55
1116,357.0,7,False,False,False,51
1117,379.0,10,False,False,False,55
1119,382.0,4,False,False,False,55
1120,366.0,4,False,False,False,53
1121,361.0,4,False,False,False,52
1122,442.0,3,False,False,True,64
1123,349.0,1,True,False,False,50
1124,359.0,4,False,False,False,52
1126,349.0,3,True,False,False,50
1128,350.0,9,False,False,False,50
1129,352.0,4,False,False,False,51
1130,368.0,8,False,True,False,53
1131,395.0,5,False,False,False,57
1132,349.0,6,True,False,False,50
1133,400.0,5,False,False,False,58
1134,361.0,6,False,True,False,52
1135,350.0,5,False,False,False,50
1136,432.0,1,False,False,False,62
1137,366.0,2,False,False,False,53
1138,359.0,4,False,False,False,52
1139,457.0,5,False,True,False,66
1141,397.0,5,False,False,False,57
1144,375.0,2,False,False,False,54
1145,366.0,5,False,False,False,53
1146,416.0,4,False,True,False,60
1147,401.0,1,False,False,False,58
1151,349.0,1,True,False,False,50
1152,349.0,9,True,False,False,50
1153,392.0,3,False,False,False,56
1154,355.0,8,False,False,False,51
1156,349.0,2,True,False,False,50
1157,356.0,6,False,False,False,51
1158,367.0,6,False,False,False,53
1159,367.0,4,False,True,False,53
1160,416.0,5,False,False,False,60
1161,349.0,2,True,False,False,50
1162,349.0,5,True,False,True,50
1163,421.0,9,False,False,False,61
1164,353.0,2,False,False,False,51
1165,349.0,2,True,False,False,50
1166,368.0,7,False,True,False,53
1167,367.0,7,False,True,False,53
1168,360.0,4,False,False,False,52
1169,364.0,9,False,True,False,52
1171,350.0,3,False,False,False,50
1172,349.0,7,False,False,False,50
1174,349.0,14,True,False,False,50
1179,484.0,1,False,True,False,70
1180,349.0,3,True,False,False,50
1181,394.0,3,False,False,False,57
1182,350.0,5,False,False,False,50
1185,371.0,2,False,False,False,53
1187,362.0,9,False,False,False,52
1188,355.0,5,False,False,False,51
1189,349.0,8,True,False,False,50
1190,378.0,3,False,False,False,54
1191,386.0,4,False,False,False,56
1192,427.0,2,False,False,False,61
1193,350.0,14,False,False,False,50
1194,364.0,5,False,False,False,52
1196,443.0,2,False,False,False,64
1197,466.0,1,False,False,False,67
1198,377.0,5,False,False,False,54
1204,351.0,3,False,False,False,51
1205,351.0,6,False,False,False,51
1206,351.0,22,False,True,False,51
1207,368.0,2,False,False,False,53
1208,349.0,8,True,False,False,50
1211,352.0,5,False,True,False,51
1213,349.0,5,True,False,False,50
1216,371.0,5,False,True,False,53
1217,373.0,2,False,False,False,54
1218,368.0,4,False,False,False,53
1219,349.0,6,True,False,False,50
1222,359.0,13,False,True,False,52
1223,395.0,3,False,False,False,57
1224,362.0,6,False,False,False,52
1225,359.0,3,False,False,False,52
1226,379.0,3,False,True,False,55
1227,415.0,1,False,False,False,60
1228,404.0,8,False,True,False,58
1229,383.0,9,False,True,False,55
1231,395.0,1,False,False,False,57
1234,354.0,2,False,True,False,51
1236,352.0,15,False,True,False,51
1237,349.0,1,True,False,False,50
1238,362.0,5,False,True,False,52
1239,432.0,3,False,False,False,62
1240,355.0,6,False,True,False,51
1241,449.0,2,False,False,False,65
1242,350.0,5,False,False,False,50
1243,495.0,1,False,False,False,71
1244,360.0,2,False,False,False,52
1245,362.0,3,False,False,False,52
1246,361.0,5,False,True,False,52
1248,367.0,8,False,True,False,53
1251,349.0,11,True,False,False,50
1252,350.0,4,False,False,False,50
1253,349.0,1,True,False,False,50
1256,353.0,4,False,False,False,51
1258,359.0,4,False,False,False,52
1259,362.0,1,False,False,False,52
1260,373.0,4,False,True,False,54
1261,370.0,2,False,False,False,53
1263,355.0,12,False,True,False,51
1264,353.0,3,False,True,False,51
1265,377.0,1,False,False,False,54
1266,380.0,4,False,False,False,55
1267,498.0,1,False,False,False,72
1268,377.0,6,False,False,False,54
1269,357.0,6,False,False,False,51
1270,385.0,4,False,False,False,55
1271,484.0,1,False,False,False,70
1272,352.0,3,False,True,False,51
1274,438.0,5,False,True,False,63
1276,349.0,1,True,False,False,50
1277,417.0,7,False,True,False,60
1278,358.0,3,False,False,False,52
1279,358.0,11,False,False,False,52
1282,398.0,5,False,True,False,57
1283,362.0,3,False,False,False,52
1284,452.0,1,False,False,False,65
1285,372.0,4,False,False,False,54
1286,352.0,2,False,False,False,51
1288,349.0,5,True,False,False,50
1289,388.0,6,False,False,False,56
1291,420.0,1,False,False,False,60
1293,487.0,1,False,False,False,70
1294,350.0,8,False,False,False,50
1296,477.0,1,False,False,False,69
1297,354.0,8,False,False,False,51
1298,375.0,2,False,False,False,54
1299,385.0,3,False,False,False,55
1300,386.0,4,False,False,False,56
1301,394.0,5,False,False,False,57
1302,422.0,2,False,False,False,61
1303,349.0,10,True,False,False,50
1304,372.0,5,False,False,False,54
1305,361.0,14,False,True,False,52
1306,388.0,6,False,False,False,56
1307,356.0,11,False,False,False,51
1308,349.0,2,True,False,False,50
1310,368.0,3,False,False,False,53
1312,349.0,10,False,True,False,50
1314,381.0,11,False,True,False,55
1317,361.0,10,False,False,False,52
1318,359.0,2,False,True,False,52
1319,468.0,2,False,False,False,67
1321,356.0,10,False,False,False,51
1324,380.0,1,False,False,False,55
1326,425.0,2,False,False,False,61
1328,430.0,2,False,False,False,62
1330,349.0,8,True,False,False,50
1331,350.0,9,False,False,False,50
1332,389.0,1,False,False,False,56
1333,445.0,1,False,True,False,64
1334,349.0,5,True,False,False,50
1335,413.0,1,False,False,False,59
1336,355.0,8,False,True,False,51
1337,361.0,2,False,True,False,52
1344,396.0,4,False,False,False,57
1345,349.0,6,True,False,False,50
1346,447.0,2,False,False,False,64
1347,374.0,4,False,False,False,54
1348,353.0,4,False,False,False,51
1349,395.0,2,False,True,False,57
1350,349.0,11,True,False,False,50
1351,399.0,4,False,False,False,57
1352,355.0,5,False,True,False,51
1353,432.0,2,False,False,False,62
1356,541.0,1,False,False,False,78
1357,488.0,2,False,False,False,70
1359,481.0,1,False,False,False,69
1360,349.0,2,True,False,False,50
1362,442.0,1,False,False,False,64
1364,351.0,7,False,False,False,51
1366,368.0,10,False,False,False,53
1367,372.0,4,False,True,False,54
1369,350.0,7,False,False,False,50
1371,402.0,5,False,False,True,58
1372,370.0,3,False,False,False,53
1373,384.0,2,False,False,False,55
1374,355.0,3,False,False,False,51
1375,414.0,3,False,False,False,60
1376,492.0,4,False,True,False,71
1377,379.0,4,False,False,False,55
1378,426.0,3,False,True,False,61
1379,375.0,10,False,True,False,54
1381,349.0,7,True,False,False,50
1382,362.0,5,False,False,False,52
1383,349.0,6,True,False,False,50
1385,349.0,10,True,True,False,50
1387,383.0,3,False,False,False,55
1388,358.0,5,False,True,False,52
1389,349.0,4,True,False,False,50
1390,436.0,4,False,False,False,63
1391,378.0,3,False,True,False,54
1392,363.0,8,False,False,False,52
1393,400.0,6,False,False,False,58
1394,363.0,3,False,False,False,52
1396,364.0,4,False,True,False,52
1397,354.0,3,False,False,False,51
1399,399.0,3,False,False,False,57
1401,351.0,5,False,False,False,51
1402,495.0,3,False,False,False,71
1403,349.0,10,True,False,False,50
1404,349.0,2,True,False,False,50
1405,377.0,4,False,False,False,54
1406,388.0,4,False,False,False,56
1408,354.0,2,False,False,False,51
1409,405.0,1,False,False,False,58
1410,409.0,2,False,False,False,59
1413,349.0,3,True,False,False,50
1418,355.0,6,False,False,False,51
1419,377.0,16,False,True,False,54
1420,392.0,7,False,False,False,56
1421,365.0,4,False,False,False,53
1423,351.0,17,False,False,False,51
1424,349.0,8,True,False,False,50
1425,356.0,4,False,False,False,51
1426,349.0,4,True,False,False,50
1427,349.0,4,True,False,False,50
1428,436.0,1,False,False,False,63
1429,365.0,4,False,False,False,53
1431,378.0,4,False,False,False,54
1434,416.0,11,False,False,False,60
1437,358.0,11,False,True,False,52
1438,349.0,7,True,False,False,50
1439,358.0,4,False,False,False,52
1440,349.0,3,True,False,False,50
1443,361.0,9,False,False,False,52
1445,510.0,1,False,False,False,73
1446,430.0,2,False,False,False,62
1448,349.0,6,True,False,False,50
1449,349.0,5,True,False,False,50
1450,349.0,8,True,False,False,50
1451,372.0,3,False,False,False,54
1452,377.0,18,False,False,False,54
1453,448.0,5,False,True,False,64
1456,350.0,10,False,False,False,50
1458,399.0,3,False,False,False,57
1459,404.0,1,False,False,False,58
1460,401.0,3,False,False,False,58
1461,353.0,16,False,True,False,51
1462,409.0,3,False,False,False,59
1463,349.0,7,False,False,False,50
1464,353.0,7,False,False,False,51
1465,349.0,7,True,False,False,50
1466,349.0,4,True,False,False,50
1468,349.0,4,True,False,False,50
1469,349.0,4,True,False,True,50
1470,368.0,12,False,False,False,53
1473,448.0,2,False,False,False,64
1475,352.0,9,False,True,False,51
1476,357.0,4,False,True,False,51
1477,349.0,3,True,False,False,50
1479,354.0,5,False,True,False,51
1480,351.0,3,False,False,False,51
1482,389.0,2,False,False,False,56
1483,390.0,3,False,False,False,56
1484,384.0,1,False,False,False,55
1485,374.0,4,False,False,False,54
1488,353.0,5,False,False,False,51
1490,400.0,1,False,False,False,58
1491,433.0,6,False,True,False,62
1492,470.0,2,False,False,False,68
1493,382.0,2,False,False,False,55
1494,396.0,4,False,False,False,57
1495,431.0,6,False,False,False,62
1498,349.0,3,True,False,False,50
1499,375.0,6,False,False,False,54
1500,349.0,3,False,False,False,50
1501,367.0,3,False,True,False,53
1502,377.0,5,False,False,False,54
1505,351.0,9,False,True,False,51
1506,413.0,1,False,False,False,59
1507,408.0,1,False,False,False,59
1508,355.0,5,False,False,False,51
1509,468.0,3,False,False,False,67
1512,349.0,4,True,False,False,50
1513,364.0,9,False,False,False,52
1515,430.0,5,False,True,False,62
1516,434.0,2,False,False,True,62
1517,404.0,1,False,False,False,58
1518,358.0,3,False,False,False,52
1520,359.0,6,False,False,False,52
1521,349.0,1,True,False,False,50
1523,349.0,2,True,False,False,50
1524,460.0,1,False,False,False,66
1526,382.0,7,False,False,False,55
1527,388.0,6,False,True,False,56
1528,419.0,7,False,True,False,60
1529,372.0,5,False,True,False,54
1530,349.0,5,False,False,False,50
1531,349.0,6,True,False,False,50
1532,349.0,3,True,False,False,50
1533,362.0,4,False,False,False,52
1534,350.0,3,False,False,False,50
1535,383.0,2,False,True,False,55
1536,383.0,6,False,True,False,55
1537,349.0,6,True,False,False,50
1538,357.0,1,False,False,True,51
1540,399.0,3,False,False,False,57
1541,381.0,2,False,True,False,55
1542,391.0,5,False,False,False,56
1543,349.0,10,True,False,False,50
1544,349.0,3,True,False,True,50
1545,363.0,3,False,False,False,52
1546,388.0,1,False,False,False,56
1547,349.0,13,True,False,False,50
1548,349.0,8,True,True,False,50
1549,513.0,1,False,False,False,74
1550,349.0,1,True,False,False,50
1552,364.0,3,False,False,False,52
1554,349.0,6,True,False,False,50
1555,387.0,4,False,False,False,56
1556,368.0,9,False,False,False,53
1557,429.0,4,False,True,False,62
1558,412.0,3,False,False,False,59
1560,395.0,2,False,False,False,57
1562,353.0,5,False,False,False,51
1563,359.0,8,False,True,False,52
1564,367.0,3,False,False,False,53
1565,437.0,2,False,False,False,63
1567,349.0,3,True,False,False,50
1568,349.0,4,True,False,False,50
1569,372.0,8,False,False,False,54
1570,365.0,6,False,False,False,53
1571,349.0,5,True,False,False,50
1572,349.0,6,True,False,False,50
1573,352.0,5,False,False,False,51
1574,478.0,1,False,False,False,69
1577,352.0,5,False,False,False,51
1578,373.0,7,False,False,False,54
1579,366.0,7,False,True,False,53
1580,545.0,1,False,False,False,78
1582,349.0,3,True,False,False,50
1583,406.0,1,False,False,False,58
1584,405.0,6,False,True,False,58
1585,365.0,3,False,True,False,53
1586,460.0,5,False,False,False,66
1587,409.0,3,False,False,False,59
1588,387.0,6,False,True,False,56
1589,367.0,3,False,False,False,53
1590,349.0,13,True,True,False,50
1591,526.0,1,False,False,False,76
1592,394.0,1,False,False,False,57
1593,367.0,4,False,False,False,53
1594,354.0,11,False,False,False,51
1595,404.0,5,False,True,False,58
1597,349.0,5,False,False,False,50
1599,353.0,6,False,False,False,51
1600,366.0,6,False,False,False,53
1601,352.0,4,False,False,False,51
1602,373.0,2,False,True,False,54
1605,355.0,3,False,False,False,51
1606,349.0,1,True,False,False,50
1607,355.0,14,False,False,False,51
1608,372.0,1,False,False,False,54
1609,378.0,3,False,True,False,54
1612,349.0,3,True,True,False,50
1614,492.0,1,False,False,False,71
1615,349.0,3,True,False,False,50
1616,359.0,3,False,False,False,52
1617,366.0,7,False,False,False,53
1618,433.0,2,False,False,False,62
1619,370.0,1,False,False,False,53
1620,434.0,4,False,True,False,62
1622,384.0,2,False,False,False,55
1623,489.0,1,False,False,False,70
1624,388.0,1,False,False,False,56
1625,349.0,7,True,False,False,50
1627,349.0,4,True,False,False,50
1628,349.0,1,True,False,False,50
1631,367.0,5,False,True,False,53
1632,351.0,3,False,False,False,51
1633,424.0,5,False,True,False,61
1634,377.0,6,False,True,False,54
1637,349.0,5,True,False,False,50
1638,399.0,3,False,False,False,57
1639,369.0,10,False,False,False,53
1640,354.0,6,False,True,False,51
1642,367.0,2,False,False,False,53
1643,353.0,2,False,False,False,51
1646,367.0,6,False,False,False,53
1648,413.0,1,False,False,False,59
1649,353.0,3,False,False,False,51
1650,437.0,4,False,False,False,63
1651,405.0,1,False,False,False,58
1652,529.0,1,False,False,False,76
1653,399.0,2,False,True,False,57
1654,405.0,2,False,False,False,58
1658,360.0,3,False,False,False,52
1659,360.0,3,False,False,False,52
1660,404.0,2,False,False,False,58
1661,359.0,5,False,False,False,52
1662,369.0,4,False,True,False,53
1663,350.0,1,False,False,False,50
1665,353.0,4,False,False,False,51
1666,349.0,6,True,False,False,50
1667,403.0,3,False,False,False,58
1668,468.0,2,False,False,False,67
1671,349.0,5,True,False,False,50
1672,349.0,10,True,False,False,50
1673,357.0,10,False,True,False,51
1675,527.0,1,False,True,False,76
1676,385.0,4,False,False,False,55
1677,354.0,6,False,True,False,51
1678,349.0,10,True,False,False,50
1680,377.0,1,False,False,False,54
1681,422.0,1,False,False,False,61
1683,356.0,5,False,False,False,51
1685,358.0,5,False,False,False,52
1687,371.0,7,False,False,False,53
1689,361.0,7,False,False,False,52
1690,367.0,6,False,False,False,53
1691,402.0,2,False,False,False,58
1692,390.0,3,False,False,False,56
1693,558.0,1,False,True,False,80
1694,491.0,1,False,True,False,71
1695,349.0,10,False,False,False,50
1696,387.0,4,False,False,False,56
1697,349.0,2,True,False,False,50
1700,349.0,6,False,False,False,50
1701,391.0,2,False,False,False,56
1703,351.0,1,False,False,False,51
1705,386.0,4,False,False,False,56
1707,354.0,8,False,True,False,51
1708,398.0,4,False,False,False,57
1709,385.0,4,False,False,False,55
1710,537.0,1,False,True,False,77
1715,427.0,1,False,False,False,61
1716,369.0,14,False,False,False,53
1717,378.0,1,False,False,False,54
1718,349.0,2,True,False,False,50
1719,392.0,3,False,False,False,56
1720,350.0,3,False,False,False,50
1722,349.0,7,True,True,False,50
1723,349.0,3,True,False,False,50
1724,349.0,10,True,False,False,50
1726,426.0,1,False,False,False,61
1729,352.0,9,False,False,False,51
1730,388.0,2,False,False,False,56
1731,349.0,3,True,False,False,50
1732,365.0,5,False,False,False,53
1735,350.0,4,False,False,False,50
1736,491.0,2,False,False,False,71
1738,457.0,2,False,False,False,66
1739,353.0,3,False,False,False,51
1740,492.0,1,False,False,False,71
1742,457.0,2,False,False,False,66
1745,461.0,5,False,False,False,66
1746,524.0,1,False,False,False,75
1747,367.0,4,False,False,False,53
1748,392.0,3,False,False,False,56
1749,366.0,3,False,False,False,53
1751,389.0,1,False,False,False,56
1752,404.0,3,False,False,False,58
1753,349.0,3,True,False,False,50
1754,351.0,7,False,False,False,51
1755,349.0,3,True,False,False,50
1756,349.0,7,True,False,False,50
1758,554.0,1,False,False,False,80
1759,362.0,10,False,False,False,52
1762,358.0,11,False,True,False,52
1763,374.0,5,False,False,False,54
1764,360.0,3,False,True,False,52
1765,478.0,1,False,False,False,69
1767,387.0,17,False,True,False,56
1768,556.0,1,False,False,False,80
1769,368.0,5,False,True,False,53
1770,425.0,11,False,True,False,61
1772,349.0,7,True,False,False,50
1773,355.0,3,False,False,False,51
1774,365.0,4,False,False,False,53
1775,516.0,1,False,True,False,74
1776,352.0,15,False,True,False,51
1777,400.0,4,False,False,False,58
1778,398.0,6,False,True,False,57
1779,390.0,3,False,False,False,56
1780,349.0,4,True,False,False,50
1781,385.0,4,False,False,False,55
1782,349.0,3,True,False,False,50
1783,349.0,3,True,False,False,50
1784,402.0,2,False,False,False,58
1785,438.0,2,False,False,False,63
1787,349.0,8,False,False,False,50
1788,431.0,2,False,True,False,62
1790,416.0,2,False,False,False,60
1791,358.0,7,False,False,False,52
1792,349.0,1,True,False,False,50
1793,373.0,4,False,False,False,54
1794,449.0,3,False,False,False,65
1795,369.0,3,False,True,False,53
1796,349.0,2,True,False,False,50
1797,512.0,1,False,False,False,74
1798,406.0,2,False,False,False,58
1799,369.0,6,False,False,False,53
1800,349.0,11,True,False,False,50
1801,349.0,8,True,False,False,50
1802,479.0,1,False,False,False,69
1803,349.0,1,False,True,False,50
1804,394.0,4,False,True,False,57
1805,349.0,9,False,False,False,50
1806,407.0,4,False,False,False,59
1807,356.0,10,False,True,False,51
1808,367.0,5,False,False,False,53
1809,349.0,3,True,False,False,50
1810,349.0,7,True,False,False,50
1812,396.0,3,False,False,False,57
1814,349.0,6,True,False,False,50
1816,361.0,10,False,False,False,52
1817,349.0,10,True,False,False,50
1819,428.0,3,False,False,False,62
1820,354.0,8,False,False,False,51
1821,349.0,7,False,False,False,50
1822,349.0,16,True,True,False,50
1823,431.0,3,False,True,False,62
1824,386.0,9,False,False,False,56
1825,349.0,2,True,False,False,50
1826,364.0,6,False,False,False,52
1828,349.0,4,True,True,False,50
1829,361.0,5,False,True,False,52
1831,357.0,5,False,False,False,51
1832,422.0,2,False,False,False,61
1833,404.0,2,False,False,False,58
1834,350.0,9,False,False,False,50
1835,389.0,2,False,True,False,56
1836,352.0,8,False,False,False,51
1838,368.0,3,False,False,False,53
1839,390.0,1,False,False,False,56
1841,382.0,1,False,False,False,55
1842,367.0,3,False,False,False,53
1844,358.0,6,False,False,False,52
1845,414.0,5,False,True,False,60
1847,376.0,7,False,False,False,54
1848,406.0,4,False,True,False,58
1849,426.0,4,False,False,False,61
1850,362.0,13,False,True,False,52
1851,349.0,7,True,False,False,50
1852,386.0,9,False,True,False,56
1853,351.0,3,False,False,False,51
1854,365.0,12,False,True,False,53
1856,349.0,4,True,False,False,50
1858,521.0,1,False,False,False,75
1859,368.0,3,False,False,False,53
1860,349.0,5,True,False,False,50
1861,364.0,6,False,False,False,52
1862,365.0,11,False,False,False,53
1864,395.0,5,False,True,False,57
1865,509.0,1,False,True,False,73
1867,349.0,5,True,False,False,50
1868,370.0,3,False,False,False,53
1869,385.0,4,False,False,False,55
1870,349.0,2,True,False,False,50
1871,381.0,2,False,False,False,55
1872,351.0,4,False,False,False,51
1873,349.0,6,True,False,False,50
1874,349.0,3,True,False,False,50
1877,393.0,2,False,False,False,57
1879,433.0,3,False,False,False,62
1880,349.0,2,True,False,False,50
1881,404.0,4,False,False,False,58
1883,352.0,9,False,False,False,51
1886,354.0,2,False,False,False,51
1887,441.0,5,False,False,False,63
1889,353.0,6,False,False,False,51
1891,349.0,3,True,False,False,50
1892,359.0,9,False,True,False,52
1894,365.0,5,False,False,False,53
1895,366.0,2,False,False,False,53
1896,349.0,2,True,False,False,50
1898,349.0,2,True,False,False,50
1900,349.0,1,True,True,False,50
1901,351.0,16,False,True,False,51
1903,366.0,5,False,False,False,53
1904,367.0,3,False,False,False,53
1905,349.0,7,True,False,False,50
1906,364.0,8,False,True,False,52
1907,356.0,5,False,True,False,51
1908,349.0,1,True,False,False,50
1911,378.0,6,False,False,False,54
1912,377.0,7,False,False,False,54
1913,379.0,1,False,False,False,55
1914,365.0,3,False,False,False,53
1915,353.0,3,False,False,True,51
1916,349.0,4,True,False,False,50
1917,359.0,7,False,True,False,52
1918,349.0,5,True,False,False,50
1919,373.0,4,False,False,False,54
1920,397.0,5,False,False,False,57
1921,349.0,3,True,False,False,50
1922,349.0,6,True,False,False,50
1923,402.0,4,False,False,False,58
1924,358.0,6,False,False,False,52
1925,354.0,8,False,False,False,51
1926,406.0,2,False,False,False,58
1927,367.0,4,False,False,False,53
1929,398.0,2,False,False,False,57
1930,354.0,14,False,False,False,51
1931,423.0,1,False,False,False,61
1933,359.0,6,False,False,False,52
1936,351.0,25,False,False,False,51
1938,354.0,4,False,False,False,51
1939,362.0,1,False,False,False,52
1940,376.0,4,False,False,False,54
1941,420.0,6,False,False,False,60
1942,349.0,11,True,False,False,50
1943,392.0,4,False,True,False,56
1944,395.0,5,False,True,False,57
1946,437.0,3,False,False,False,63
1947,378.0,8,False,True,False,54
1948,384.0,1,False,False,False,55
1953,374.0,5,False,False,False,54
1954,446.0,2,False,False,False,64
1955,357.0,3,False,True,False,51
1956,349.0,2,True,False,False,50
1958,464.0,2,False,False,False,67
1959,349.0,1,True,False,False,50
1960,369.0,2,False,False,False,53
1961,349.0,2,True,False,False,50
1962,349.0,2,True,False,False,50
1963,389.0,5,False,False,False,56
1964,374.0,1,False,False,False,54
1965,408.0,3,False,False,False,59
1966,473.0,1,False,False,False,68
1967,463.0,1,False,False,False,67
1969,455.0,1,False,False,False,65
1970,356.0,1,False,False,False,51
1971,380.0,8,False,True,False,55
1972,367.0,10,False,False,False,53
1973,349.0,2,True,False,False,50
1974,371.0,4,False,True,True,53
1975,370.0,6,False,True,False,53
1976,357.0,10,False,False,False,51
1977,461.0,2,False,False,False,66
1978,368.0,9,False,False,False,53
1979,370.0,7,False,False,False,53
1980,356.0,1,False,False,False,51
1981,351.0,6,False,False,False,51
1982,392.0,2,False,False,False,56
1983,349.0,5,True,False,False,50
1985,373.0,3,False,True,False,54
1987,486.0,1,False,False,False,70
1988,368.0,11,False,False,False,53
1989,457.0,2,False,False,False,66
1990,448.0,2,False,False,False,64
1991,404.0,5,False,False,False,58
1992,381.0,6,False,False,False,55
1993,375.0,8,False,False,False,54
1994,349.0,5,True,False,False,50
1995,349.0,4,True,True,False,50
1996,369.0,6,False,False,False,53
1997,407.0,3,False,False,False,59
1998,363.0,12,False,False,False,52
1999,349.0,4,True,False,False,50
2000,357.0,9,False,False,False,51
2001,349.0,3,True,False,False,50
2002,349.0,5,True,False,False,50
2004,366.0,6,False,True,False,53
2005,398.0,3,False,False,False,57
2006,349.0,8,True,False,False,50
2007,385.0,2,False,True,False,55
2010,349.0,1,True,False,False,50
2011,354.0,6,False,False,False,51
2012,368.0,2,False,True,False,53
2013,382.0,7,False,False,False,55
2014,350.0,4,False,False,False,50
2015,429.0,1,False,True,False,62
2016,386.0,7,False,False,False,56
2018,349.0,1,True,False,False,50
2019,406.0,8,False,True,False,58
2020,412.0,5,False,True,False,59
2021,382.0,5,False,False,False,55
2022,354.0,4,False,True,False,51
2023,352.0,1,False,False,False,51
2024,349.0,8,True,False,False,50
2027,453.0,3,False,False,False,65
2028,352.0,4,False,False,False,51
2029,349.0,2,True,False,False,50
2030,388.0,5,False,False,False,56
2032,463.0,3,False,False,False,67
2035,362.0,7,False,False,False,52
2036,358.0,8,False,False,False,52
2037,444.0,5,False,False,False,64
2038,349.0,2,True,False,False,50
2040,363.0,16,False,False,False,52
2042,488.0,1,False,False,False,70
2043,433.0,1,False,False,False,62
2044,378.0,5,False,False,False,54
2045,362.0,2,False,False,False,52
2046,369.0,4,False,False,False,53
2047,388.0,4,False,False,False,56
2050,349.0,8,True,False,False,50
2051,349.0,3,True,True,True,50
2053,353.0,7,False,False,False,51
2054,398.0,1,False,False,False,57
2055,374.0,14,False,False,False,54
2056,349.0,2,False,False,False,50
2057,349.0,6,True,False,False,50
2058,394.0,4,False,False,False,57
2059,383.0,3,False,False,False,55
2061,391.0,3,False,False,False,56
2062,367.0,9,False,True,False,53
2063,372.0,4,False,False,False,54
2064,355.0,1,False,False,False,51
2065,387.0,1,False,False,False,56
2066,357.0,7,False,False,False,51
2069,349.0,7,True,False,False,50
2070,444.0,1,False,False,False,64
2073,349.0,3,True,False,False,50
2074,378.0,2,False,False,False,54
2076,360.0,10,False,True,False,52
2077,355.0,8,False,False,False,51
2078,349.0,4,True,False,False,50
2079,366.0,7,False,True,False,53
2080,349.0,12,True,True,False,50
2081,349.0,4,True,False,False,50
2082,349.0,11,True,False,False,50
2083,499.0,1,False,True,False,72
2084,349.0,6,True,False,False,50
2085,358.0,5,False,True,False,52
2086,351.0,10,False,False,False,51
2087,350.0,1,False,True,False,50
2088,349.0,1,True,False,False,50
2089,360.0,2,False,False,False,52
2090,405.0,2,False,False,False,58
2092,369.0,4,False,False,False,53
2095,424.0,3,False,False,False,61
2096,349.0,3,True,False,False,50
2097,470.0,2,False,True,False,68
2100,377.0,3,False,False,False,54
2102,386.0,2,False,False,False,56
2103,349.0,6,False,False,False,50
2105,349.0,3,True,False,False,50
2106,349.0,4,True,False,True,50
2107,368.0,7,False,False,False,53
2108,359.0,7,False,False,False,52
2111,351.0,8,False,False,False,51
2112,353.0,2,False,False,False,51
2114,441.0,2,False,False,False,63
2115,352.0,13,False,True,False,51
2116,360.0,6,False,True,False,52
2117,419.0,2,False,False,False,60
2118,387.0,2,False,False,False,56
2119,368.0,2,False,False,False,53
2120,381.0,4,False,False,False,55
2121,371.0,8,False,False,False,53
2123,457.0,2,False,False,False,66
2124,349.0,7,False,False,False,50
2126,454.0,2,False,False,False,65
2128,351.0,8,False,False,False,51
2129,381.0,2,False,True,False,55
2130,363.0,1,False,False,False,52
2131,353.0,10,False,True,False,51
2132,351.0,3,False,False,False,51
2133,354.0,4,False,True,False,51
2134,408.0,5,False,True,False,59
2135,388.0,1,False,False,False,56
2137,448.0,4,False,False,False,64
2138,367.0,9,False,False,False,53
2139,381.0,4,False,False,False,55
2141,352.0,6,False,False,False,51
2142,497.0,2,False,True,False,71
2145,373.0,1,False,False,False,54
2146,352.0,7,False,False,False,51
2147,393.0,2,False,False,False,57
2148,349.0,4,False,False,False,50
2149,402.0,4,False,False,False,58
2151,349.0,2,True,False,False,50
2153,383.0,4,False,False,False,55
2154,442.0,1,False,False,False,64
2158,349.0,10,True,False,False,50
2159,353.0,12,False,False,False,51
2164,415.0,1,False,False,True,60
2166,349.0,5,True,False,True,50
2167,352.0,7,False,False,False,51
2168,408.0,2,False,True,False,59
2170,516.0,1,False,True,False,74
2171,400.0,2,False,False,False,58
2172,351.0,7,False,False,False,51
2174,368.0,5,False,False,False,53
2176,349.0,18,True,False,False,50
2178,502.0,2,False,False,False,72
2179,440.0,2,False,False,False,63
2180,377.0,4,False,False,False,54
2181,366.0,2,False,False,False,53
2182,354.0,7,False,False,False,51
2183,407.0,1,False,False,False,59
2184,356.0,7,False,True,False,51
2185,399.0,4,False,True,False,57
2186,384.0,1,False,False,False,55
2187,349.0,4,True,False,False,50
2189,355.0,2,False,False,False,51
2190,375.0,8,False,True,False,54
2192,349.0,3,True,False,False,50
2193,357.0,4,False,True,False,51
2194,363.0,6,False,True,False,52
2195,349.0,6,True,False,False,50
2196,481.0,1,False,False,False,69
2197,349.0,9,True,False,False,50
2198,364.0,5,False,False,False,52
2200,498.0,1,False,True,False,72
2202,356.0,3,False,False,False,51
2203,362.0,2,False,False,False,52
2204,369.0,8,False,False,False,53
2205,371.0,7,False,False,False,53
2206,366.0,3,False,False,False,53
