신호임계,그룹,n,유지율_중앙값,p25,p75,유지율_평균,유지율_SE,70pct미만_가구비율,70pct미만_n,baseline_주당지출_중앙값,baseline_총지출_합,방문당지출_변화_중앙값
widen_15,벌어짐,161,0.7508491609018961,0.4655195040580103,0.9773058823248524,0.7351959724214505,0.02947671155746102,0.4472049689440994,72,78.1335294117647,490192.66000000003,0.95047680106165
widen_15,유지,239,1.047241687441277,0.8288410665410777,1.2725056452979113,1.04993078373583,0.02530264828061863,0.1506276150627615,36,82.46382352941177,767584.0700000001,1.0244080538198181
widen_20,벌어짐,100,0.6621668255810473,0.36389420112903464,0.9131406611426587,0.6832087935113065,0.04043457117631052,0.55,55,79.3785294117647,312513.52,0.9498081073285931
widen_20,유지,300,0.9879022961271382,0.7881346941647582,1.2296540150333004,1.0032637650719542,0.022263228284384415,0.17666666666666667,53,79.78117647058824,945263.2100000001,1.0074206245318584
