household_key,base_8w_avg_cats,eval_end_8w_cats,cat_ratio,cat_fire,widen_15,drop70
660,72.88888888888889,63,0.864329268292683,False,True,False
661,51.0,32,0.6274509803921569,True,False,False
669,69.0,75,1.0869565217391304,False,False,True
676,83.4074074074074,93,1.1150088809946714,False,False,False
693,76.44444444444444,77,1.0072674418604652,False,True,True
695,60.148148148148145,74,1.230295566502463,False,False,False
696,103.74074074074075,117,1.1278114958943233,False,False,False
699,74.22222222222223,90,1.2125748502994012,False,True,False
702,54.74074074074074,63,1.1508795669824086,False,True,False
703,62.111111111111114,94,1.513416815742397,False,False,False
707,101.92592592592592,96,0.9418604651162791,False,True,False
709,67.0,25,0.373134328358209,True,True,False
712,102.48148148148148,95,0.9269967473798337,False,True,False
718,118.88888888888889,126,1.0598130841121496,False,False,False
722,57.333333333333336,58,1.0116279069767442,False,False,False
728,86.85185185185185,32,0.3684434968017058,True,True,True
740,88.55555555555556,50,0.5646173149309912,True,True,False
745,74.62962962962963,72,0.9647642679900744,False,True,False
761,69.77777777777777,96,1.3757961783439492,False,False,False
762,73.44444444444444,106,1.443267776096823,False,False,False
766,88.85185185185185,86,0.9679032930387662,False,False,False
771,89.22222222222223,120,1.344956413449564,False,False,False
776,60.18518518518518,36,0.5981538461538461,True,False,True
786,74.11111111111111,61,0.8230884557721139,False,True,False
788,70.77777777777777,56,0.7912087912087913,False,True,False
800,95.37037037037037,88,0.9227184466019418,False,False,False
804,76.92592592592592,39,0.5069812229176698,True,True,True
806,65.11111111111111,43,0.6604095563139931,True,True,False
820,57.0,49,0.8596491228070176,False,True,False
825,101.85185185185185,90,0.8836363636363637,False,True,False
831,82.33333333333333,94,1.1417004048582997,False,False,False
840,92.18518518518519,78,0.8461229409401365,False,False,False
844,66.11111111111111,47,0.7109243697478991,False,False,False
845,69.07407407407408,43,0.6225201072386058,True,True,True
849,64.4074074074074,56,0.8694652098907418,False,True,False
853,53.25925925925926,53,0.9951321279554938,False,True,False
855,60.55555555555556,4,0.06605504587155964,True,True,False
859,76.66666666666667,69,0.8999999999999999,False,False,False
