segment_type,segment_value,promo_group,pair_weeks,products,stores,product_store_pairs,avg_weekly_sales,median_weekly_sales,sales_incidence_rate,avg_buyer_count,avg_sales_per_visitor,avg_buyer_penetration_rate,avg_basket_share_rate,avg_store_sales_share_rate,avg_category_sales_share_rate,none_avg_sales,none_incidence,none_sales_per_visitor,none_buyer_penetration,none_basket_share,none_category_sales_share,raw_sales_lift_vs_none_pct,incidence_diff_pp,sales_per_visitor_lift_pct,buyer_penetration_lift_pct,basket_share_lift_pct,category_sales_share_lift_pct
commodity_top30,MILK BY-PRODUCTS,none,112,6,12,16,0.23910714285714288,0.0,0.19642857142857142,0.20535714285714285,0.017158936867901375,0.014805014179945073,0.007841157769588403,0.00027156235545522714,0.05613375304689697,0.23910714285714288,0.19642857142857142,0.017158936867901375,0.014805014179945073,0.007841157769588403,0.05613375304689697,0.0,0.0,0.0,0.0,0.0,0.0
commodity_top30,MILK BY-PRODUCTS,display_only,346,19,69,149,0.510028901734104,0.0,0.28901734104046245,0.3265895953757225,0.031419834235506254,0.020304291151236713,0.011536577606989014,0.0005724097088413491,0.12313160301002354,0.23910714285714288,0.19642857142857142,0.017158936867901375,0.014805014179945073,0.007841157769588403,0.05613375304689697,113.30558997094711,9.258876961189102,83.11061155707287,37.144692362003816,47.128497423341486,119.35394718246113
commodity_top30,MILK BY-PRODUCTS,mailer_only,9253,23,105,525,0.4868086026153686,0.0,0.265319355884578,0.2999027342483519,0.028619412195071074,0.017427362612957766,0.010189732365655627,0.0005362429656469119,0.09999547280138843,0.23910714285714288,0.19642857142857142,0.017158936867901375,0.014805014179945073,0.007841157769588403,0.05613375304689697,103.59433716550144,6.889078445600657,66.79012467612961,17.71256954664007,29.951885487830253,78.13787137633068
commodity_top30,MILK BY-PRODUCTS,both,1677,15,85,297,0.6009719737626714,0.0,0.3303518187239117,0.38640429338103754,0.03528191554560325,0.022650199775178088,0.01297269562535468,0.0006736102601776323,0.131055232547716,0.23910714285714288,0.19642857142857142,0.017158936867901375,0.014805014179945073,0.007841157769588403,0.05613375304689697,151.34003383651677,13.39232472953403,105.61830734166229,52.99005796198515,65.44362460947704,133.46957121898808
commodity_top30,PORK,mailer_only,3403,34,85,208,2.3529591536879213,0.0,0.3482221569203644,0.42109903026741113,0.13426960966272716,0.023741788768447198,0.013909281169840196,0.002544113052238512,0.2114131585082751,,,,,,,,,,,,
commodity_top30,REFRGRATD JUICES/DRNKS,display_only,2346,56,85,360,0.5448167092924129,0.0,0.2813299232736573,0.3316283034953112,0.03255635741319681,0.020173509734441535,0.012201771034913995,0.0007237454997976545,0.07906172944750968,,,,,,,,,,,,
commodity_top30,REFRGRATD JUICES/DRNKS,mailer_only,8570,81,103,798,0.7479288214702453,0.0,0.3102683780630105,0.35495915985997667,0.042208503160979335,0.02007608944756859,0.012222890158189949,0.000851636960170832,0.08911244039721022,,,,,,,,,,,,
commodity_top30,REFRGRATD JUICES/DRNKS,both,1850,63,87,411,1.001497297297297,0.0,0.37351351351351353,0.4864864864864865,0.05402965656680516,0.026863428508449617,0.016484294275517238,0.0010808939019496442,0.10693691727869346,,,,,,,,,,,,
commodity_top30,SALAD MIX,none,117,13,5,24,0.7005128205128206,0.0,0.21367521367521367,0.23931623931623933,0.03689318401837256,0.012582647507232727,0.007150109280263667,0.0006355300872062078,0.11755724095139197,0.7005128205128206,0.21367521367521367,0.03689318401837256,0.012582647507232727,0.007150109280263667,0.11755724095139197,0.0,0.0,0.0,0.0,0.0,0.0
commodity_top30,SALAD MIX,mailer_only,8059,32,104,484,0.9071398436530588,0.0,0.33478099019729496,0.40774289614096043,0.051625221089903674,0.02345856591184574,0.014000015369451713,0.0009957320110651493,0.19140176547875612,0.7005128205128206,0.21367521367521367,0.03689318401837256,0.012582647507232727,0.007150109280263667,0.11755724095139197,29.496536978291687,12.110577652208129,39.93159566871392,86.4358506296973,95.80141814189795,62.81580269300269
