observed_store_weeks,min_visitors,p10_visitors,p25_visitors,median_visitors,p75_visitors,p90_visitors,max_visitors,avg_visitors,pct_5_or_fewer,pct_10_or_fewer
10045,1,7.0,10.0,14.0,19.0,24.0,57,14.745047287207566,6.689895470383275,28.78048780487805
