sample_definition,mailer_group,product_weeks,products,avg_week_visitors,avg_weekly_sales,purchase_incidence_rate,avg_buyer_penetration_rate,avg_sales_per_visitor,avg_basket_share_rate,avg_weekly_sales_share_rate,no_mailer_avg_sales,no_mailer_buyer_penetration,no_mailer_sales_per_visitor,no_mailer_basket_share,no_mailer_sales_share,raw_sales_lift_pct,buyer_penetration_lift_pct,sales_per_visitor_lift_pct,basket_share_lift_pct,weekly_sales_share_lift_pct
all_product_weeks,no_mailer,693841,22159,1285.3723864689462,3.5382033780065227,0.4868334387849666,0.001007292338949663,0.0027762326544437587,0.0004658463855074422,4.2709099833528286e-05,3.5382033780065227,0.001007292338949663,0.0027762326544437587,0.0004658463855074422,4.2709099833528286e-05,0.0,0.0,0.0,0.0,0.0
all_product_weeks,mailer,102361,13966,1280.5796836685847,11.025476402145408,0.7277967194536982,0.003045403465726374,0.008649527079707035,0.0014215757243246023,0.00013271911240119572,3.5382033780065227,0.001007292338949663,0.0027762326544437587,0.0004658463855074422,4.2709099833528286e-05,211.61228522588002,202.33561280749112,211.55627630350887,205.15976264924603,210.75136895534877
no_display_any_store,no_mailer,14561,4408,1284.250875626674,2.87872673580111,0.5405535334111669,0.0010114119532692143,0.0022549978723265737,0.00045879048101240004,3.4825610235421296e-05,2.87872673580111,0.0010114119532692143,0.0022549978723265737,0.00045879048101240004,3.4825610235421296e-05,0.0,0.0,0.0,0.0,0.0
no_display_any_store,mailer,19669,5676,1288.0150999034013,15.653137424373394,0.6007931262392597,0.0030424239605096846,0.012219776860910463,0.0014182905588064096,0.00018739288559386027,2.87872673580111,0.0010114119532692143,0.0022549978723265737,0.00045879048101240004,3.4825610235421296e-05,443.75211199118354,200.8095712805821,441.89748961061406,209.13687565546425,438.08930935332774
