comparison,product_store_pairs,avg_reference_sales,avg_comparison_sales,raw_sales_lift_pct,avg_reference_sales_per_visitor,avg_comparison_sales_per_visitor,sales_per_visitor_lift_pct,median_sales_per_visitor_difference,pairs_with_positive_spv_difference_pct,buyer_penetration_difference_pp,basket_share_difference_pp,reference_weeks,comparison_weeks
display_only_vs_none,2820,0.6368034972630263,0.6573830971098585,3.2317033331762612,0.03529621287343153,0.03587905186168898,1.6512791056294107,0.001200490481740481,50.815602836879435,-0.06848986298282414,-0.03796683152066174,11711,35363
mailer_only_vs_none,2836,0.6186753583039158,0.6603755469817247,6.740237528148696,0.03425346871808455,0.0366977665316066,7.135913251995851,0.0,49.647390691114246,0.08064053123267162,0.05308927339754289,11328,18754
both_vs_none,2356,0.6408635019350184,0.865505214581205,35.05297336607642,0.03570567671602999,0.04824796800842765,35.126883022404165,0.004826523167484265,52.92869269949067,0.6278253293080901,0.3846409586657187,9460,13699
both_increment_over_additive,2088,0.7486907289528236,0.8421714774601169,12.48589636444979,0.04058772937597878,0.04684453563312879,15.41551191295023,0.0,49.85632183908046,0.4848004092998549,0.27674424547735144,40700,12738
