sample_definition,products,avg_no_mailer_sales,avg_mailer_sales,raw_sales_lift_pct,avg_no_mailer_sales_per_visitor,avg_mailer_sales_per_visitor,sales_per_visitor_lift_pct,products_with_positive_spv_difference_pct,buyer_penetration_difference_pp,basket_share_difference_pp,weekly_sales_share_difference_pp,no_mailer_weeks,mailer_weeks
all_product_weeks,12778,3.571109310604623,6.272413076849988,75.64326743579876,0.0028019473282437785,0.004928258182908169,75.88689598948073,69.59618093598372,0.09504347209162917,0.044387492684007955,0.0032589288289295595,446909,94476
no_display_any_store,1099,2.7600154622031097,3.311494124425183,19.98099901157331,0.0021505558157288874,0.002577731209465789,19.863487876603614,53.32120109190173,0.02970365534171155,0.014179723069646875,0.0006097115863572188,4054,2909
