WEEK_NO,promo_group,pair_weeks,products,stores,total_sales,avg_weekly_sales,sales_incidence_rate,avg_buyer_count,avg_sales_per_visitor,avg_buyer_penetration_rate,avg_basket_share_rate
15,display_only,1305,426,77,1656.5300000000009,1.2693716475095793,0.3931034482758621,0.47586206896551725,0.07745212447259156,0.02899345337138473,0.01719913170487366
15,mailer_only,1560,333,77,2682.94,1.7198333333333333,0.4,0.483974358974359,0.10925016877175828,0.03049021875940922,0.018412613080452805
15,both,1132,164,77,3136.1799999999994,2.7704770318021197,0.48674911660777387,0.6466431095406361,0.17788060979327738,0.04088195168343473,0.024368927450499237
16,none,24,18,16,15.120000000000001,0.63,0.3333333333333333,0.375,0.027096220994459685,0.016679289009639636,0.00974992029332058
16,display_only,1119,372,78,1045.17,0.9340214477211797,0.3324396782841823,0.3914209115281501,0.05444491117362717,0.022865205826475953,0.013813418005176822
16,mailer_only,3943,654,86,5115.220000000002,1.2972914024854176,0.37002282525995434,0.4773015470453969,0.07587844645114528,0.02810015672700176,0.016912634658501024
16,both,1330,254,78,1582.9499999999998,1.190187969924812,0.4398496240601504,0.5481203007518797,0.07065522491217811,0.03287228290861216,0.019927917389782994
17,none,88,47,38,74.63,0.8480681818181818,0.32954545454545453,0.3977272727272727,0.05589033885194025,0.024917979200747467,0.015888936385546434
17,display_only,1953,507,83,2136.650000000001,1.0940348182283672,0.3573988735279058,0.45161290322580644,0.060467424168461105,0.024524380324306063,0.014485018457892213
17,mailer_only,1631,358,83,2169.9699999999993,1.3304537093807476,0.3746167995095034,0.44083384426732064,0.07439858548128499,0.024475961244444684,0.014644090620731541
17,both,782,154,82,942.4899999999998,1.2052301790281328,0.4296675191815857,0.5063938618925832,0.06751718447131938,0.02826482968132484,0.016513894324569553
18,none,101,58,35,50.07,0.49574257425742574,0.297029702970297,0.33663366336633666,0.029971771967537992,0.021144484315406668,0.011718761444199964
18,display_only,1702,515,81,1496.3500000000004,0.8791715628672152,0.29553466509988247,0.33431257344300824,0.05233771968153717,0.019548751595230857,0.010879604244231782
18,mailer_only,2197,321,81,3612.5799999999986,1.6443240782885746,0.3950842057350933,0.5402822030040965,0.09831281922669277,0.03272274116669816,0.01873787215995386
18,both,1051,143,81,1214.5099999999998,1.1555756422454804,0.40247383444338725,0.5965746907706946,0.06303411442497611,0.03326277798883124,0.018375929765115248
19,none,112,69,39,34.81,0.31080357142857146,0.20535714285714285,0.24107142857142858,0.01729231333903919,0.013200165143508556,0.00808469416913984
19,display_only,1867,488,81,1848.1200000000008,0.9898875200856994,0.30958757364756295,0.4161756829137654,0.058178548868194485,0.02420087337207953,0.013811837038528346
19,mailer_only,1851,300,81,2965.15,1.601917882225824,0.4051863857374392,0.5991356023770935,0.09329493863097268,0.034631662770518344,0.020006413347882064
19,both,971,154,81,1456.57,1.5000720906282183,0.3820803295571576,0.4685890834191555,0.08973793300155399,0.027391740877639122,0.015909567744573614
20,none,117,68,32,78.23,0.6686324786324787,0.26495726495726496,0.27350427350427353,0.04029427370309327,0.017285615295855827,0.010086200566907002
20,display_only,1943,523,89,1890.890000000001,0.9731806484817298,0.2871847658260422,0.37159032424086463,0.05607893096436309,0.021628287953132493,0.012360497020183308
20,mailer_only,2746,419,90,3455.430000000001,1.258350327749454,0.41733430444282593,0.5626365622723962,0.0764526414383577,0.033699183472896736,0.019780289544390317
20,both,1260,199,88,1966.3600000000001,1.5606031746031748,0.5015873015873016,0.6730158730158731,0.0911468189198321,0.039198753240500726,0.022678894163869767
21,none,158,66,51,112.78,0.7137974683544304,0.33544303797468356,0.41139240506329117,0.03920328659417159,0.02267574769724871,0.012593651478119592
21,display_only,2152,592,83,1827.8800000000006,0.849386617100372,0.2904275092936803,0.35780669144981414,0.05112309167806161,0.021373002207474033,0.012335126796372806
21,mailer_only,1828,308,87,2856.8700000000017,1.5628391684901541,0.3977024070021882,0.5361050328227571,0.09190095325035189,0.03142500315239337,0.018972197893662692
21,both,711,140,82,1060.2299999999998,1.4911814345991559,0.3881856540084388,0.48945147679324896,0.08394805389185873,0.028134693876400305,0.016418928602574264
22,none,175,63,44,132.5,0.7571428571428571,0.28,0.3028571428571429,0.03845457465131215,0.016277137540458887,0.009260493611680843
22,display_only,2219,629,82,1982.980000000001,0.8936367733213163,0.27670121676430826,0.34970707525912575,0.05274420317596615,0.020200882883938454,0.011666107525729873
22,mailer_only,1748,349,86,2192.95,1.2545480549199084,0.34668192219679633,0.43249427917620137,0.07467798948870753,0.024963268748480608,0.014236461423435607
22,both,809,171,81,1148.2,1.4192830655129791,0.40914709517923364,0.5352286773794809,0.08302155320999095,0.030709326510203153,0.017132577056287963
23,none,66,38,28,16.57,0.25106060606060604,0.12121212121212122,0.13636363636363635,0.012803990434074167,0.007991958201288344,0.00423396898470093
23,display_only,1735,526,79,1185.1200000000001,0.6830662824207493,0.2282420749279539,0.2755043227665706,0.04142381029299936,0.017162744070346594,0.01005629947881378
