WEEK_NO,promo_group,pair_weeks,products,stores,total_sales,avg_weekly_sales,sales_incidence_rate,avg_buyer_count,avg_sales_per_visitor,avg_buyer_penetration_rate,avg_basket_share_rate
23,mailer_only,3335,514,85,3715.5899999999974,1.1141199400299842,0.34902548725637184,0.5085457271364318,0.06644983524503474,0.02985016326680865,0.017994571685095998
23,both,888,187,79,910.51,1.025349099099099,0.34346846846846846,0.45382882882882886,0.05969556275515059,0.02651282871000362,0.015805885794854597
24,none,138,65,50,108.44,0.7857971014492754,0.2608695652173913,0.3188405797101449,0.0470643683608314,0.018772874400423897,0.010697580277709675
24,display_only,1919,583,85,1815.5200000000007,0.9460760812923401,0.2845231891610214,0.3517457008858781,0.055559124433659915,0.020700629022127288,0.012100442266165017
24,mailer_only,2471,373,89,3485.92,1.4107324969647916,0.3318494536624848,0.4301902063941724,0.08262344376178604,0.024631574564236095,0.014332174407588489
24,both,1317,176,85,2481.8099999999995,1.884441913439635,0.4419134396355353,0.5945330296127562,0.11467436462983127,0.035299165013993064,0.020494289277569345
25,none,148,72,45,76.86000000000001,0.5193243243243244,0.22297297297297297,0.24324324324324326,0.028344835321954132,0.01316909923721069,0.008045966922918667
25,display_only,1461,559,84,1197.03,0.8193223819301848,0.2600958247775496,0.3025325119780972,0.0465798322537971,0.017147566677836866,0.009943375209330375
25,mailer_only,5145,582,87,5765.560000000001,1.1206141885325562,0.28960155490767736,0.39494655004859086,0.06351461885678862,0.022578926358557832,0.013352648234627161
25,both,1592,256,84,2117.35,1.3299937185929647,0.3706030150753769,0.5301507537688442,0.07436011730084444,0.029836890692048236,0.017349184053891773
26,none,87,37,45,32.129999999999995,0.3693103448275862,0.27586206896551724,0.2988505747126437,0.023263716786235768,0.018581230937430065,0.010592799133981312
26,display_only,1854,541,79,1441.3400000000001,0.7774217907227616,0.24110032362459546,0.28748651564185546,0.04786735327002774,0.017599867006615335,0.010368523442282996
26,mailer_only,3068,508,84,2807.7500000000005,0.9151727509778359,0.30867014341590615,0.3767926988265971,0.05368266054273287,0.02158271102508935,0.012786690756716212
26,both,943,197,78,1180.84,1.2522163308589607,0.3425238600212089,0.43478260869565216,0.07217398628487365,0.02506579106489006,0.015547950060348618
27,none,241,52,54,102.24999999999999,0.42427385892116176,0.27385892116182575,0.3070539419087137,0.023499151045979272,0.0173386834094926,0.010288324670993932
27,display_only,2143,589,81,1727.5000000000002,0.8061129258049464,0.2599160055996267,0.32337844143723754,0.04464637377110623,0.01850324623927642,0.010717313283236276
27,mailer_only,2378,414,82,2543.3700000000003,1.069541631623213,0.2910008410428932,0.3595458368376787,0.0630475358225909,0.021067605442532195,0.012068523999003728
27,both,915,191,81,921.5799999999999,1.007191256830601,0.38907103825136613,0.5191256830601093,0.0559683256147077,0.028826704603532146,0.01703439696655347
28,none,240,56,54,100.66000000000001,0.4194166666666667,0.23333333333333334,0.2708333333333333,0.022592641500650244,0.014918588265406723,0.008526157953088807
28,display_only,2254,620,81,1743.71,0.7736069210292813,0.24134871339840283,0.28172138420585624,0.04422221239881144,0.01620169866563072,0.009886063921628373
28,mailer_only,2801,462,82,2276.169999999999,0.8126276329882182,0.24634059264548375,0.29096751160299894,0.04762853290082006,0.016963026411075333,0.010101803931763296
28,both,1144,202,81,1242.8299999999997,1.0863898601398598,0.3269230769230769,0.41346153846153844,0.06603997324430509,0.024692776748863637,0.015107978586273692
29,none,203,47,50,85.33999999999999,0.4203940886699507,0.3103448275862069,0.35960591133004927,0.024381447964289753,0.02036110017788131,0.011117752101378841
29,display_only,1890,642,89,1368.3400000000001,0.7239894179894181,0.2417989417989418,0.27936507936507937,0.043450806429080946,0.016288951852452986,0.009338810190296127
29,mailer_only,3285,506,91,4519.759999999998,1.3758782343987819,0.32207001522070017,0.4377473363774734,0.08325751846055905,0.025996309579882474,0.015737454746419938
29,both,1408,227,88,1792.0200000000002,1.2727414772727275,0.38707386363636365,0.5220170454545454,0.07254870750784563,0.02927348145757729,0.017921383211790116
30,none,94,40,38,36.31999999999999,0.38638297872340416,0.23404255319148937,0.2765957446808511,0.022114930748609363,0.01845290487787688,0.010176249219947137
30,display_only,1998,610,82,1738.1200000000003,0.8699299299299301,0.25475475475475473,0.3148148148148148,0.04844046734240181,0.017888651317302134,0.010810045529838708
30,mailer_only,2656,469,84,2400.8399999999997,0.9039307228915662,0.28125,0.3930722891566265,0.05126455802431466,0.022518824805050183,0.013532714363741462
30,both,1263,199,82,2099.5199999999995,1.6623277909738714,0.342042755344418,0.43942992874109266,0.09946651833702025,0.025414953881421693,0.015951931475580557
31,none,117,51,39,46.81999999999999,0.4001709401709401,0.26495726495726496,0.28205128205128205,0.02262795143920757,0.0170334277602485,0.00956357322216321
31,display_only,2164,653,80,1601.7,0.7401571164510167,0.2268946395563771,0.26709796672828096,0.045845094946476796,0.016146613413633326,0.009336001416940175
31,mailer_only,2869,448,85,3483.6699999999996,1.2142453816660856,0.32241199024050193,0.44614848379226213,0.0725130308681903,0.026692924830371494,0.016467272881454643
31,both,946,190,80,885.25,0.9357822410147991,0.34460887949260044,0.4513742071881607,0.055495840249808186,0.026930872845328892,0.016214177263456482
32,none,171,60,42,91.93999999999998,0.5376608187134502,0.2631578947368421,0.3157894736842105,0.0306669924839449,0.018737895494926382,0.010421984445256606
32,display_only,1657,598,78,1091.44,0.6586843693421847,0.20941460470730236,0.26433313216656606,0.03692112681792875,0.015085734502729254,0.00866580778061819
32,mailer_only,2792,463,80,2490.190000000001,0.8919018624641837,0.24570200573065903,0.29656160458452724,0.04896735213757608,0.01631602828326548,0.009868073896839786
32,both,1349,229,78,1359.4700000000005,1.0077613046701264,0.34544106745737585,0.4477390659747961,0.058467073650356506,0.025866447676909793,0.015121874973363104
33,none,129,47,46,70.94,0.549922480620155,0.20930232558139536,0.27906976744186046,0.02852004007984499,0.014400571448292458,0.008815093834002148
33,display_only,2097,638,83,1707.0800000000008,0.8140581783500243,0.25512637100619934,0.3104434907010014,0.046085740537760905,0.017793080058101325,0.010554549441868295
33,mailer_only,2756,463,85,3407.11,1.2362518142235124,0.3189404934687954,0.4285195936139332,0.07186662434686866,0.024731934243807232,0.014707704625643666
33,both,1062,193,81,1332.48,1.2546892655367232,0.3474576271186441,0.4293785310734463,0.06948737801931978,0.023926372884335943,0.013912123990825082
34,none,183,61,47,89.06,0.4866666666666667,0.28415300546448086,0.31693989071038253,0.027716551825710332,0.018001205384354003,0.01055702780248051
34,display_only,1823,618,79,1380.2000000000003,0.7571036752605597,0.22161272627537026,0.27317608337904553,0.04324586389464143,0.01597986138449579,0.009444452847404564
34,mailer_only,2879,500,85,3141.7399999999993,1.091260854463355,0.2782216047238624,0.41299062174366097,0.06415592118830296,0.02431742872414114,0.015068780768109033
34,both,1118,189,79,2051.82,1.8352593917710198,0.36404293381037567,0.46958855098389984,0.11666058203714418,0.027254715016683174,0.016929927543213003
35,none,85,49,32,36.4,0.42823529411764705,0.24705882352941178,0.24705882352941178,0.02839666773132686,0.016089439802905163,0.010085396568097923
35,display_only,1762,606,79,1210.8100000000002,0.6871793416572078,0.23609534619750283,0.2792281498297389,0.0386352524313914,0.01610174028925744,0.009475054027925598
35,mailer_only,3925,509,82,3648.3000000000006,0.929503184713376,0.2789808917197452,0.36560509554140125,0.054055616757931614,0.021176619652386798,0.013127703379353834
35,both,1208,195,79,1075.4799999999998,0.890298013245033,0.304635761589404,0.38576158940397354,0.05201668827103017,0.02167820826724347,0.01304614710814041
36,none,51,33,27,17.81,0.3492156862745098,0.17647058823529413,0.23529411764705882,0.017400832709016854,0.012956396875834216,0.0075531883013587086
36,display_only,1757,615,82,1460.2700000000002,0.8311155378486057,0.22709163346613545,0.28742174160500855,0.044651594789699094,0.015742194735767084,0.009176863016715086
36,mailer_only,2926,383,87,2311.46,0.7899726589200273,0.24504442925495556,0.2983595352016405,0.04270393568651917,0.015962697463773292,0.009660144917612464
36,both,1313,154,82,1435.5799999999995,1.0933587204874329,0.3480578827113481,0.4676313785224676,0.06210054990503523,0.02659270217799399,0.015694864876063884
37,none,221,65,47,99.97999999999999,0.45239819004524884,0.2579185520361991,0.29411764705882354,0.02431871051821281,0.015407041712653545,0.008445146467522818
37,display_only,1943,567,78,1574.6799999999998,0.8104374678332474,0.244981986618631,0.2974781266083376,0.04918844365357577,0.017966935959372664,0.010555034142973966
37,mailer_only,3102,441,84,3574.1699999999983,1.152214700193423,0.3217279174725983,0.4435847840103159,0.06688688352187061,0.02552566888018983,0.015434474379503892
37,both,719,154,78,690.1799999999998,0.9599165507649511,0.3560500695410292,0.45479833101529904,0.055184828777173366,0.02597101875040908,0.014870286006510993
38,none,219,62,51,136.66,0.6240182648401826,0.2968036529680365,0.3561643835616438,0.04047380826264455,0.023245564041921504,0.012535804508815779
38,display_only,2068,595,87,1621.6900000000005,0.7841827852998068,0.27321083172147004,0.33994197292069633,0.05005143642292447,0.022124257608392175,0.012674973573504401
38,mailer_only,3036,403,91,4037.010000000001,1.3297134387351783,0.34057971014492755,0.5184453227931489,0.08460499993017191,0.032808490295446344,0.02001605555737371
38,both,794,151,84,939.6799999999998,1.183476070528967,0.380352644836272,0.48866498740554154,0.07281942026183487,0.03110923729570475,0.0193140723350641
39,none,120,66,42,40.53,0.33775,0.175,0.19166666666666668,0.01882836971249039,0.009895084293943495,0.00602931160423082
