campaign18_assigned,households,coupon_redeemers,avg_baseline_sales,avg_baseline_visit_days,avg_normal_8week_commodities,avg_gap_ratio,avg_category_ratio
0,11,0,2762.3763636363556,69.36363636363636,75.02693602693601,6.09759718396082,0.2866857589465335
1,56,7,2865.513035714276,68.08928571428571,73.4781746031746,5.076521164021163,0.4442352321498041
