households,household_weeks,visit_rate,home_store_visit_rate,avg_baskets,avg_weekly_sales_value,avg_sales_per_visit_week,active_campaign_week_rate,campaign_recipient_household_week_rate
1099,82425,0.6856536245071277,0.5476857749469214,1.7114952987564453,50.9325216863825,74.28316553127625,0.3377494692144374,0.8817106460418562
