visit_gap_band,comparable_households,avg_high_weeks,avg_low_weeks,avg_high_exposure,avg_low_exposure,mean_visit_difference_pct_point,visit_difference_standard_error_pct_point,mean_home_store_visit_difference_pct_point,home_store_visit_difference_standard_error_pct_point,mean_sales_value_difference,sales_difference_standard_error,mean_home_store_sales_value_difference,home_store_sales_difference_standard_error,households_positive_visit_difference_pct,households_positive_sales_difference_pct
01_1_week,1098,23.700364298724953,27.80783242258652,0.3518542606287133,0.14126962351042946,0.1533682314183444,0.42184380315390174,1.5036925282800748,0.43766746104891613,0.1657010440535888,0.45932706431549203,0.8003645805909975,0.4050168396109739,48.998178506375226,50.27322404371585
02_2_weeks,1004,5.446215139442231,6.264940239043825,0.3529493111598798,0.1421222345176244,0.2513578995152704,0.8991701728487844,1.1929210397835892,0.9379783287715264,-0.1905997875105185,1.217422647273955,0.4524167332363302,1.0699323172418218,39.9402390438247,48.70517928286853
03_3_4_weeks,771,4.041504539559014,4.634241245136187,0.3522151608695409,0.1459964260731133,1.5561178985303514,1.3851454560096161,-0.21894951856041364,1.3970103826592362,2.056343314309268,1.5390849348955387,0.9186980913235778,1.3724571266103185,42.153047989623865,49.0272373540856
04_5plus_weeks,447,7.087248322147651,8.172259507829978,0.35595734987263467,0.14329021338171508,1.7449365881381504,2.0283296258362684,0.7966385642375919,1.7725449835028058,2.89396292694459,1.5368707445391814,2.199387531362284,1.315028792016909,41.387024608501115,48.322147651006716
