exposure_type,comparable_households,avg_high_weeks,avg_low_weeks,avg_high_exposure,avg_low_exposure,mean_visit_difference_pct_point,visit_difference_standard_error_pct_point,median_visit_difference_pct_point,mean_sales_value_difference,sales_difference_standard_error,median_sales_value_difference,mean_home_store_visit_difference_pct_point,home_store_visit_difference_standard_error_pct_point,mean_home_store_sales_value_difference,home_store_sales_difference_standard_error,calendar_placebo_visit_difference_pct_point,calendar_placebo_sales_difference,net_calendar_visit_difference_pct_point,net_calendar_visit_difference_standard_error_pct_point,net_calendar_sales_difference,net_calendar_sales_difference_standard_error,calendar_placebo_home_store_visit_difference_pct_point,calendar_placebo_home_store_sales_difference,net_calendar_home_store_visit_difference_pct_point,net_calendar_home_store_visit_difference_standard_error_pct_point,net_calendar_home_store_sales_difference,net_calendar_home_store_sales_difference_standard_error,households_positive_visit_difference_pct,households_positive_sales_difference_pct
any_feature,1099,34.56505914467698,40.366696997270246,0.35225965965738587,0.1411079074873595,0.13917686053099443,0.30216644191164255,0.0,0.2583558425270244,0.3973518924342657,0.3399146514936007,1.2839391566444913,0.3631112510764496,0.8930430746893093,0.3712931853938549,0.22269301005246916,0.16003327614101484,-0.08351614952147435,0.3027712736581766,0.0983225663860095,0.39784025969081516,0.5779023958336973,0.36038957643386493,0.7060367608107945,0.34976057537802274,0.5326534982554445,0.36738629690221786,49.499545040946316,50.955414012738856
any_mailer,1099,32.97907188353048,41.96724294813467,0.2828131945978883,0.07829889036830966,0.387601362305654,0.28283931127021666,0.21367521367521292,1.0829509909076815,0.4118732209372402,0.22611111111110915,1.2447795861024795,0.334205493758957,1.405110803542275,0.35882082359384787,-0.018814621294898772,0.1570426748990221,0.4064159836005528,0.2831169625418122,0.9259083160086589,0.41122461879849875,-0.10006320684139537,0.004303762942607445,1.344842792943872,0.3216486912861308,1.400807040599669,0.3536906775704356,50.318471337579616,52.047315741583255
both,1049,25.953288846520497,48.93517635843661,0.11027147497310993,0.006103368920315628,0.7435577857218553,0.3340227522957401,0.3571428571428559,0.6929437250494146,0.44587057363537297,0.7057638888888818,1.6489518900354803,0.35853842564838234,1.1355119244626097,0.38331584077715564,0.17240772255508177,0.1130765588646654,0.5711500631667741,0.33228584073099915,0.5798671661847482,0.4450783016278401,0.5989783057931465,0.33466981979560606,1.0499735842423317,0.3471495299905792,0.8008421046670033,0.37840034334480654,51.57292659675882,53.38417540514776
coupon_mailer,621,1.5475040257648953,73.4524959742351,0.08748574999297824,0.0,-1.7913330649598682,1.506049387275395,4.109589041095896,4.591298329016145,2.3058214498956886,-7.045405405405404,-4.013341175030123,1.4667346133931536,0.5575577716706772,1.8388395837385085,-0.1223047758543922,3.829322684225553,-1.6690282891054786,1.5025129998382563,0.7619756447906071,2.2842663598932087,-3.0710186118423284,0.19391125372243612,-0.9423225631877915,1.4616009659516778,0.3636465179482417,1.829156468794607,58.93719806763285,41.86795491143317
display,1093,32.87557182067704,41.96340347666972,0.19032409208252718,0.05541139486637198,0.5480093354133723,0.37945638924148956,0.0,0.11757127554219882,0.4518955361063377,0.3792805232558081,1.53135632177105,0.4370465720815002,1.1309811828513552,0.4264685623363562,0.38461941921862,0.008389327569169786,0.1633899161947529,0.3795872079545008,0.1091819479730291,0.4518914356269361,1.1883968331675894,0.6083669059273983,0.34295948860346104,0.4202970974322269,0.5226142769239589,0.4196215969260704,49.95425434583714,52.607502287282706
feature_mailer,1099,32.86351228389445,42.02365787079163,0.2779151325984999,0.07633723419476326,0.4672607142788559,0.2847305152290433,0.0,1.0761006099092014,0.4088227228075364,0.37261904761905384,1.4341612668002348,0.3366680841604945,1.4403437593764878,0.36116462390509485,0.037460711080576733,0.18605617490675289,0.4298000031982791,0.2849442196755485,0.8900444350024471,0.4079804432116606,0.09825578881778986,0.12767088970374865,1.3359054779824477,0.3246071387751766,1.3126728696727374,0.3561002602657195,49.40855323020928,51.77434030937216
free_mailer,812,2.6810344827586206,72.31896551724138,0.10401846378615834,0.0,-1.8069662907021542,0.9792309318100364,1.4285714285714235,-3.378312901684561,1.1528734369853149,-5.97815068493151,-3.0156893798191495,0.9744802811363865,-2.970983426322423,1.0056352941974278,-2.0632670058445592,-3.1095538995905847,0.25630071514240826,0.9775999181689594,-0.2687590020939611,1.1515162430918453,-4.516125622244521,-3.807630390239577,1.50043624242537,0.9691108839766834,0.8366469639171521,1.0040600894419962,55.172413793103445,38.91625615763547
