department_relation,comparable_households,comparable_household_departments,avg_high_exposure,avg_low_exposure,mean_purchase_difference_pct_point,purchase_difference_standard_error_pct_point,mean_sales_value_difference,sales_difference_standard_error,pairs_positive_purchase_difference_pct,pairs_positive_sales_difference_pct
other_purchased,859,1889,0.7657166002886339,0.013471495392736775,1.5763428107187714,0.37109649602620914,0.02474715639459895,0.048107509736417614,50.39703546850185,44.732662784542086
preferred_top3,1098,2688,0.5297860414964619,0.06955842730450457,0.859205579641911,0.26153350554603005,0.331641940818447,0.10455273703794939,50.55803571428571,50.074404761904766
