household_key,is_candidate_analysis,is_primary_analysis,is_primary_eligible1_analysis,is_primary_all_weeks_analysis,is_primary_no_history_filter_analysis,is_home70_analysis,first_observed_week,baseline_baskets,n_baseline_purchase_weeks,baseline_weekly_visit_rate,home_store_id,baseline_home_store_share,outcome_home_store_share,n_eligible_products,n_eligible_products_all_weeks,n_repeated_products_no_history_filter,original_top20_baskets,eligible_original_top20_baskets,excluded_weight_share
635,1,1,1,1,1,1,5,14,11,0.5,31742,0.7857142857142857,0.4,8,10,10,41,22,0.46341463414634143
636,1,1,1,1,1,1,10,28,16,0.9411764705882353,300,0.9285714285714286,0.9438775510204082,20,20,20,84,44,0.47619047619047616
638,1,1,1,1,1,1,17,11,8,0.8,361,1.0,0.8026315789473685,20,20,20,49,39,0.20408163265306123
640,1,1,1,1,1,1,10,41,16,0.9411764705882353,356,0.7317073170731707,0.7450980392156863,20,20,20,93,66,0.29032258064516125
641,1,1,1,1,1,1,5,92,21,0.9545454545454546,374,0.9891304347826086,0.9922178988326849,20,20,20,167,109,0.34730538922155685
642,1,1,1,1,1,1,6,24,15,0.7142857142857143,391,0.875,0.925,15,18,20,56,39,0.3035714285714286
643,1,0,0,0,0,0,13,7,6,0.42857142857142855,322,0.5714285714285714,0.5416666666666666,9,9,9,31,20,0.3548387096774194
644,1,1,1,1,1,1,14,32,11,0.8461538461538461,335,1.0,0.9337016574585635,20,20,20,80,28,0.65
645,1,0,1,0,0,0,13,10,8,0.5714285714285714,445,1.0,0.868421052631579,1,1,1,21,2,0.9047619047619048
646,1,1,1,1,1,1,3,16,9,0.375,408,0.9375,0.92,19,20,20,50,32,0.36
647,1,0,0,0,0,0,10,20,11,0.6470588235294118,343,0.45,0.6132075471698113,19,20,20,58,39,0.3275862068965517
649,1,0,0,0,0,0,17,31,5,0.5,295,1.0,0.9166666666666666,13,15,16,38,28,0.26315789473684215
651,1,0,0,0,0,0,11,5,4,0.25,403,1.0,1.0,9,9,11,33,19,0.4242424242424242
652,1,1,1,1,1,1,11,11,10,0.625,424,1.0,1.0,20,20,20,84,55,0.34523809523809523
653,1,0,0,0,0,0,14,55,13,1.0,31742,0.4727272727272727,0.3352601156069364,20,20,20,123,79,0.3577235772357723
654,1,1,1,1,1,1,6,19,12,0.5714285714285714,304,0.8421052631578947,0.9682539682539683,17,20,20,46,34,0.26086956521739135
655,1,0,0,0,0,0,3,14,9,0.375,400,0.42857142857142855,0.06521739130434782,7,9,12,37,16,0.5675675675675675
656,1,1,1,1,1,1,8,30,15,0.7894736842105263,354,0.9333333333333333,0.5384615384615384,20,20,20,83,58,0.3012048192771084
659,1,1,1,1,1,1,3,19,16,0.6666666666666666,400,1.0,0.5384615384615384,8,10,17,57,19,0.6666666666666667
660,1,1,1,1,1,1,17,20,9,0.9,380,1.0,0.7724137931034483,19,20,20,56,38,0.3214285714285714
661,1,1,1,1,1,1,15,25,12,1.0,427,0.8,0.4049586776859504,20,20,20,74,36,0.5135135135135135
662,1,1,1,1,1,1,11,13,12,0.75,356,1.0,0.9615384615384616,18,20,20,55,36,0.34545454545454546
663,1,0,0,0,0,0,17,15,6,0.6,427,1.0,0.8522727272727273,9,9,12,34,20,0.4117647058823529
664,1,0,0,0,0,0,17,6,5,0.5,424,1.0,0.96,9,9,9,30,19,0.3666666666666667
665,1,0,1,1,1,0,5,16,10,0.45454545454545453,297,0.9375,1.0,4,7,10,53,10,0.8113207547169812
668,1,1,1,1,1,0,13,14,8,0.5714285714285714,289,0.5,0.42857142857142855,7,7,7,27,14,0.4814814814814815
669,1,1,1,1,1,1,4,21,16,0.6956521739130435,450,0.8095238095238095,0.8041237113402062,20,20,20,132,124,0.06060606060606055
670,1,0,0,0,0,0,5,38,19,0.8636363636363636,304,0.34210526315789475,0.19607843137254902,20,20,20,75,49,0.3466666666666667
671,1,1,1,1,1,0,12,39,15,1.0,362,0.6666666666666666,0.7954545454545454,20,20,20,90,56,0.37777777777777777
672,1,1,1,1,1,1,10,18,11,0.6470588235294118,403,1.0,0.9313725490196079,17,20,20,48,40,0.16666666666666663
673,1,0,0,0,0,0,4,9,5,0.21739130434782608,360,1.0,0.425,1,2,2,17,3,0.8235294117647058
674,1,1,1,1,1,0,5,34,15,0.6818181818181818,340,0.5588235294117647,0.009900990099009901,17,20,20,56,36,0.3571428571428571
675,1,1,1,1,1,1,15,15,8,0.6666666666666666,372,1.0,0.896551724137931,12,13,16,42,30,0.2857142857142857
676,1,1,1,1,1,1,2,24,12,0.48,364,1.0,0.9202279202279202,20,20,20,64,40,0.375
677,1,0,1,1,1,0,14,12,8,0.6153846153846154,380,0.5833333333333334,0.65625,4,6,7,29,10,0.6551724137931034
678,1,1,1,1,1,1,13,28,12,0.8571428571428571,391,0.7142857142857143,0.0,7,8,9,33,16,0.5151515151515151
679,1,1,1,1,1,1,3,64,20,0.8333333333333334,447,1.0,0.9226804123711341,20,20,20,165,55,0.6666666666666667
681,1,0,0,0,0,0,1,17,15,0.5769230769230769,443,0.47058823529411764,0.5957446808510638,18,20,20,109,71,0.3486238532110092
682,1,1,1,1,1,1,5,89,20,0.9090909090909091,432,0.8764044943820225,0.8515625,20,20,20,102,73,0.28431372549019607
684,1,1,1,1,1,1,6,21,15,0.7142857142857143,300,0.8095238095238095,0.6470588235294118,7,9,11,35,17,0.5142857142857142
685,1,1,1,1,1,0,15,17,10,0.8333333333333334,343,0.5294117647058824,0.07142857142857142,20,20,20,62,30,0.5161290322580645
686,1,0,0,0,0,0,16,8,5,0.45454545454545453,360,0.5,0.3076923076923077,1,1,1,21,2,0.9047619047619048
687,1,1,1,1,1,1,2,19,12,0.48,403,0.7368421052631579,0.8571428571428571,16,18,20,68,49,0.27941176470588236
690,1,1,1,1,1,1,4,59,20,0.8695652173913043,318,0.9491525423728814,0.9619047619047619,19,20,20,75,47,0.3733333333333333
691,1,1,1,1,1,1,6,17,14,0.6666666666666666,439,0.7647058823529411,0.8918918918918919,20,20,20,75,60,0.19999999999999996
692,1,1,1,1,1,1,12,14,11,0.7333333333333333,335,1.0,0.8055555555555556,12,18,20,82,49,0.4024390243902439
693,1,1,1,1,1,1,2,35,19,0.76,359,0.7428571428571429,0.3735632183908046,20,20,20,69,47,0.3188405797101449
694,1,1,1,1,1,1,12,72,15,1.0,297,0.9166666666666666,0.5432098765432098,20,20,20,168,106,0.36904761904761907
695,1,0,0,0,0,0,17,10,6,0.6,396,0.8,0.7216981132075472,3,4,5,29,8,0.7241379310344828
696,1,1,1,1,1,0,17,37,9,0.9,31742,0.6756756756756757,0.7142857142857143,20,20,20,92,56,0.3913043478260869
697,1,1,1,1,1,0,9,13,11,0.6111111111111112,334,0.6153846153846154,0.24489795918367346,20,20,20,79,53,0.3291139240506329
698,1,1,1,1,1,0,1,49,21,0.8076923076923077,433,0.673469387755102,0.5454545454545454,13,14,15,46,29,0.3695652173913043
699,1,1,1,1,1,1,9,29,17,0.9444444444444444,408,0.8275862068965517,0.8833333333333333,20,20,20,99,51,0.48484848484848486
700,1,0,0,0,0,0,3,10,7,0.2916666666666667,408,0.8,0.4827586206896552,7,9,12,36,18,0.5
702,1,1,1,1,1,1,12,30,13,0.8666666666666667,306,0.7666666666666667,0.5368852459016393,15,16,20,86,55,0.36046511627906974
703,1,1,1,1,1,1,11,27,14,0.875,422,0.8518518518518519,0.19786096256684493,20,20,20,84,37,0.5595238095238095
705,1,1,1,1,1,1,12,16,11,0.7333333333333333,402,1.0,1.0,12,13,14,50,38,0.24
706,1,0,0,0,0,0,4,25,14,0.6086956521739131,384,0.32,0.0970873786407767,5,5,6,30,14,0.5333333333333333
707,1,1,1,1,1,1,15,48,12,1.0,429,0.8125,0.9616252821670429,20,20,20,125,86,0.31200000000000006
708,1,1,1,1,1,1,3,16,13,0.5416666666666666,402,1.0,0.8823529411764706,18,18,18,59,57,0.03389830508474578
709,1,1,1,1,1,1,7,26,13,0.65,427,1.0,0.49612403100775193,20,20,20,87,57,0.3448275862068966
710,1,1,1,1,1,1,4,46,22,0.9565217391304348,401,0.9782608695652174,0.7833333333333333,20,20,20,70,42,0.4
712,1,1,1,1,1,0,6,55,21,1.0,448,0.6,0.6565656565656566,20,20,20,169,118,0.30177514792899407
714,1,1,1,1,1,1,8,54,19,1.0,403,1.0,0.9662447257383966,20,20,20,94,82,0.12765957446808507
715,1,1,1,1,1,0,7,35,16,0.8,354,0.5142857142857142,0.4028776978417266,20,20,20,63,43,0.31746031746031744
716,1,1,1,1,1,0,12,14,11,0.7333333333333333,400,0.5714285714285714,0.7377049180327869,8,11,14,37,19,0.4864864864864865
718,1,1,1,1,1,1,1,160,26,1.0,324,0.86875,0.8242009132420092,20,20,20,219,132,0.3972602739726028
719,1,1,1,1,1,0,4,9,9,0.391304347826087,32004,0.6666666666666666,0.64,16,16,19,61,53,0.1311475409836066
720,1,0,1,1,1,0,7,19,13,0.65,31862,0.7894736842105263,1.0,3,5,8,36,14,0.6111111111111112
721,1,0,0,0,0,0,16,10,6,0.5454545454545454,31642,0.8,1.0,4,4,4,24,8,0.6666666666666667
722,1,1,1,1,1,1,15,15,9,0.75,359,1.0,0.8416666666666667,20,20,20,71,58,0.18309859154929575
724,1,1,1,1,1,1,11,13,10,0.625,367,0.8461538461538461,0.9230769230769231,8,12,20,63,29,0.5396825396825398
725,1,1,1,1,1,1,13,25,10,0.7142857142857143,400,1.0,0.9906542056074766,20,20,20,78,59,0.2435897435897436
726,1,0,0,0,0,0,11,7,5,0.3125,343,0.7142857142857143,0.5806451612903226,2,4,6,27,4,0.8518518518518519
727,1,0,0,0,0,0,10,31,14,0.8235294117647058,366,0.4838709677419355,0.3953488372093023,20,20,20,80,68,0.15000000000000002
728,1,1,1,1,1,1,7,138,20,1.0,329,0.8623188405797102,0.8895522388059701,20,20,20,268,66,0.7537313432835822
730,1,1,1,1,1,1,3,17,16,0.6666666666666666,400,1.0,0.8,10,16,17,62,39,0.3709677419354839
731,1,0,0,0,0,0,13,53,14,1.0,329,0.33962264150943394,0.28888888888888886,3,5,12,44,6,0.8636363636363636
732,1,0,0,0,0,0,18,11,7,0.7777777777777778,293,0.9090909090909091,0.6593406593406593,14,17,20,43,28,0.34883720930232553
733,1,1,1,1,1,1,13,12,10,0.7142857142857143,356,0.75,0.9375,20,20,20,74,47,0.3648648648648649
734,1,0,1,0,1,0,4,13,12,0.5217391304347826,372,0.8461538461538461,0.07936507936507936,3,3,6,27,7,0.7407407407407407
735,1,1,1,1,1,1,9,29,13,0.7222222222222222,317,0.8275862068965517,0.7301587301587301,7,9,20,50,18,0.64
736,1,1,1,1,1,1,4,10,10,0.43478260869565216,432,1.0,0.86,6,6,8,30,14,0.5333333333333333
737,1,1,1,1,1,1,5,16,13,0.5909090909090909,309,0.875,0.8888888888888888,12,13,15,40,28,0.30000000000000004
738,1,1,1,1,1,0,15,24,8,0.6666666666666666,318,0.5833333333333334,0.631578947368421,20,20,20,56,46,0.1785714285714286
740,1,0,0,0,0,0,17,5,4,0.4,370,0.8,0.09433962264150944,1,2,4,24,2,0.9166666666666666
742,1,1,1,1,1,0,11,87,16,1.0,445,0.6091954022988506,0.5975103734439834,20,20,20,193,160,0.17098445595854928
745,1,1,1,1,1,1,10,37,17,1.0,427,1.0,0.9859154929577465,20,20,20,135,59,0.5629629629629629
746,1,0,0,0,0,0,16,20,8,0.7272727272727273,375,0.4,0.7368421052631579,4,5,6,27,9,0.6666666666666667
747,1,0,1,0,1,0,17,17,9,0.9,410,1.0,0.7155172413793104,3,4,9,34,8,0.7647058823529411
748,1,0,0,0,0,0,10,25,9,0.5294117647058824,32004,0.32,0.23728813559322035,20,20,20,70,42,0.4
750,1,0,0,0,0,0,13,8,1,0.07142857142857142,396,1.0,0.0,1,1,1,21,2,0.9047619047619048
752,1,1,1,1,1,1,9,31,15,0.8333333333333334,356,0.8064516129032258,0.7123287671232876,20,20,20,58,33,0.43103448275862066
756,1,0,0,0,0,0,9,8,5,0.2777777777777778,364,0.875,0.5,2,2,2,22,4,0.8181818181818181
757,1,0,0,0,0,0,17,7,5,0.5,384,1.0,1.0,5,6,9,30,11,0.6333333333333333
759,1,0,0,0,0,0,5,18,11,0.5,31401,0.4444444444444444,0.0,8,12,20,59,24,0.5932203389830508
760,1,1,1,1,1,1,6,18,13,0.6190476190476191,401,0.7222222222222222,0.9423076923076923,9,10,15,43,26,0.39534883720930236
761,1,1,1,1,1,1,13,21,12,0.8571428571428571,343,0.7142857142857143,0.8525641025641025,9,9,11,35,22,0.37142857142857144
762,1,1,1,1,1,1,13,99,14,1.0,31862,0.8686868686868687,0.8629961587708067,11,13,20,101,32,0.6831683168316831
763,1,1,1,1,1,1,11,16,11,0.6875,31782,0.875,0.7916666666666666,20,20,20,54,47,0.12962962962962965
764,1,0,0,0,0,0,18,8,4,0.4444444444444444,346,0.5,0.08653846153846154,10,11,13,34,21,0.38235294117647056
765,1,0,0,0,0,0,13,10,7,0.5,370,0.8,0.8888888888888888,3,3,4,28,8,0.7142857142857143
766,1,1,1,1,1,1,17,10,8,0.8,322,1.0,0.026785714285714284,20,20,20,74,57,0.22972972972972971
768,1,1,1,1,1,1,16,56,11,1.0,323,0.7857142857142857,0.9282178217821783,20,20,20,86,58,0.32558139534883723
769,1,0,0,0,0,0,7,6,6,0.3,404,1.0,0.975,8,8,16,39,17,0.5641025641025641
771,1,1,1,1,1,1,17,19,8,0.8,424,0.8421052631578947,0.1518987341772152,13,16,20,48,31,0.35416666666666663
775,1,0,0,0,0,0,7,7,6,0.3,320,0.8571428571428571,0.9615384615384616,3,3,4,24,6,0.75
776,1,1,1,1,1,1,7,16,11,0.55,368,1.0,0.36363636363636365,20,20,20,65,46,0.29230769230769227
778,1,1,1,1,1,1,1,85,25,0.9615384615384616,310,0.9058823529411765,0.24324324324324326,20,20,20,195,129,0.3384615384615385
780,1,1,1,1,1,1,15,24,11,0.9166666666666666,424,0.875,0.6511627906976745,9,11,18,47,24,0.4893617021276596
781,1,0,0,0,0,0,14,7,6,0.46153846153846156,365,0.42857142857142855,0.56,4,5,6,26,8,0.6923076923076923
782,1,0,0,0,0,0,11,13,10,0.625,310,0.38461538461538464,0.24561403508771928,4,5,6,28,10,0.6428571428571428
783,1,0,0,0,0,0,5,7,6,0.2727272727272727,439,1.0,0.6,4,5,6,29,10,0.6551724137931034
784,1,0,0,0,0,0,3,39,22,0.9166666666666666,408,0.41025641025641024,0.26595744680851063,14,15,20,98,36,0.6326530612244898
785,1,1,1,1,1,1,7,28,11,0.55,363,0.8571428571428571,0.9594594594594594,14,16,20,70,46,0.34285714285714286
786,1,1,1,1,1,1,16,36,10,0.9090909090909091,339,0.9444444444444444,0.8922155688622755,20,20,20,83,51,0.3855421686746988
787,1,1,1,1,1,1,15,29,12,1.0,443,0.7586206896551724,0.81875,11,15,20,82,23,0.7195121951219512
788,1,1,1,1,1,0,10,39,15,0.8823529411764706,360,0.6666666666666666,0.39763779527559057,20,20,20,70,64,0.08571428571428574
789,1,0,0,0,0,0,2,7,7,0.28,424,0.7142857142857143,0.3333333333333333,1,1,2,18,2,0.8888888888888888
792,1,0,0,0,0,0,16,9,3,0.2727272727272727,379,0.8888888888888888,0.75,6,6,6,29,15,0.48275862068965514
793,1,0,0,0,0,0,13,19,9,0.6428571428571429,445,0.3684210526315789,0.625,8,8,10,33,16,0.5151515151515151
795,1,1,1,1,1,1,7,13,9,0.45,311,0.7692307692307693,1.0,16,19,20,53,42,0.2075471698113207
796,1,1,1,1,1,0,2,17,14,0.56,380,0.5294117647058824,0.8484848484848485,8,8,9,32,19,0.40625
797,1,0,0,0,0,0,17,8,6,0.6,450,1.0,0.963855421686747,1,1,2,22,2,0.9090909090909091
799,1,1,1,1,1,1,5,14,9,0.4090909090909091,327,0.7857142857142857,0.8490566037735849,18,20,20,47,42,0.1063829787234043
800,1,1,1,1,1,1,9,88,18,1.0,298,0.7386363636363636,0.3333333333333333,20,20,20,176,85,0.5170454545454546
802,1,1,1,1,1,1,8,16,11,0.5789473684210527,404,0.9375,0.9069767441860465,20,20,20,85,60,0.2941176470588235
803,1,1,1,1,1,1,4,10,8,0.34782608695652173,327,1.0,0.9814814814814815,13,16,20,48,33,0.3125
804,1,1,1,1,1,1,12,29,13,0.8666666666666667,400,1.0,0.3385416666666667,20,20,20,143,109,0.23776223776223782
805,1,1,1,1,1,1,2,61,24,0.96,306,0.9672131147540983,0.8368200836820083,20,20,20,143,124,0.13286713286713292
806,1,1,1,1,1,0,8,13,11,0.5789473684210527,333,0.6153846153846154,0.7567567567567568,15,17,20,48,38,0.20833333333333337
807,1,1,1,1,1,1,4,35,18,0.782608695652174,335,0.9714285714285714,0.9431818181818182,20,20,20,104,81,0.22115384615384615
808,1,1,1,1,1,1,15,43,12,1.0,361,1.0,0.8385093167701864,10,14,17,45,24,0.4666666666666667
810,1,0,0,0,0,0,11,7,7,0.4375,295,1.0,1.0,3,4,4,22,7,0.6818181818181819
811,1,0,0,0,0,0,7,6,4,0.2,446,1.0,1.0,1,1,1,21,2,0.9047619047619048
812,1,1,1,1,1,1,5,62,17,0.7727272727272727,412,0.9354838709677419,0.12903225806451613,15,19,20,95,46,0.5157894736842106
813,1,0,0,0,0,0,3,6,6,0.25,420,0.8333333333333334,0.5384615384615384,3,3,5,25,6,0.76
814,1,0,0,0,0,0,17,13,8,0.8,31401,0.46153846153846156,0.0,8,8,12,33,16,0.5151515151515151
815,1,1,1,1,1,1,15,27,10,0.8333333333333334,410,1.0,0.95,20,20,20,84,63,0.25
816,1,0,0,0,0,0,4,30,17,0.7391304347826086,421,0.4,0.28378378378378377,20,20,20,69,49,0.28985507246376807
817,1,0,0,0,0,0,15,13,7,0.5833333333333334,333,0.6923076923076923,0.8045112781954887,20,20,20,55,40,0.2727272727272727
820,1,1,1,1,1,1,10,96,17,1.0,381,0.7604166666666666,0.11214953271028037,20,20,20,86,35,0.5930232558139534
822,1,1,1,1,1,0,9,17,11,0.6111111111111112,380,0.5294117647058824,0.48,16,16,19,59,48,0.18644067796610164
823,1,0,1,0,0,0,14,27,10,0.7692307692307693,422,0.9259259259259259,0.7444444444444445,1,2,4,26,2,0.9230769230769231
824,1,0,0,0,0,0,14,7,5,0.38461538461538464,286,0.5714285714285714,0.6458333333333334,1,1,1,21,2,0.9047619047619048
825,1,1,1,1,1,1,11,60,16,1.0,375,0.9333333333333333,0.5359116022099447,20,20,20,108,40,0.6296296296296297
826,1,0,0,0,0,0,4,7,5,0.21739130434782608,396,1.0,0.8947368421052632,2,2,4,25,4,0.84
828,1,0,0,0,0,0,9,5,5,0.2777777777777778,292,0.6,0.125,6,7,7,30,15,0.5
830,1,1,1,1,1,1,11,96,16,1.0,450,0.9375,0.7894736842105263,20,20,20,100,91,0.08999999999999997
831,1,1,1,1,1,1,10,24,12,0.7058823529411765,450,0.9166666666666666,0.7214285714285714,20,20,20,79,60,0.240506329113924
833,1,1,1,1,1,1,16,11,8,0.7272727272727273,443,0.8181818181818182,0.8260869565217391,18,20,20,49,43,0.12244897959183676
834,1,1,1,1,1,1,8,19,12,0.631578947368421,433,0.7368421052631579,0.5,18,20,20,56,36,0.3571428571428571
836,1,0,0,0,0,0,14,8,6,0.46153846153846156,443,0.75,0.5230769230769231,7,7,8,29,15,0.48275862068965514
840,1,1,1,1,1,1,12,18,10,0.6666666666666666,400,0.8888888888888888,0.796875,20,20,20,88,56,0.36363636363636365
841,1,0,0,0,0,0,10,15,7,0.4117647058823529,408,0.8,0.9929078014184397,3,3,4,27,7,0.7407407407407407
842,1,1,1,1,1,1,17,50,10,1.0,318,0.96,0.9713024282560706,14,14,18,61,38,0.3770491803278688
843,1,1,1,1,1,0,4,16,11,0.4782608695652174,354,0.6875,0.44642857142857145,12,14,16,40,28,0.30000000000000004
844,1,0,0,0,0,0,12,17,13,0.8666666666666667,31862,0.4117647058823529,0.6147540983606558,20,20,20,86,52,0.39534883720930236
845,1,1,1,1,1,0,12,18,12,0.8,343,0.5,0.5454545454545454,20,20,20,66,30,0.5454545454545454
846,1,0,0,0,0,0,13,5,4,0.2857142857142857,31642,1.0,0.8620689655172413,2,2,2,24,6,0.75
847,1,0,0,0,0,0,16,9,6,0.5454545454545454,319,0.4444444444444444,0.046511627906976744,1,1,2,17,4,0.7647058823529411
849,1,0,0,0,0,0,13,7,6,0.42857142857142855,402,0.5714285714285714,0.05555555555555555,3,5,8,28,6,0.7857142857142857
850,1,0,0,0,0,0,7,22,12,0.6,297,0.3181818181818182,0.14666666666666667,7,7,8,30,15,0.5
851,1,1,1,1,1,1,2,12,12,0.48,341,0.9166666666666666,1.0,5,5,6,38,22,0.42105263157894735
852,1,0,0,0,0,0,15,11,7,0.5833333333333334,333,0.8181818181818182,0.9518072289156626,2,2,3,25,6,0.76
853,1,1,1,1,1,1,10,109,17,1.0,367,1.0,0.9629629629629629,17,20,20,285,70,0.7543859649122807
854,1,0,1,0,0,0,17,10,8,0.8,420,1.0,1.0,1,2,3,24,2,0.9166666666666666
855,1,1,1,1,1,1,17,16,9,0.9,382,1.0,1.0,20,20,20,81,56,0.308641975308642
856,1,1,1,1,1,1,15,21,10,0.8333333333333334,372,0.7619047619047619,0.575,20,20,20,59,37,0.3728813559322034
858,1,0,0,0,0,0,11,7,7,0.4375,322,1.0,0.696969696969697,2,3,3,23,4,0.8260869565217391
859,1,0,0,0,0,0,11,54,16,1.0,429,0.4444444444444444,0.2733812949640288,20,20,20,144,74,0.48611111111111116
860,1,1,1,1,1,1,12,50,12,0.8,31642,0.74,0.5,11,13,14,70,34,0.5142857142857142
861,1,0,0,0,0,0,6,9,6,0.2857142857142857,410,0.8888888888888888,0.7916666666666666,9,11,18,42,20,0.5238095238095238
864,1,1,1,1,1,1,4,19,15,0.6521739130434783,410,0.8947368421052632,0.9887640449438202,20,20,20,115,105,0.08695652173913049
865,1,0,0,0,0,0,16,9,5,0.45454545454545453,341,1.0,1.0,13,14,17,41,30,0.2682926829268293
866,1,1,1,1,1,1,5,25,11,0.5,345,1.0,0.9545454545454546,17,19,20,64,45,0.296875
867,1,1,1,1,1,0,5,53,20,0.9090909090909091,369,0.5283018867924528,0.7903225806451613,20,20,20,113,65,0.4247787610619469
868,1,1,1,1,1,1,14,36,13,1.0,323,0.8888888888888888,0.9016393442622951,20,20,20,84,42,0.5
869,1,0,0,0,0,0,10,12,7,0.4117647058823529,370,0.75,0.5478260869565217,1,2,4,25,2,0.92
870,1,0,0,0,0,0,14,5,4,0.3076923076923077,298,1.0,0.5714285714285714,1,1,2,22,2,0.9090909090909091
871,1,1,1,1,1,1,16,16,9,0.8181818181818182,31862,0.9375,0.3739130434782609,20,20,20,102,62,0.3921568627450981
872,1,0,0,0,0,0,7,7,1,0.05,450,1.0,1.0,1,1,1,21,2,0.9047619047619048
873,1,1,1,1,1,1,12,30,13,0.8666666666666667,318,0.9666666666666667,0.42168674698795183,20,20,20,105,57,0.4571428571428572
875,1,1,1,1,1,1,7,10,9,0.45,356,1.0,0.9310344827586207,5,6,7,28,11,0.6071428571428572
876,1,1,1,1,1,1,16,20,10,0.9090909090909091,323,1.0,0.9776536312849162,8,9,14,37,19,0.4864864864864865
877,1,0,0,0,0,0,13,9,7,0.5,406,1.0,0.9629629629629629,18,20,20,53,37,0.30188679245283023
878,1,0,0,0,0,0,14,38,13,1.0,366,0.39473684210526316,0.0,20,20,20,99,63,0.36363636363636365
879,1,1,1,1,1,1,12,9,8,0.5333333333333333,341,1.0,1.0,8,10,13,37,18,0.5135135135135135
880,1,0,0,0,0,0,13,7,2,0.14285714285714285,343,1.0,0.8,2,3,3,24,5,0.7916666666666666
881,1,1,1,1,1,1,14,23,13,1.0,445,1.0,0.9646017699115044,20,20,20,130,126,0.03076923076923077
882,1,1,1,1,1,1,15,50,12,1.0,31782,0.92,0.851063829787234,20,20,20,91,81,0.10989010989010994
883,1,1,1,1,1,1,6,76,19,0.9047619047619048,367,0.8552631578947368,0.8759124087591241,20,20,20,92,53,0.42391304347826086
884,1,1,1,1,1,1,3,39,8,0.3333333333333333,297,0.9743589743589743,0.0,12,14,18,55,29,0.4727272727272728
885,1,0,0,0,0,0,10,10,5,0.29411764705882354,382,0.9,0.28378378378378377,3,3,6,28,8,0.7142857142857143
886,1,0,0,0,0,0,3,13,5,0.20833333333333334,375,0.6923076923076923,0.7142857142857143,11,11,14,37,24,0.3513513513513513
887,1,1,1,1,1,1,1,12,11,0.4230769230769231,298,1.0,0.1111111111111111,11,12,20,46,23,0.5
888,1,1,1,1,1,1,2,11,9,0.36,401,0.9090909090909091,0.8955223880597015,20,20,20,85,49,0.42352941176470593
889,1,0,0,0,0,0,6,50,20,0.9523809523809523,433,0.4,0.5521472392638037,20,20,20,181,125,0.30939226519337015
890,1,0,0,0,0,0,10,10,7,0.4117647058823529,403,0.8,0.9047619047619048,7,7,9,36,21,0.41666666666666663
891,1,1,1,1,1,1,12,18,10,0.6666666666666666,450,0.9444444444444444,0.7934782608695652,20,20,20,83,80,0.03614457831325302
894,1,0,0,0,0,0,8,7,5,0.2631578947368421,446,0.5714285714285714,0.375,5,6,8,29,11,0.6206896551724138
895,1,1,1,1,1,0,4,45,22,0.9565217391304348,315,0.5777777777777777,0.463855421686747,20,20,20,150,56,0.6266666666666667
896,1,1,1,1,1,0,8,26,14,0.7368421052631579,402,0.5,0.4823529411764706,20,20,20,68,44,0.3529411764705882
897,1,0,1,0,0,0,11,12,8,0.5,396,0.9166666666666666,0.7959183673469388,1,1,3,23,2,0.9130434782608696
898,1,1,1,1,1,0,16,39,10,0.9090909090909091,388,0.6923076923076923,0.6789667896678967,20,20,20,73,39,0.4657534246575342
899,1,0,0,0,0,0,7,5,4,0.2,361,1.0,0.7142857142857143,1,1,1,21,2,0.9047619047619048
900,1,1,1,1,1,1,10,184,17,1.0,330,0.9510869565217391,0.9912280701754386,20,20,20,172,48,0.7209302325581395
901,1,0,0,0,0,0,16,7,5,0.45454545454545453,410,1.0,0.9117647058823529,3,3,4,24,6,0.75
903,1,1,1,1,1,1,10,14,11,0.6470588235294118,333,1.0,0.6551724137931034,9,10,13,48,28,0.41666666666666663
904,1,0,0,0,0,0,4,8,6,0.2608695652173913,365,0.625,0.2727272727272727,1,1,1,21,2,0.9047619047619048
905,1,0,1,0,0,0,3,12,10,0.4166666666666667,367,0.6666666666666666,0.6842105263157895,2,3,3,24,5,0.7916666666666666
906,1,1,1,1,1,1,8,70,19,1.0,319,0.9857142857142858,0.9448051948051948,15,20,20,194,68,0.6494845360824743
907,1,1,1,1,1,0,2,28,19,0.76,313,0.5714285714285714,0.6984126984126984,20,20,20,67,57,0.14925373134328357
908,1,1,1,1,1,0,14,34,13,1.0,406,0.6764705882352942,0.3780487804878049,20,20,20,74,41,0.44594594594594594
909,1,1,1,1,1,1,10,197,17,1.0,321,0.9035532994923858,0.849802371541502,20,20,20,119,81,0.31932773109243695
910,1,0,0,0,0,0,9,9,8,0.4444444444444444,429,0.4444444444444444,0.44,3,5,6,27,6,0.7777777777777778
911,1,0,0,0,0,0,13,11,7,0.5,421,0.45454545454545453,0.859375,3,3,4,27,9,0.6666666666666667
912,1,0,0,0,0,0,14,11,5,0.38461538461538464,358,1.0,0.8888888888888888,5,6,6,26,10,0.6153846153846154
913,1,1,1,1,1,0,4,19,11,0.4782608695652174,436,0.5789473684210527,0.88,14,17,20,57,41,0.2807017543859649
914,1,0,1,0,1,0,12,10,8,0.5333333333333333,403,0.7,0.22916666666666666,2,4,8,28,4,0.8571428571428572
915,1,1,1,1,1,1,11,14,8,0.5,337,1.0,0.9807692307692307,7,10,10,35,19,0.4571428571428572
916,1,0,0,0,0,0,14,45,13,1.0,436,0.3111111111111111,0.05660377358490566,20,20,20,56,40,0.2857142857142857
