household_key,is_candidate_analysis,is_primary_analysis,is_primary_eligible1_analysis,is_primary_all_weeks_analysis,is_primary_no_history_filter_analysis,is_home70_analysis,first_observed_week,baseline_baskets,n_baseline_purchase_weeks,baseline_weekly_visit_rate,home_store_id,baseline_home_store_share,outcome_home_store_share,n_eligible_products,n_eligible_products_all_weeks,n_repeated_products_no_history_filter,original_top20_baskets,eligible_original_top20_baskets,excluded_weight_share
1,1,1,1,1,1,1,8,14,14,0.7368421052631579,436,0.9285714285714286,1.0,20,20,20,99,64,0.3535353535353535
2,1,1,1,1,1,0,15,15,9,0.75,401,0.5333333333333333,0.5666666666666667,11,13,14,37,25,0.32432432432432434
3,1,0,0,0,0,0,17,10,6,0.6,401,1.0,0.8108108108108109,15,16,20,52,39,0.25
5,1,0,0,0,0,0,13,11,7,0.5,374,1.0,0.896551724137931,2,4,5,26,4,0.8461538461538461
6,1,1,1,1,1,1,18,30,9,1.0,421,0.9,0.46296296296296297,20,20,20,72,48,0.33333333333333337
7,1,0,0,0,0,0,4,6,5,0.21739130434782608,359,0.6666666666666666,0.9607843137254902,4,4,5,25,8,0.6799999999999999
8,1,1,1,1,1,1,10,18,13,0.7647058823529411,321,0.9444444444444444,0.9361702127659575,20,20,20,48,38,0.20833333333333337
10,1,0,0,0,0,0,17,6,2,0.2,292,0.6666666666666666,0.0,3,3,3,24,7,0.7083333333333333
13,1,1,1,1,1,1,15,39,12,1.0,323,1.0,1.0,20,20,20,79,53,0.3291139240506329
14,1,1,1,1,1,0,1,28,17,0.6538461538461539,441,0.5714285714285714,0.19090909090909092,18,20,20,50,36,0.28
15,1,0,0,0,0,0,4,5,4,0.17391304347826086,402,0.6,0.78,4,5,5,25,8,0.6799999999999999
17,1,1,1,1,1,1,4,40,19,0.8260869565217391,361,0.925,0.8690476190476191,20,20,20,122,78,0.360655737704918
18,1,1,1,1,1,1,14,17,11,0.8461538461538461,414,0.8823529411764706,0.2887323943661972,20,20,20,84,66,0.2142857142857143
19,1,1,1,1,1,0,11,39,16,1.0,422,0.5128205128205128,0.25526315789473686,20,20,20,105,75,0.2857142857142857
20,1,0,0,0,0,0,12,5,3,0.2,355,0.8,0.0,1,1,1,23,4,0.8260869565217391
21,1,0,0,0,0,0,11,7,6,0.375,424,0.2857142857142857,0.0,1,1,1,13,4,0.6923076923076923
22,1,1,1,1,1,0,4,26,20,0.8695652173913043,370,0.5,0.14814814814814814,19,20,20,105,76,0.2761904761904762
23,1,0,0,0,0,0,16,10,7,0.6363636363636364,319,1.0,0.9591836734693877,17,19,20,60,42,0.30000000000000004
24,1,1,1,1,1,1,9,29,11,0.6111111111111112,363,0.9310344827586207,1.0,20,20,20,74,69,0.06756756756756754
25,1,1,1,1,1,1,2,19,13,0.52,298,0.8421052631578947,0.16,20,20,20,89,58,0.348314606741573
26,1,1,1,1,1,1,8,42,15,0.7894736842105263,313,1.0,0.3380281690140845,20,20,20,105,45,0.5714285714285714
27,1,0,0,0,0,0,6,42,20,0.9523809523809523,365,0.19047619047619047,0.027855153203342618,7,8,20,79,28,0.6455696202531646
28,1,1,1,1,1,1,17,21,9,0.9,321,0.8095238095238095,0.9230769230769231,7,9,13,44,21,0.5227272727272727
29,1,1,1,1,1,1,6,14,11,0.5238095238095238,345,1.0,0.5471698113207547,20,20,20,55,39,0.2909090909090909
30,1,0,0,0,0,0,12,10,3,0.2,313,0.9,0.47058823529411764,2,2,2,22,4,0.8181818181818181
33,1,0,0,0,0,0,16,9,7,0.6363636363636364,313,0.4444444444444444,0.15,4,4,5,28,11,0.6071428571428572
35,1,0,0,0,0,0,4,6,5,0.21739130434782608,309,0.8333333333333334,0.7924528301886793,4,4,4,25,9,0.64
36,1,1,1,1,1,1,13,63,12,0.8571428571428571,320,0.9841269841269841,0.5159235668789809,20,20,20,85,48,0.43529411764705883
38,1,0,0,0,0,0,15,8,7,0.5833333333333334,438,0.625,0.5789473684210527,2,2,3,24,5,0.7916666666666666
39,1,1,1,1,1,0,4,20,13,0.5652173913043478,320,0.65,0.36363636363636365,20,20,20,108,69,0.36111111111111116
40,1,1,1,1,1,1,11,46,16,1.0,406,0.9782608695652174,0.9310344827586207,20,20,20,116,42,0.6379310344827587
41,1,0,0,0,0,0,11,10,7,0.4375,330,0.9,0.9838709677419355,12,12,14,43,33,0.2325581395348837
42,1,1,1,1,1,1,15,13,12,1.0,380,1.0,1.0,15,16,20,67,48,0.28358208955223885
43,1,0,0,0,0,0,17,9,7,0.7,345,1.0,0.9893617021276596,2,2,3,27,8,0.7037037037037037
45,1,0,1,0,1,0,15,14,8,0.6666666666666666,300,1.0,0.9767441860465116,2,2,5,39,6,0.8461538461538461
46,1,0,0,0,0,0,3,6,5,0.20833333333333334,333,1.0,0.8914728682170543,2,2,2,22,4,0.8181818181818181
47,1,1,1,1,1,1,16,16,9,0.8181818181818182,445,0.9375,0.7553191489361702,13,15,18,43,27,0.37209302325581395
49,1,1,1,1,1,1,9,14,9,0.5,356,0.7857142857142857,0.6261682242990654,9,9,13,40,21,0.475
51,1,1,1,1,1,1,3,25,13,0.5416666666666666,293,1.0,0.22807017543859648,15,19,20,54,27,0.5
52,1,1,1,1,1,0,3,29,16,0.6666666666666666,401,0.5517241379310345,0.7037037037037037,13,14,18,49,32,0.34693877551020413
53,1,0,0,0,0,0,11,6,6,0.375,367,1.0,0.9791666666666666,4,4,5,25,8,0.6799999999999999
55,1,0,1,1,1,0,10,20,9,0.5294117647058824,362,1.0,0.9752066115702479,4,5,8,35,15,0.5714285714285714
56,1,1,1,1,1,1,14,18,9,0.6923076923076923,439,0.9444444444444444,1.0,10,13,18,47,26,0.44680851063829785
57,1,1,1,1,1,1,8,32,16,0.8421052631578947,298,0.8125,0.4375,12,13,20,70,33,0.5285714285714286
58,1,1,1,1,1,1,12,51,15,1.0,375,0.9411764705882353,0.6883720930232559,20,20,20,103,65,0.3689320388349514
59,1,0,0,0,0,0,10,10,6,0.35294117647058826,352,0.5,0.5294117647058824,2,2,3,23,4,0.8260869565217391
63,1,0,1,0,1,0,13,9,8,0.5714285714285714,311,1.0,1.0,1,1,6,27,3,0.8888888888888888
66,1,0,0,0,0,0,18,12,5,0.5555555555555556,441,0.9166666666666666,0.0,8,9,11,31,16,0.4838709677419355
67,1,1,1,1,1,1,15,27,12,1.0,391,0.8148148148148148,0.6060606060606061,20,20,20,96,81,0.15625
68,1,1,1,1,1,1,1,97,22,0.8461538461538461,32004,0.979381443298969,0.8300220750551877,14,17,20,127,53,0.5826771653543308
69,1,0,0,0,0,0,13,5,3,0.21428571428571427,441,0.4,0.017142857142857144,2,3,3,23,4,0.8260869565217391
71,1,1,1,1,1,1,10,24,14,0.8235294117647058,311,0.9166666666666666,0.953125,12,14,17,63,31,0.5079365079365079
72,1,0,0,0,0,0,11,32,14,0.875,361,0.4375,0.09333333333333334,20,20,20,97,60,0.38144329896907214
73,1,1,1,1,1,1,9,34,14,0.7777777777777778,367,0.8529411764705882,0.9692307692307692,5,5,9,33,10,0.696969696969697
74,1,1,1,1,1,1,5,44,19,0.8636363636363636,299,0.9772727272727273,1.0,20,20,20,125,95,0.24
77,1,1,1,1,1,1,1,31,19,0.7307692307692307,346,0.7096774193548387,0.6727272727272727,20,20,20,167,152,0.08982035928143717
78,1,0,0,0,0,0,13,8,7,0.5,365,0.5,0.09137055837563451,5,5,5,25,10,0.6
79,1,0,0,0,0,0,15,6,6,0.5,406,0.6666666666666666,0.6503496503496503,4,6,9,33,8,0.7575757575757576
80,1,0,0,0,0,0,8,14,11,0.5789473684210527,421,0.42857142857142855,0.5125,20,20,20,48,46,0.04166666666666663
81,1,0,0,0,0,0,8,48,18,0.9473684210526315,381,0.3958333333333333,0.30392156862745096,20,20,20,151,98,0.3509933774834437
82,1,0,1,0,0,0,12,12,10,0.6666666666666666,424,1.0,1.0,4,4,4,26,10,0.6153846153846154
83,1,0,1,0,1,0,6,27,15,0.7142857142857143,381,0.9259259259259259,0.7804878048780488,3,3,9,35,9,0.7428571428571429
84,1,0,0,0,0,0,7,5,4,0.2,311,0.4,0.0425531914893617,4,4,4,24,8,0.6666666666666667
85,1,1,1,1,1,0,3,100,23,0.9583333333333334,432,0.66,0.11602209944751381,20,20,20,111,36,0.6756756756756757
86,1,0,0,0,0,0,10,8,7,0.4117647058823529,388,0.375,0.2631578947368421,4,7,11,39,13,0.6666666666666667
87,1,0,0,0,0,0,13,7,5,0.35714285714285715,403,0.7142857142857143,0.3783783783783784,3,3,5,26,7,0.7307692307692308
88,1,1,1,1,1,1,13,40,14,1.0,404,1.0,0.9202127659574468,20,20,20,150,96,0.36
91,1,0,0,0,0,0,9,40,10,0.5555555555555556,333,0.325,0.007194244604316547,12,16,20,62,36,0.4193548387096774
92,1,0,0,0,0,0,15,7,6,0.5,374,0.8571428571428571,0.94,1,1,2,23,2,0.9130434782608696
93,1,1,1,1,1,1,2,29,23,0.92,32004,1.0,0.961038961038961,20,20,20,132,77,0.41666666666666663
95,1,1,1,1,1,1,13,75,14,1.0,298,0.9466666666666667,0.8070175438596491,20,20,20,75,63,0.16000000000000003
96,1,1,1,1,1,1,4,38,19,0.8260869565217391,445,1.0,0.9473684210526315,8,15,20,56,20,0.6428571428571428
97,1,1,1,1,1,1,7,27,14,0.7,364,0.9629629629629629,0.5562913907284768,20,20,20,59,45,0.23728813559322037
98,1,1,1,1,1,1,1,20,15,0.5769230769230769,337,0.85,0.2967032967032967,7,8,13,36,16,0.5555555555555556
99,1,1,1,1,1,1,13,87,14,1.0,31782,0.8505747126436781,0.4397590361445783,20,20,20,113,76,0.327433628318584
101,1,0,0,0,0,0,17,11,6,0.6,441,0.7272727272727273,0.4778761061946903,3,3,5,28,8,0.7142857142857143
102,1,0,0,0,0,0,8,8,6,0.3157894736842105,333,0.875,,1,5,9,34,4,0.8823529411764706
103,1,0,0,0,0,0,14,7,4,0.3076923076923077,370,1.0,0.8780487804878049,2,2,2,23,5,0.782608695652174
104,1,0,0,0,0,0,17,5,4,0.4,421,1.0,0.9411764705882353,2,2,2,22,4,0.8181818181818181
105,1,1,1,1,1,1,2,32,18,0.72,403,1.0,0.5076923076923077,20,20,20,136,120,0.11764705882352944
106,1,0,0,0,0,0,15,8,4,0.3333333333333333,367,1.0,0.6101694915254238,1,1,2,23,2,0.9130434782608696
107,1,1,1,1,1,1,10,28,11,0.6470588235294118,329,0.9642857142857143,0.38461538461538464,16,19,20,53,35,0.339622641509434
108,1,0,0,0,0,0,13,8,6,0.42857142857142855,313,1.0,0.7407407407407407,4,7,10,37,10,0.7297297297297297
109,1,0,0,0,0,0,17,8,5,0.5,374,1.0,0.8404255319148937,3,4,10,30,6,0.8
110,1,1,1,1,1,0,10,40,15,0.8823529411764706,372,0.5,0.3873239436619718,20,20,20,84,66,0.2142857142857143
111,1,1,1,1,1,0,3,12,9,0.375,289,0.6666666666666666,0.7948717948717948,13,14,15,38,29,0.23684210526315785
113,1,1,1,1,1,1,14,32,13,1.0,375,0.96875,0.6296296296296297,20,20,20,128,77,0.3984375
114,1,1,1,1,1,1,2,34,17,0.68,31401,0.7941176470588235,0.9056603773584906,20,20,20,110,80,0.2727272727272727
115,1,1,1,1,1,1,6,23,15,0.7142857142857143,329,0.9130434782608695,0.8579545454545454,20,20,20,128,96,0.25
116,1,0,1,0,1,0,7,13,11,0.55,389,1.0,0.9850746268656716,2,3,6,27,4,0.8518518518518519
117,1,1,1,1,1,0,5,19,15,0.6818181818181818,286,0.631578947368421,0.7567567567567568,20,20,20,70,43,0.3857142857142857
118,1,1,1,1,1,0,15,15,10,0.8333333333333334,422,0.6,0.6486486486486487,20,20,20,71,61,0.14084507042253525
121,1,0,0,0,0,0,17,12,5,0.5,292,0.6666666666666666,0.21212121212121213,5,6,6,28,12,0.5714285714285714
122,1,1,1,1,1,1,1,68,21,0.8076923076923077,330,1.0,1.0,20,20,20,100,70,0.30000000000000004
123,1,0,0,0,0,0,12,47,14,0.9333333333333333,289,0.44680851063829785,0.4330708661417323,20,20,20,72,58,0.19444444444444442
124,1,1,1,1,1,1,10,17,9,0.5294117647058824,443,0.7058823529411765,0.8837209302325582,13,13,14,36,28,0.2222222222222222
125,1,1,1,1,1,1,2,73,24,0.96,323,0.9863013698630136,0.9929824561403509,20,20,20,102,51,0.5
130,1,1,1,1,1,1,4,12,8,0.34782608695652173,330,1.0,0.875,8,8,13,44,25,0.43181818181818177
131,1,1,1,1,1,1,4,153,23,1.0,333,0.9150326797385621,0.715,20,20,20,88,67,0.23863636363636365
132,1,1,1,1,1,1,6,23,13,0.6190476190476191,363,1.0,1.0,20,20,20,69,50,0.2753623188405797
133,1,1,1,1,1,1,15,11,9,0.75,391,0.8181818181818182,0.9206349206349206,6,7,8,35,19,0.4571428571428572
134,1,1,1,1,1,1,6,22,12,0.5714285714285714,427,0.9090909090909091,0.9516129032258065,20,20,20,52,37,0.28846153846153844
135,1,0,1,0,1,0,11,13,11,0.6875,424,1.0,0.9322033898305084,3,4,5,28,9,0.6785714285714286
136,1,0,0,0,0,0,16,10,7,0.6363636363636364,300,1.0,0.9253731343283582,13,14,16,45,35,0.2222222222222222
137,1,0,0,0,0,0,15,8,6,0.5,422,1.0,0.9333333333333333,6,7,8,31,15,0.5161290322580645
138,1,0,0,0,0,0,11,6,6,0.375,304,1.0,0.55,6,6,7,28,13,0.5357142857142857
139,1,0,0,0,0,0,11,7,5,0.3125,31582,1.0,0.56,4,8,12,39,8,0.7948717948717949
140,1,1,1,1,1,0,6,82,16,0.7619047619047619,330,0.6951219512195121,0.6379310344827587,20,20,20,108,61,0.43518518518518523
142,1,1,1,1,1,1,3,51,24,1.0,436,0.8235294117647058,0.9016393442622951,20,20,20,124,98,0.20967741935483875
143,1,0,0,0,0,0,15,30,9,0.75,324,0.4666666666666667,0.6541554959785523,6,6,18,52,16,0.6923076923076923
144,1,0,0,0,0,0,14,12,6,0.46153846153846156,313,0.5833333333333334,0.4342105263157895,3,3,6,26,6,0.7692307692307692
145,1,0,0,0,0,0,10,10,7,0.4117647058823529,356,1.0,0.9791666666666666,2,2,3,24,5,0.7916666666666666
146,1,0,0,0,0,0,5,16,11,0.5,360,0.375,0.52,8,8,11,36,19,0.4722222222222222
147,1,1,1,1,1,1,10,14,9,0.5294117647058824,341,0.7857142857142857,1.0,16,16,20,53,44,0.16981132075471694
149,1,1,1,1,1,1,7,46,17,0.85,327,0.9782608695652174,0.9585798816568047,20,20,20,169,101,0.4023668639053254
151,1,0,0,0,0,0,17,12,7,0.7,380,1.0,0.7777777777777778,1,1,5,27,3,0.8888888888888888
152,1,0,0,0,0,0,6,9,7,0.3333333333333333,343,0.7777777777777778,0.7142857142857143,11,14,17,38,22,0.42105263157894735
153,1,0,0,0,0,0,12,25,12,0.8,297,0.44,0.417910447761194,20,20,20,109,95,0.12844036697247707
154,1,0,0,0,0,0,17,15,6,0.6,313,1.0,1.0,15,17,20,50,39,0.21999999999999997
155,1,1,1,1,1,1,16,13,8,0.7272727272727273,402,1.0,0.9230769230769231,14,20,20,61,40,0.34426229508196726
156,1,1,1,1,1,1,17,119,10,1.0,361,1.0,0.7903930131004366,20,20,20,114,69,0.39473684210526316
157,1,1,1,1,1,1,4,34,17,0.7391304347826086,446,0.9705882352941176,0.5735294117647058,10,14,17,45,23,0.48888888888888893
158,1,1,1,1,1,1,17,20,9,0.9,292,0.75,0.6625,11,11,13,45,32,0.28888888888888886
159,1,0,0,0,0,0,12,12,8,0.5333333333333333,313,0.4166666666666667,0.7702702702702703,8,8,10,37,22,0.4054054054054054
160,1,0,0,0,0,0,11,10,7,0.4375,380,0.9,0.8936170212765957,5,7,9,30,11,0.6333333333333333
161,1,1,1,1,1,0,15,38,11,0.9166666666666666,319,0.6052631578947368,0.6832579185520362,20,20,20,97,68,0.2989690721649485
162,1,1,1,1,1,1,4,16,13,0.5652173913043478,447,0.75,0.9074074074074074,15,17,20,74,54,0.2702702702702703
164,1,0,1,0,1,0,17,15,9,0.9,404,1.0,0.98989898989899,4,4,8,33,9,0.7272727272727273
165,1,1,1,1,1,1,7,36,16,0.8,321,1.0,1.0,18,20,20,69,48,0.30434782608695654
166,1,1,1,1,1,1,9,21,14,0.7777777777777778,447,1.0,0.95,5,7,10,60,22,0.6333333333333333
169,1,0,0,0,0,0,10,15,6,0.35294117647058826,363,1.0,1.0,1,1,4,26,2,0.9230769230769231
170,1,1,1,1,1,1,6,14,9,0.42857142857142855,391,0.8571428571428571,0.16129032258064516,14,15,16,43,35,0.18604651162790697
172,1,0,1,0,1,0,10,21,12,0.7058823529411765,372,0.8095238095238095,0.9852941176470589,2,4,6,34,6,0.8235294117647058
174,1,1,1,1,1,1,9,11,8,0.4444444444444444,31642,1.0,1.0,9,12,16,46,25,0.4565217391304348
179,1,0,0,0,0,0,11,9,8,0.5,443,0.4444444444444444,0.41379310344827586,4,4,4,26,10,0.6153846153846154
180,1,0,0,0,0,0,15,7,5,0.4166666666666667,334,1.0,0.5409836065573771,3,4,4,24,6,0.75
181,1,1,1,1,1,1,7,17,10,0.5,327,1.0,0.9545454545454546,15,20,20,69,33,0.5217391304347826
182,1,0,0,0,0,0,5,5,5,0.22727272727272727,297,0.4,0.0967741935483871,3,3,5,29,10,0.6551724137931034
183,1,1,1,1,1,1,2,49,18,0.72,289,0.9591836734693877,0.7325581395348837,20,20,20,77,42,0.4545454545454546
184,1,1,1,1,1,0,15,33,12,1.0,410,0.5151515151515151,0.3438914027149321,20,20,20,57,34,0.4035087719298246
185,1,0,0,0,0,0,6,10,5,0.23809523809523808,335,1.0,1.0,1,2,2,22,2,0.9090909090909091
187,1,0,0,0,0,0,6,22,14,0.6666666666666666,443,0.4090909090909091,0.4594594594594595,16,17,20,47,30,0.36170212765957444
188,1,1,1,1,1,1,9,11,8,0.4444444444444444,360,0.7272727272727273,0.1875,5,5,5,25,10,0.6
192,1,1,1,1,1,1,7,19,16,0.8,321,1.0,1.0,20,20,20,101,65,0.3564356435643564
193,1,1,1,1,1,1,5,38,17,0.7727272727272727,310,0.7894736842105263,0.7731958762886598,16,19,20,72,39,0.45833333333333337
194,1,1,1,1,1,1,6,20,11,0.5238095238095238,313,0.85,0.11764705882352941,9,9,12,36,20,0.4444444444444444
195,1,1,1,1,1,1,7,34,18,0.9,384,0.9411764705882353,0.875,20,20,20,115,85,0.26086956521739135
196,1,1,1,1,1,1,10,38,17,1.0,346,1.0,0.8758620689655172,20,20,20,74,61,0.17567567567567566
198,1,1,1,1,1,1,12,74,15,1.0,420,0.9594594594594594,0.9921671018276762,20,20,20,77,53,0.3116883116883117
199,1,0,1,0,1,0,11,19,15,0.9375,363,1.0,1.0,1,4,10,33,2,0.9393939393939394
200,1,0,1,0,0,0,4,9,8,0.34782608695652173,365,1.0,1.0,1,1,1,21,2,0.9047619047619048
202,1,0,0,0,0,0,9,10,7,0.3888888888888889,345,0.9,0.9615384615384616,4,4,5,25,8,0.6799999999999999
204,1,0,0,0,0,0,14,11,7,0.5384615384615384,429,0.8181818181818182,0.5111111111111111,3,4,9,31,6,0.8064516129032258
205,1,0,1,0,1,0,10,15,11,0.6470588235294118,367,0.6,0.6292134831460674,3,4,5,27,7,0.7407407407407407
206,1,0,0,0,0,0,9,13,7,0.3888888888888889,364,0.7692307692307693,1.0,11,11,14,43,31,0.2790697674418605
207,1,0,0,0,0,0,10,7,7,0.4117647058823529,375,0.2857142857142857,0.0,8,9,13,34,16,0.5294117647058824
208,1,1,1,1,1,1,8,33,18,0.9473684210526315,327,0.9090909090909091,0.9532710280373832,20,20,20,124,62,0.5
209,1,1,1,1,1,0,14,27,13,1.0,422,0.6296296296296297,0.8383233532934131,9,9,13,54,23,0.5740740740740741
210,1,1,1,1,1,1,3,18,13,0.5416666666666666,389,1.0,0.625,20,20,20,67,45,0.32835820895522383
211,1,1,1,1,1,1,14,17,13,1.0,424,0.8823529411764706,0.5760869565217391,20,20,20,105,74,0.2952380952380952
212,1,1,1,1,1,1,1,25,18,0.6923076923076923,288,1.0,0.8452380952380952,20,20,20,72,62,0.13888888888888884
214,1,1,1,1,1,1,17,9,8,0.8,401,1.0,0.935064935064935,12,12,15,42,31,0.26190476190476186
215,1,0,0,0,0,0,10,19,11,0.6470588235294118,335,0.21052631578947367,0.0423728813559322,2,2,7,31,4,0.8709677419354839
216,1,0,1,1,1,0,1,16,12,0.46153846153846156,427,0.75,0.7766990291262136,4,6,16,43,11,0.7441860465116279
217,1,0,0,0,0,0,9,11,7,0.3888888888888889,406,1.0,0.9433962264150944,6,6,10,37,15,0.5945945945945945
218,1,1,1,1,1,1,16,24,11,1.0,321,0.875,0.8489208633093526,19,20,20,85,33,0.611764705882353
219,1,1,1,1,1,1,9,30,15,0.8333333333333334,355,0.7666666666666667,0.6785714285714286,20,20,20,147,90,0.3877551020408163
220,1,1,1,1,1,1,6,26,18,0.8571428571428571,382,1.0,0.9076923076923077,20,20,20,102,93,0.08823529411764708
221,1,1,1,1,1,0,15,10,9,0.75,422,0.6,0.8985507246376812,20,20,20,58,40,0.31034482758620685
222,1,1,1,1,1,0,7,45,20,1.0,304,0.6888888888888889,0.7469879518072289,20,20,20,172,98,0.43023255813953487
223,1,0,0,0,0,0,2,51,19,0.76,445,0.2549019607843137,0.34328358208955223,15,18,20,53,38,0.28301886792452835
225,1,0,1,0,1,0,8,15,10,0.5263157894736842,31642,0.6,0.6551724137931034,3,4,5,35,11,0.6857142857142857
226,1,1,1,1,1,1,3,24,16,0.6666666666666666,422,0.8333333333333334,0.8846153846153846,13,16,19,55,32,0.4181818181818182
227,1,1,1,1,1,1,9,25,16,0.8888888888888888,298,1.0,0.8,20,20,20,162,158,0.024691358024691357
228,1,1,1,1,1,1,12,25,12,0.8,375,0.8,0.22950819672131148,16,17,20,52,37,0.28846153846153844
229,1,0,0,0,0,0,6,7,6,0.2857142857142857,306,0.7142857142857143,0.9696969696969697,6,7,11,36,13,0.6388888888888888
230,1,0,0,0,0,0,15,20,11,0.9166666666666666,436,0.35,0.0896551724137931,19,20,20,56,39,0.3035714285714286
231,1,0,0,0,0,0,5,8,6,0.2727272727272727,346,0.25,0.0,8,8,11,33,18,0.4545454545454546
232,1,1,1,1,1,1,11,223,16,1.0,361,1.0,0.9506172839506173,20,20,20,193,112,0.4196891191709845
235,1,0,0,0,0,0,2,64,24,0.96,315,0.46875,0.41044776119402987,20,20,20,154,125,0.18831168831168832
236,1,1,1,1,1,0,8,16,11,0.5789473684210527,401,0.625,0.2,20,20,20,73,66,0.09589041095890416
238,1,1,1,1,1,1,5,10,8,0.36363636363636365,361,0.9,0.7777777777777778,6,6,7,33,14,0.5757575757575757
239,1,1,1,1,1,1,5,62,22,1.0,388,1.0,1.0,20,20,20,115,95,0.17391304347826086
240,1,0,0,0,0,0,1,12,8,0.3076923076923077,363,0.25,0.0,1,1,1,22,3,0.8636363636363636
242,1,1,1,1,1,1,11,21,15,0.9375,400,0.9523809523809523,0.1875,20,20,20,92,37,0.5978260869565217
243,1,1,1,1,1,0,9,44,17,0.9444444444444444,323,0.6136363636363636,0.8195121951219512,18,20,20,81,48,0.40740740740740744
244,1,1,1,1,1,1,8,11,10,0.5263157894736842,310,1.0,0.8333333333333334,20,20,20,65,55,0.15384615384615385
245,1,0,1,0,0,0,1,12,9,0.34615384615384615,408,0.8333333333333334,0.75,1,1,3,25,2,0.92
246,1,0,1,1,1,0,5,13,9,0.4090909090909091,424,0.6153846153846154,0.4411764705882353,2,5,7,30,4,0.8666666666666667
247,1,0,0,0,0,0,11,9,5,0.3125,360,0.3333333333333333,0.061224489795918366,6,7,7,28,13,0.5357142857142857
249,1,1,1,1,1,0,12,23,12,0.8,289,0.5652173913043478,0.7192982456140351,12,13,19,50,31,0.38
250,1,1,1,1,1,1,16,10,8,0.7272727272727273,339,0.7,0.2,20,20,20,96,78,0.1875
251,1,1,1,1,1,1,4,21,14,0.6086956521739131,296,0.8571428571428571,0.6612903225806451,12,16,19,39,24,0.3846153846153846
253,1,1,1,1,1,0,3,117,24,1.0,441,0.6324786324786325,0.34980988593155893,20,20,20,245,169,0.310204081632653
254,1,0,1,0,0,0,3,10,10,0.4166666666666667,422,0.9,0.4375,2,2,2,23,5,0.782608695652174
256,1,1,1,1,1,0,5,36,20,0.9090909090909091,424,0.6666666666666666,0.7272727272727273,20,20,20,212,186,0.12264150943396224
257,1,1,1,1,1,0,9,22,12,0.6666666666666666,445,0.5909090909090909,0.6326530612244898,8,12,17,45,20,0.5555555555555556
258,1,0,0,0,0,0,7,46,19,0.95,293,0.34782608695652173,0.24074074074074073,20,20,20,91,65,0.2857142857142857
259,1,0,1,0,0,0,2,10,9,0.36,304,1.0,1.0,2,2,4,25,5,0.8
261,1,0,1,0,1,0,16,13,9,0.8181818181818182,323,1.0,1.0,3,4,6,32,6,0.8125
262,1,1,1,1,1,1,15,18,10,0.8333333333333334,443,0.9444444444444444,0.9796954314720813,12,12,15,41,25,0.3902439024390244
263,1,1,1,1,1,1,14,40,13,1.0,319,0.925,0.1595744680851064,20,20,20,94,84,0.1063829787234043
264,1,0,1,1,1,0,9,13,11,0.6111111111111112,443,0.9230769230769231,0.9166666666666666,4,5,9,34,8,0.7647058823529411
266,1,1,1,1,1,0,12,19,14,0.9333333333333333,367,0.631578947368421,0.825,20,20,20,78,72,0.07692307692307687
267,1,0,0,0,0,0,7,10,7,0.35,343,0.6,0.0,2,2,3,18,4,0.7777777777777778
269,1,1,1,1,1,1,15,16,11,0.9166666666666666,299,1.0,1.0,6,6,9,37,19,0.4864864864864865
270,1,0,0,0,0,0,15,9,7,0.5833333333333334,295,0.4444444444444444,0.16666666666666666,2,2,2,22,4,0.8181818181818181
271,1,1,1,1,1,1,1,45,19,0.7307692307692307,329,1.0,0.9622641509433962,10,10,16,71,49,0.3098591549295775
273,1,1,1,1,1,1,3,15,8,0.3333333333333333,338,1.0,0.9357798165137615,7,9,13,37,18,0.5135135135135135
275,1,1,1,1,1,1,15,40,12,1.0,313,0.975,0.8763636363636363,20,20,20,115,92,0.19999999999999996
276,1,0,0,0,0,0,11,27,13,0.8125,362,0.48148148148148145,0.20833333333333334,20,20,20,68,48,0.2941176470588235
277,1,1,1,1,1,1,6,17,8,0.38095238095238093,374,0.9411764705882353,0.7142857142857143,5,6,6,33,17,0.48484848484848486
278,1,1,1,1,1,1,7,20,16,0.8,288,1.0,1.0,20,20,20,61,44,0.2786885245901639
280,1,1,1,1,1,1,2,14,11,0.44,370,1.0,0.9888888888888889,7,7,11,37,16,0.5675675675675675
281,1,1,1,1,1,1,3,23,17,0.7083333333333334,429,0.8695652173913043,0.9090909090909091,20,20,20,64,58,0.09375
282,1,1,1,1,1,1,9,18,13,0.7222222222222222,367,0.9444444444444444,0.9545454545454546,17,20,20,46,24,0.4782608695652174
283,1,0,0,0,0,0,6,6,5,0.23809523809523808,443,0.8333333333333334,0.1388888888888889,7,7,9,29,14,0.5172413793103448
284,1,0,0,0,0,0,14,6,5,0.38461538461538464,31762,0.5,0.13333333333333333,4,5,6,26,8,0.6923076923076923
285,1,1,1,1,1,1,12,24,14,0.9333333333333333,289,0.8333333333333334,0.05747126436781609,14,16,20,79,27,0.6582278481012658
287,1,0,0,0,0,0,2,33,19,0.76,450,0.42424242424242425,0.1794871794871795,6,8,11,36,17,0.5277777777777778
288,1,1,1,1,1,0,16,13,9,0.8181818181818182,432,0.5384615384615384,0.5641025641025641,9,10,16,39,20,0.4871794871794872
289,1,0,0,0,0,0,17,17,7,0.7,334,0.7058823529411765,0.01818181818181818,16,18,20,61,42,0.3114754098360656
290,1,0,0,0,0,0,12,11,6,0.4,367,0.7272727272727273,0.8088235294117647,8,12,16,49,25,0.4897959183673469
