household_key,first_day,category_diversity,department_diversity,initial_baskets,initial_active_days,initial_sales,followup_baskets,followup_active_days,followup_sales,returned,z_category_diversity,z_initial_baskets,z_initial_sales,z_first_day,diversity_group
166,55,7,3,3,3,33.58,13,13,188.31,1,-1.0063045494283849,-0.44091639511014435,-0.8915818729958082,-0.2873490627240038,Q1
167,39,9,1,1,1,29.39,0,0,0.0,0,-0.9139182500521346,-1.434030658435868,-1.0011554854137463,-0.717066866664482,Q1
168,22,1,1,1,1,2.01,0,0,0.0,0,-1.2834634475571358,-1.434030658435868,-2.9626724524072894,-1.1736420333512403,Q1
169,67,4,3,2,1,31.3,8,5,74.17,1,-1.1448839984927603,-0.8530960554590038,-0.9494458862656059,0.03493929023135494,Q1
170,40,13,4,1,1,49.11,9,7,416.2999999999999,1,-0.7291456512996339,-1.434030658435868,-0.5768930679790011,-0.6902095039182022,Q2
171,89,4,2,2,1,8.12,1,1,75.63000000000001,1,-1.1448839984927603,-0.8530960554590038,-2.022258665053929,0.6258012706495126,Q1
172,67,7,3,3,3,19.97,5,5,39.300000000000004,1,-1.0063045494283849,-0.44091639511014435,-1.3159084704008641,0.03493929023135494,Q1
173,70,1,1,1,1,2.99,1,1,2.99,1,-1.2834634475571358,-1.434030658435868,-2.7235659102917897,0.11551137847019463,Q1
174,60,7,5,3,3,65.79,5,5,259.33,1,-1.0063045494283849,-0.44091639511014435,-0.33313622368590073,-0.15306224899260432,Q1
175,7,35,6,1,1,122.02,0,0,0.0,0,0.2871036418391196,-1.434030658435868,0.18502642551896717,-1.5765024745454388,Q3
176,114,14,2,2,2,45.89,1,1,30.03,1,-0.6829525016115088,-0.8530960554590038,-0.6332367701426487,1.29723533930651,Q2
177,51,6,5,2,2,25.14,0,0,0.0,0,-1.05249769911651,-0.8530960554590038,-1.1289557756121835,-0.39477851370912337,Q1
178,25,8,3,1,1,35.27,0,0,0.0,0,-0.9601113997402597,-1.434030658435868,-0.851102770188334,-1.0930699451124006,Q1
179,73,5,4,2,2,22.09,7,7,113.58,1,-1.0986908488046352,-0.8530960554590038,-1.2342072582427532,0.19608346670903432,Q1
180,101,26,7,5,5,157.27999999999994,4,4,251.5,1,-0.1286347053540068,0.14001820786671987,0.39882478301703883,0.9480896236048714,Q3
181,45,55,11,8,5,320.13,2,2,95.99,1,1.2109666356016229,0.7209528108435844,0.9990110619731115,-0.5559226901868027,Q4
182,29,1,1,1,1,2.0,3,3,71.37,1,-1.2834634475571358,-1.434030658435868,-2.965495560902328,-0.985640494127281,Q1
183,12,50,8,14,8,324.4600000000001,22,14,219.19000000000005,1,0.9800008871609971,1.4528438539903603,1.010373382723788,-1.4422156608140393,Q4
184,99,43,9,10,9,239.62,27,19,562.5200000000001,1,0.656648839344121,1.0084659617071041,0.7541561897859773,0.8943748981123115,Q4
185,39,14,5,4,2,49.370000000000005,1,1,14.27,1,-0.6829525016115088,-0.12120501231222784,-0.572502746413592,-0.717066866664482,Q2
186,101,3,2,1,1,15.74,0,0,0.0,0,-1.1910771481808855,-1.434030658435868,-1.5070332468595788,0.9480896236048714,Q1
187,36,13,3,6,4,36.779999999999994,10,8,159.49,1,-0.7291456512996339,0.3608792935514903,-0.8164997719014031,-0.7976389549033218,Q2
