diversity_group,households,min_categories,max_categories,avg_categories,return_rate,avg_followup_baskets,median_followup_baskets,avg_followup_sales,avg_initial_baskets,avg_initial_sales,return_ci_low,return_ci_high,basket_mean,basket_ci_low,basket_ci_high
Q1,630,1,11,5.76984126984127,0.7761904761904762,4.285714285714286,2.0,89.19415873015873,2.3333333333333335,30.789126984126973,0.7420259523096473,0.8070072407028106,4.285714285714286,3.851678415832083,4.719750155596488
Q2,656,12,25,18.221036585365855,0.8719512195121951,8.0625,6.0,165.58690548780487,4.748475609756097,90.68518292682926,0.8441985874933723,0.8953730072836233,8.0625,7.350888154477979,8.774111845522022
Q3,591,26,42,32.83756345177665,0.9289340101522843,10.988155668358713,8.0,272.384331641286,6.560067681895093,170.9118443316413,0.9053313335337037,0.9469966144966091,10.988155668358713,9.985411910895039,11.990899425822388
Q4,622,43,136,59.38585209003215,0.9694533762057878,18.617363344051448,13.0,586.5740996784567,10.879421221864952,391.54062700964636,0.9527851357046709,0.9803585411307721,18.617363344051448,17.109998159308798,20.124728528794098
