PRODUCT_ID,STORE_ID,comparison,reference_state,comparison_state,reference_weeks,comparison_weeks,min_state_weeks,reference_spv,comparison_spv,reference_bpr,comparison_bpr,reference_basket_share,comparison_basket_share,reference_category_share,comparison_category_share,spv_difference,bpr_difference,basket_share_difference,category_share_difference,is_positive_spv,is_positive_bpr
889774,356,both_vs_none,none,both,2,3,2,0.043223981900452485,0.01297554347826087,0.03393665158371041,0.035326086956521736,0.02097902097902098,0.023331304524244267,0.07850707850707851,0.04763301496513838,-0.030248438422191617,0.0013894353728113248,0.002352283545223287,-0.030874063541940132,0,1
889774,368,both_vs_none,none,both,2,3,2,0.11785714285714285,0.022222222222222223,0.07738095238095238,0.022222222222222223,0.05606060606060606,0.017543859649122806,0.08662074616546744,0.021123785382340513,-0.09563492063492063,-0.05515873015873016,-0.038516746411483255,-0.06549696078312693,0,0
889774,369,both_vs_none,none,both,7,6,6,0.004511278195488722,0.0030864197530864196,0.007518796992481203,0.006172839506172839,0.004081632653061224,0.0032051282051282055,0.011494252873563216,0.007199424046076315,-0.0014248584424023025,-0.0013459574863083634,-0.0008765044479330185,-0.004294828827486902,0,0
889774,372,both_vs_none,none,both,6,4,4,0.0,0.023491379310344826,0.0,0.01903735632183908,0.0,0.009820747520976354,0.0,0.040728638096869475,0.023491379310344826,0.01903735632183908,0.009820747520976354,0.040728638096869475,1,1
889774,375,both_vs_none,none,both,7,3,3,0.036670068027210886,0.03735294117647059,0.025272108843537415,0.026470588235294117,0.012330827067669173,0.014162194394752534,0.161828244704822,0.09944416126605016,0.0006828731492597023,0.0011984793917567023,0.0018313673270833608,-0.06238408343877183,1,1
889774,401,both_vs_none,none,both,3,6,3,0.02666666666666667,0.014965675057208238,0.022222222222222223,0.016018306636155607,0.012345679012345678,0.010649087221095333,0.05934718100890208,0.028727960398242394,-0.01170099160945843,-0.006203915586066616,-0.0016965917912503455,-0.030619220610659685,0,0
889774,404,both_vs_none,none,both,2,7,2,0.125,0.03547309833024119,0.041666666666666664,0.04223871366728509,0.029411764705882353,0.028628117913832195,0.11013215859030838,0.06280814616635834,-0.08952690166975881,0.0005720470006184281,-0.000783646792050157,-0.04732401242395004,0,1
889774,406,both_vs_none,none,both,4,7,4,0.0,0.003928571428571429,0.0,0.004464285714285714,0.0,0.0022675736961451248,0.0,0.011950027159152636,0.003928571428571429,0.004464285714285714,0.0022675736961451248,0.011950027159152636,1,1
889774,433,both_vs_none,none,both,4,4,4,0.041826923076923074,0.0,0.03485576923076923,0.0,0.01925925925925926,0.0,0.057733154673834525,0.0,-0.041826923076923074,-0.03485576923076923,-0.01925925925925926,-0.057733154673834525,0,0
889774,443,both_vs_none,none,both,3,5,3,0.05873015873015872,0.04242424242424242,0.046031746031746035,0.044848484848484846,0.03253968253968254,0.03333333333333334,0.15402921385196125,0.25555555555555554,-0.016305916305916303,-0.001183261183261189,0.0007936507936507978,0.10152634170359429,0,0
890610,362,both_vs_none,none,both,1,13,1,0.0,0.02828279092702169,0.0,0.02546844181459566,0.0,0.013238012832333317,,0.4775769745649263,0.02828279092702169,0.02546844181459566,0.013238012832333317,,1,1
890689,356,both_vs_none,none,both,1,6,1,0.0,0.022282051282051282,0.0,0.01891025641025641,0.0,0.012965870108727249,0.0,0.007896982310886673,0.022282051282051282,0.01891025641025641,0.012965870108727249,0.007896982310886673,1,1
890695,384,both_vs_none,none,both,3,8,3,0.0,0.12456249999999999,0.0,0.025,0.0,0.015548780487804878,0.0,0.04725190482972246,0.12456249999999999,0.025,0.015548780487804878,0.04725190482972246,1,1
890882,421,both_vs_none,none,both,2,2,2,0.0380952380952381,0.021388888888888888,0.023809523809523808,0.027777777777777776,0.01282051282051282,0.014285714285714285,0.10081915563957151,0.035,-0.01670634920634921,0.003968253968253968,0.0014652014652014652,-0.06581915563957151,0,1
890882,433,both_vs_none,none,both,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
890909,329,both_vs_none,none,both,1,10,1,0.7128571428571429,0.0,0.07142857142857142,0.0,0.038461538461538464,0.0,0.5541365907828985,0.0,-0.7128571428571429,-0.07142857142857142,-0.038461538461538464,-0.5541365907828985,0,0
891405,424,both_vs_none,none,both,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
892008,288,both_vs_none,none,both,3,4,3,0.07142857142857142,0.0,0.023809523809523808,0.0,0.013333333333333334,0.0,0.07824726134585289,0.0,-0.07142857142857142,-0.023809523809523808,-0.013333333333333334,-0.07824726134585289,0,0
892008,289,both_vs_none,none,both,1,11,1,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.002457002457002457,0.0,0.032981530343007916,0.004329004329004329,0.004329004329004329,0.002457002457002457,0.032981530343007916,1,1
892008,292,both_vs_none,none,both,9,4,4,0.04638815402704291,0.017241379310344827,0.018169459141681363,0.008620689655172414,0.009677338165710259,0.00510204081632653,0.04982370384417445,0.01787629603146228,-0.029146774716698083,-0.00954876948650895,-0.004575297349383728,-0.03194740781271217,0,0
892008,297,both_vs_none,none,both,13,9,9,0.015384615384615385,0.04270152505446623,0.005128205128205128,0.027886710239651415,0.003076923076923077,0.016197456827141982,0.06,0.08015879233245825,0.027316909669850842,0.022758505111446288,0.013120533750218905,0.02015879233245825,1,1
892008,306,both_vs_none,none,both,6,2,2,0.05714285714285714,0.038461538461538464,0.02857142857142857,0.038461538461538464,0.01918859649122807,0.025,0.08557907922832203,0.2,-0.018681318681318677,0.009890109890109893,0.0058114035087719305,0.11442092077167798,0,1
892008,311,both_vs_none,none,both,5,1,1,0.08,0.0,0.02,0.0,0.01,0.0,0.046587467971115765,0.0,-0.08,-0.02,-0.01,-0.046587467971115765,0,0
892008,318,both_vs_none,none,both,12,5,5,0.028628389154704944,0.0,0.020295055821371612,0.0,0.010226504394861393,0.0,0.031334770833066336,0.0,-0.028628389154704944,-0.020295055821371612,-0.010226504394861393,-0.031334770833066336,0,0
892008,321,both_vs_none,none,both,7,9,7,0.0,0.004629629629629629,0.0,0.004629629629629629,0.0,0.0019157088122605363,0.0,0.005291005291005291,0.004629629629629629,0.004629629629629629,0.0019157088122605363,0.005291005291005291,1,1
892008,323,both_vs_none,none,both,9,7,7,0.011695906432748537,0.0,0.005847953216374269,0.0,0.003003003003003003,0.0,0.041666666666666664,0.0,-0.011695906432748537,-0.005847953216374269,-0.003003003003003003,-0.041666666666666664,0,0
892008,329,both_vs_none,none,both,1,5,1,0.07692307692307693,0.12167832167832167,0.07692307692307693,0.06993006993006992,0.03333333333333333,0.033155080213903745,0.10427528675703858,0.15729441203810762,0.04475524475524474,-0.006993006993007006,-0.0001782531194295875,0.05301912528106904,1,0
892008,330,both_vs_none,none,both,12,8,8,0.011875000000000002,0.02303921568627451,0.008541666666666668,0.01568627450980392,0.003401360544217687,0.006691832532601236,0.02149264303324737,0.04707792207792208,0.01116421568627451,0.0071446078431372535,0.0032904719883835487,0.02558527904467471,1,1
892008,335,both_vs_none,none,both,5,11,5,0.01,0.010845295055821371,0.01,0.010845295055821371,0.006666666666666666,0.006313131313131313,0.041666666666666664,0.015376739564502024,0.0008452950558213712,0.0008452950558213712,-0.0003535353535353532,-0.026289927102164642,1,1
892008,343,both_vs_none,none,both,7,5,5,0.023814343551185658,0.06868131868131869,0.012825332562174666,0.022527472527472527,0.007709966073340262,0.015762273901808784,0.06377633164637635,0.16699959953270915,0.04486697513013303,0.009702139965297861,0.008052307828468521,0.1032232678863328,1,1
892008,354,both_vs_none,none,both,5,4,4,0.05454545454545454,0.0,0.03636363636363636,0.0,0.010158730158730159,0.0,0.04464873594633207,0.0,-0.05454545454545454,-0.03636363636363636,-0.010158730158730159,-0.04464873594633207,0,0
892008,356,both_vs_none,none,both,8,10,8,0.036162207357859535,0.06404889912954428,0.01024247491638796,0.03691777607100188,0.005558300395256917,0.022618881118881117,0.06553452897298001,0.0854024294820863,0.02788669177168475,0.026675301154613917,0.0170605807236242,0.019867900509106293,1,1
892008,360,both_vs_none,none,both,3,2,2,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.038461538461538464,0.0,0.5,0.045454545454545456,0.045454545454545456,0.038461538461538464,0.5,1,1
892008,361,both_vs_none,none,both,9,8,8,0.017094017094017096,0.0,0.004273504273504274,0.0,0.001277139208173691,0.0,0.04943764676801384,0.0,-0.017094017094017096,-0.004273504273504274,-0.001277139208173691,-0.04943764676801384,0,0
892008,364,both_vs_none,none,both,11,4,4,0.03535353535353535,0.017857142857142856,0.01515151515151515,0.017857142857142856,0.008041958041958043,0.008064516129032258,0.2,0.023212627669452184,-0.017496392496392496,0.002705627705627706,2.2558087074214805e-05,-0.17678737233054784,0,1
892008,367,both_vs_none,none,both,6,5,5,0.008333333333333333,0.0,0.004166666666666667,0.0,0.0022222222222222222,0.0,0.041390728476821195,0.0,-0.008333333333333333,-0.004166666666666667,-0.0022222222222222222,-0.041390728476821195,0,0
892008,370,both_vs_none,none,both,8,10,8,0.06912202380952381,0.09493720005484711,0.02507440476190476,0.046756478815302344,0.013277919863597613,0.026116883116883115,0.21599532213106828,0.11518120171650875,0.0258151762453233,0.021682074053397584,0.012838963253285502,-0.10081412041455953,1,1
892008,372,both_vs_none,none,both,11,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
892008,374,both_vs_none,none,both,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
892008,381,both_vs_none,none,both,10,7,7,0.0319693094629156,0.025735294117647058,0.010230179028132991,0.008665966386554622,0.004173913043478261,0.005196523053665911,0.026785885419661516,0.06555590913317175,-0.006234015345268545,-0.0015642126415783691,0.0010226100101876495,0.03877002371351023,0,0
892008,382,both_vs_none,none,both,9,8,8,0.009259259259259259,0.03125,0.009259259259259259,0.0078125,0.006172839506172839,0.003472222222222222,0.07142857142857142,0.05025125628140704,0.02199074074074074,-0.0014467592592592587,-0.002700617283950617,-0.021177315147164387,1,0
892008,384,both_vs_none,none,both,7,5,5,0.058993637941006365,0.06057142857142857,0.01850780798149219,0.022285714285714287,0.010544217687074831,0.014251207729468598,0.0449105523248248,0.03344591132713502,0.001577790630422203,0.0037779063042220964,0.0037069900423937676,-0.011464640997689776,1,1
892008,391,both_vs_none,none,both,5,7,5,0.04,0.0,0.026666666666666665,0.0,0.019047619047619046,0.0,0.08333333333333333,0.0,-0.04,-0.026666666666666665,-0.019047619047619046,-0.08333333333333333,0,0
892008,400,both_vs_none,none,both,9,9,9,0.018518518518518517,0.09434987670281787,0.012345679012345678,0.04418348535995595,0.009494949494949494,0.031972291840712895,0.10714285714285714,0.1786764687466333,0.07583135818429936,0.03183780634761027,0.0224773423457634,0.07153361160377615,1,1
892008,403,both_vs_none,none,both,6,6,6,0.07631578947368421,0.079,0.02543859649122807,0.016666666666666666,0.01566951566951567,0.00980392156862745,0.18659200968523004,0.2,0.002684210526315789,-0.008771929824561403,-0.00586559410088822,0.013407990314769969,1,0
892008,404,both_vs_none,none,both,6,6,6,0.0,0.06368631368631368,0.0,0.03987678987678988,0.0,0.03056094232564821,0.0,0.26433691756272404,0.06368631368631368,0.03987678987678988,0.03056094232564821,0.26433691756272404,1,1
892008,406,both_vs_none,none,both,10,11,10,0.004,0.0,0.004,0.0,0.0015625,0.0,0.0067385444743935305,0.0,-0.004,-0.004,-0.0015625,-0.0067385444743935305,0,0
892008,421,both_vs_none,none,both,8,7,7,0.004629629629629629,0.05486542443064182,0.004629629629629629,0.014147688060731538,0.003205128205128205,0.007653061224489797,0.007596475235490733,0.07458475779310199,0.05023579480101219,0.009518058431101909,0.004447933019361592,0.06698828255761126,1,1
892008,424,both_vs_none,none,both,3,8,3,0.018518518518518517,0.04695472873900293,0.018518518518518517,0.02252657624633431,0.015151515151515152,0.016401118637110017,0.028034763106251758,0.09192955487841409,0.028436210220484412,0.004008057727815793,0.0012496034855948648,0.06389479177216233,1,1
892008,427,both_vs_none,none,both,1,8,1,0.0,0.025328947368421055,0.0,0.019078947368421053,0.0,0.011385199240986717,0.0,0.038872272617413085,0.025328947368421055,0.019078947368421053,0.011385199240986717,0.038872272617413085,1,1
892008,433,both_vs_none,none,both,6,5,5,0.023809523809523808,0.02481203007518797,0.011904761904761904,0.02481203007518797,0.005050505050505051,0.013942307692307693,0.1111111111111111,0.09551063484331872,0.001002506265664161,0.012907268170426065,0.008891802641802643,-0.015600476267792387,1,1
892008,443,both_vs_none,none,both,9,4,4,0.04486911723753829,0.0,0.02998816485658591,0.0,0.022590210143492325,0.0,0.05321769967783005,0.0,-0.04486911723753829,-0.02998816485658591,-0.022590210143492325,-0.05321769967783005,0,0
892008,445,both_vs_none,none,both,3,4,3,0.05600539811066127,0.027097069597069597,0.030364372469635626,0.031135531135531136,0.019047619047619046,0.018934081346423562,0.09263379063156595,0.0490250054836587,-0.028908328513591673,0.0007711586658955098,-0.00011353770119548398,-0.043608785147907246,0,1
892008,450,both_vs_none,none,both,8,8,8,0.019736842105263157,0.0,0.006578947368421052,0.0,0.004166666666666667,0.0,0.0625,0.0,-0.019736842105263157,-0.006578947368421052,-0.004166666666666667,-0.0625,0,0
892008,31782,both_vs_none,none,both,6,9,6,0.015873015873015872,0.07043650793650794,0.007936507936507936,0.03882275132275132,0.0036231884057971015,0.015823500476421126,0.03625815808556926,0.15037564994082636,0.054563492063492064,0.030886243386243385,0.012200312070624024,0.1141174918552571,1,1
892531,367,both_vs_none,none,both,6,1,1,0.08287773467201218,0.0,0.021759051250739233,0.0,0.013851895747855796,0.0,0.09626232230388221,0.0,-0.08287773467201218,-0.021759051250739233,-0.013851895747855796,-0.09626232230388221,0,0
892920,295,both_vs_none,none,both,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0
893018,333,both_vs_none,none,both,1,12,1,0.14684210526315788,0.0558234126984127,0.05263157894736842,0.0248015873015873,0.030303030303030304,0.01483528570642908,0.07113717491075983,0.021819425950106285,-0.09101869256474518,-0.027829991645781118,-0.015467744596601224,-0.04931774896065354,0,0
893018,359,both_vs_none,none,both,1,11,1,0.0,0.03730360282991862,0.0,0.016828201038727356,0.0,0.009210526315789473,0.0,0.03344182337258787,0.03730360282991862,0.016828201038727356,0.009210526315789473,0.03344182337258787,1,1
893018,384,both_vs_none,none,both,1,10,1,0.0,0.12592664702447315,0.0,0.04701418750331794,0.0,0.029601500711340524,0.0,0.09882228835655456,0.12592664702447315,0.04701418750331794,0.029601500711340524,0.09882228835655456,1,1
893018,389,both_vs_none,none,both,1,8,1,0.0,0.024625,0.0,0.0125,0.0,0.008333333333333333,0.0,0.06202770780856424,0.024625,0.0125,0.008333333333333333,0.06202770780856424,1,1
893501,319,both_vs_none,none,both,1,11,1,0.07444444444444445,0.020420409629895796,0.05555555555555555,0.012630255120373697,0.02127659574468085,0.00792866553736119,0.02427536231884058,0.01028773242770269,-0.054024034814548656,-0.042925300435181855,-0.01334793020731966,-0.01398762989113789,0,0
893501,330,both_vs_none,none,both,1,12,1,0.0,0.08397736188296828,0.0,0.03367488013512041,0.0,0.013302649738071734,0.0,0.038127532558115323,0.08397736188296828,0.03367488013512041,0.013302649738071734,0.038127532558115323,1,1
895743,321,both_vs_none,none,both,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
895743,343,both_vs_none,none,both,9,4,4,0.022052108730988042,0.0,0.014374346917450367,0.0,0.008215821941312137,0.0,0.460671768707483,0.0,-0.022052108730988042,-0.014374346917450367,-0.008215821941312137,-0.460671768707483,0,0
895743,361,both_vs_none,none,both,7,6,6,0.04203928969581144,0.0,0.023372352285395765,0.0,0.009358765202542528,0.0,0.31910472751912244,0.0,-0.04203928969581144,-0.023372352285395765,-0.009358765202542528,-0.31910472751912244,0,0
895743,368,both_vs_none,none,both,5,3,3,0.013222222222222222,0.0,0.01111111111111111,0.0,0.006666666666666666,0.0,0.1,0.0,-0.013222222222222222,-0.01111111111111111,-0.006666666666666666,-0.1,0,0
895743,372,both_vs_none,none,both,11,2,2,0.01138755980861244,0.01859375,0.004784688995215311,0.015625,0.0030303030303030303,0.009433962264150943,0.05560747663551402,0.049707602339181284,0.00720619019138756,0.010840311004784688,0.006403659233847912,-0.0058998742963327355,1,1
895743,429,both_vs_none,none,both,3,3,3,0.019365079365079366,0.0,0.015873015873015872,0.0,0.006666666666666667,0.0,0.18401206636500755,0.0,-0.019365079365079366,-0.015873015873015872,-0.006666666666666667,-0.18401206636500755,0,0
895743,448,both_vs_none,none,both,5,4,4,0.038461538461538464,0.0625,0.015384615384615385,0.025,0.008333333333333333,0.014705882352941176,0.25,0.14602803738317757,0.024038461538461536,0.009615384615384616,0.006372549019607843,-0.10397196261682243,1,1
895743,31782,both_vs_none,none,both,4,5,4,0.011899999999999999,0.06785745614035088,0.01,0.03413742690058479,0.004032258064516129,0.01586921850079745,0.1494974874371859,0.17072932325731063,0.05595745614035088,0.02413742690058479,0.01183696043628132,0.021231835820124723,1,1
896292,327,both_vs_none,none,both,2,1,1,0.23529411764705882,0.0,0.029411764705882353,0.0,0.04,0.0,1.0,,-0.23529411764705882,-0.029411764705882353,-0.04,,0,0
896369,288,both_vs_none,none,both,1,1,1,0.11727272727272728,0.0,0.09090909090909091,0.0,0.05555555555555555,0.0,0.35054347826086957,0.0,-0.11727272727272728,-0.09090909090909091,-0.05555555555555555,-0.35054347826086957,0,0
896369,292,both_vs_none,none,both,5,7,5,0.04108754208754208,0.03908280553600751,0.02558922558922559,0.032749237626084914,0.01666666666666667,0.022331723387029233,0.20775309947705503,0.45905938205749125,-0.002004736551534575,0.007160012036859325,0.005665056720362563,0.2513062825804362,0,1
896369,295,both_vs_none,none,both,1,7,1,0.0,0.08624381570810143,0.0,0.06137136672850958,0.0,0.033666418180175295,0.0,0.5485427620340698,0.08624381570810143,0.06137136672850958,0.033666418180175295,0.5485427620340698,1,1
896369,311,both_vs_none,none,both,2,5,2,0.05375,0.30153846153846153,0.041666666666666664,0.1234965034965035,0.02,0.060630384108644984,0.13811563169164884,0.42119641952125253,0.24778846153846154,0.08182983682983683,0.04063038410864499,0.28308078782960366,1,1
896369,313,both_vs_none,none,both,5,9,5,0.03661244019138756,0.023172905525846704,0.028708133971291867,0.016636957813428402,0.016586921850079744,0.010678871090770405,0.29650297619047616,0.5555555555555555,-0.013439534665540858,-0.012071176157863465,-0.005908050759309339,0.2590525793650793,0,0
896369,318,both_vs_none,none,both,4,6,4,0.011904761904761904,0.024999999999999998,0.011904761904761904,0.016666666666666666,0.006097560975609756,0.009009009009009009,0.04837929366231253,0.0751503006012024,0.013095238095238094,0.004761904761904762,0.0029114480333992526,0.02677100693888987,1,1
896369,320,both_vs_none,none,both,6,6,6,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.022222222222222223,0.004166666666666667,0.011494252873563218,0.014293882218410521,0.10660980810234542,0.016666666666666666,0.005555555555555557,0.007327586206896552,0.0923159258839349,1,1
896369,321,both_vs_none,none,both,5,7,5,0.01561904761904762,0.026699107344268638,0.009523809523809523,0.016596306918887565,0.005405405405405406,0.009470899470899472,0.06732348111658455,0.2124956356267778,0.011080059725221018,0.007072497395078042,0.004065494065494066,0.14517215451019327,1,1
896369,323,both_vs_none,none,both,3,7,3,0.021929824561403508,0.07094017094017094,0.017543859649122806,0.039438339438339444,0.009009009009009009,0.016431597076758366,0.5,0.27574155486045304,0.04901034637876743,0.021894479789216638,0.007422588067749357,-0.22425844513954696,1,1
896369,324,both_vs_none,none,both,6,7,6,0.017604166666666667,0.09109018957233242,0.010416666666666666,0.03970731649303078,0.006172839506172839,0.02393195632760061,0.17845828933474128,0.4665370566749146,0.07348602290566575,0.029290649826364118,0.01775911682142777,0.2880787673401733,1,1
896369,327,both_vs_none,none,both,4,7,4,0.02015625,0.062477164778955055,0.015625,0.02082572159298502,0.010416666666666666,0.013013302486986697,0.125,0.26,0.042320914778955054,0.005200721592985021,0.0025966358203200306,0.135,1,1
896369,330,both_vs_none,none,both,5,4,4,0.021052631578947368,0.016666666666666666,0.021052631578947368,0.016666666666666666,0.006666666666666666,0.008064516129032258,0.25,1.0,-0.0043859649122807015,-0.0043859649122807015,0.0013978494623655916,0.75,0,0
896369,334,both_vs_none,none,both,3,7,3,0.025641025641025644,0.017791732077446363,0.025641025641025644,0.017791732077446363,0.018518518518518517,0.014219576719576719,0.5,0.5,-0.00784929356357928,-0.00784929356357928,-0.004298941798941799,0.0,0,0
896369,335,both_vs_none,none,both,3,10,3,0.0,0.03882783882783882,0.0,0.01575091575091575,0.0,0.009634920634920635,0.0,0.2018150349940624,0.03882783882783882,0.01575091575091575,0.009634920634920635,0.2018150349940624,1,1
896369,338,both_vs_none,none,both,1,3,1,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.014492753623188406,,0.18214936247723132,0.023809523809523808,0.023809523809523808,0.014492753623188406,,1,1
896369,343,both_vs_none,none,both,4,5,4,0.02045795795795796,0.023333333333333334,0.013701201201201201,0.01666666666666667,0.008335648791330925,0.009253036960454897,0.14369259423166203,0.2825309043591412,0.002875375375375376,0.0029654654654654687,0.0009173881691239717,0.13883831012747916,1,1
896369,345,both_vs_none,none,both,2,1,1,0.038461538461538464,0.09090909090909091,0.038461538461538464,0.09090909090909091,0.013513513513513514,0.03571428571428571,0.13550135501355015,0.22271714922048996,0.05244755244755245,0.05244755244755245,0.022200772200772198,0.08721579420693981,1,1
896369,356,both_vs_none,none,both,5,2,2,0.03974305555555556,0.0,0.026574074074074073,0.0,0.017318347628906633,0.0,0.2866020161926885,0.0,-0.03974305555555556,-0.026574074074074073,-0.017318347628906633,-0.2866020161926885,0,0
896369,361,both_vs_none,none,both,5,5,5,0.034657712657712655,0.03294957983193277,0.02462352462352462,0.018907563025210083,0.008157462881276167,0.006352941176470589,0.2711284134377584,0.1627648551011857,-0.001708132825779883,-0.005715961598314539,-0.0018045217048055784,-0.10836355833657269,0,0
896369,362,both_vs_none,none,both,1,8,1,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.003787878787878788,0.0,0.022461814914645106,0.008333333333333333,0.008333333333333333,0.003787878787878788,0.022461814914645106,1,1
896369,364,both_vs_none,none,both,2,6,2,0.03125,0.043750000000000004,0.03125,0.021527777777777774,0.017241379310344827,0.011302681992337166,0.04859086491739553,0.14244040293541183,0.012500000000000004,-0.009722222222222226,-0.005938697318007662,0.09384953801801629,1,0
896369,367,both_vs_none,none,both,22,6,6,0.002631837859110586,0.015093406311028882,0.0021153089334907515,0.010641509918799466,0.0012539781375397812,0.005905617016728128,0.01032346424081149,0.09619020751556517,0.012461568451918295,0.008526200985308714,0.004651638879188347,0.08586674327475369,1,1
896369,370,both_vs_none,none,both,4,6,4,0.020833333333333332,0.09976689976689977,0.020833333333333332,0.04463869463869464,0.010416666666666666,0.0263752052545156,0.0630119722747322,0.2922077922077922,0.07893356643356644,0.023805361305361306,0.01595853858784893,0.22919581993305999,1,1
896369,372,both_vs_none,none,both,6,8,6,0.023954116059379218,0.005434782608695652,0.015182186234817813,0.005434782608695652,0.008833546189868029,0.003205128205128205,0.130232244126384,0.022893772893772892,-0.018519333450683566,-0.009747403626122161,-0.005628417984739824,-0.10733847123261112,0,0
896369,375,both_vs_none,none,both,6,5,5,0.029393939393939392,0.0,0.02181818181818182,0.0,0.010212765957446808,0.0,0.13837663006373413,0.0,-0.029393939393939392,-0.02181818181818182,-0.010212765957446808,-0.13837663006373413,0,0
896369,380,both_vs_none,none,both,4,4,4,0.02976190476190476,0.02644736842105263,0.02976190476190476,0.023157894736842106,0.01707175925925926,0.014742524916943521,0.12093608683522458,0.1585467880999961,-0.003314536340852131,-0.006604010025062654,-0.0023292343423157377,0.03761070126477151,0,0
896369,381,both_vs_none,none,both,1,8,1,0.0,0.015873540521978022,0.0,0.013178228021978022,0.0,0.007087542087542087,,0.17571835197956237,0.015873540521978022,0.013178228021978022,0.007087542087542087,,1,1
896369,382,both_vs_none,none,both,4,6,4,0.046875,0.08590909090909092,0.03125,0.015151515151515152,0.010416666666666666,0.005747126436781609,0.17889087656529515,0.11571428571428571,0.03903409090909092,-0.016098484848484848,-0.004669540229885057,-0.06317659085100943,1,0
896369,384,both_vs_none,none,both,2,4,2,0.0,0.0712962962962963,0.0,0.031018518518518518,0.0,0.016748366013071895,0.0,0.28931918130876794,0.0712962962962963,0.031018518518518518,0.016748366013071895,0.28931918130876794,1,1
896369,388,both_vs_none,none,both,4,6,4,0.011904761904761904,0.025000000000000005,0.011904761904761904,0.025000000000000005,0.00625,0.012795199380565234,0.08795074758135445,0.1318716156227596,0.0130952380952381,0.0130952380952381,0.006545199380565234,0.043920868041405145,1,1
896369,391,both_vs_none,none,both,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0,0
896369,400,both_vs_none,none,both,2,8,2,0.06172514619883041,0.13711170365582132,0.054093567251461985,0.08668749551102492,0.04,0.06377360562143171,0.2074174406604747,0.40993738518322365,0.07538655745699091,0.032593928259562935,0.023773605621431708,0.20251994452274893,1,1
896369,401,both_vs_none,none,both,2,6,2,0.0,0.03194444444444444,0.0,0.03194444444444444,0.0,0.01741935483870968,0.0,0.2220376522702104,0.03194444444444444,0.03194444444444444,0.01741935483870968,0.2220376522702104,1,1
896369,402,both_vs_none,none,both,6,6,6,0.008771929824561403,0.016666666666666666,0.008771929824561403,0.008333333333333333,0.004901960784313725,0.006666666666666667,0.0363901018922853,0.10893246187363835,0.007894736842105263,-0.0004385964912280698,0.0017647058823529417,0.07254235998135306,1,0
896369,403,both_vs_none,none,both,2,4,2,0.0,0.06610576923076923,0.0,0.05048076923076923,0.0,0.0332244008714597,0.0,0.1467820262032572,0.06610576923076923,0.05048076923076923,0.0332244008714597,0.1467820262032572,1,1
896369,404,both_vs_none,none,both,2,7,2,0.075,0.014285714285714287,0.05,0.014285714285714287,0.029411764705882353,0.01020408163265306,0.07455268389662027,0.016228497241155472,-0.06071428571428571,-0.03571428571428571,-0.019207683073229294,-0.0583241866554648,0,0
896369,406,both_vs_none,none,both,5,7,5,0.009586206896551723,0.005494505494505495,0.006896551724137931,0.005494505494505495,0.0037735849056603774,0.0024630541871921183,0.03488080301129234,0.06472491909385114,-0.0040917014020462284,-0.001402046229632436,-0.0013105307184682591,0.029844116082558804,0,0
896369,408,both_vs_none,none,both,1,3,1,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.017543859649122806,0.0,0.3333333333333333,0.08333333333333333,0.027777777777777776,0.017543859649122806,0.3333333333333333,1,1
896369,421,both_vs_none,none,both,6,8,6,0.0,0.010869565217391304,0.0,0.005434782608695652,0.0,0.003205128205128205,0.0,0.03431708991077557,0.010869565217391304,0.005434782608695652,0.003205128205128205,0.03431708991077557,1,1
896369,422,both_vs_none,none,both,1,11,1,0.07142857142857142,0.056611721224601945,0.07142857142857142,0.042508235777242984,0.05263157894736842,0.023325492876576467,1.0,0.17495967412123553,-0.01481685020396948,-0.02892033565132844,-0.02930608607079195,-0.8250403258787644,0,0
896369,424,both_vs_none,none,both,2,7,2,0.05555555555555555,0.013945578231292517,0.048611111111111105,0.013945578231292517,0.0374331550802139,0.00819000819000819,0.625,0.17460317460317462,-0.04160997732426304,-0.03466553287981859,-0.029243146890205712,-0.45039682539682535,0,0
896369,429,both_vs_none,none,both,3,7,3,0.0,0.06359899749373434,0.0,0.04160401002506266,0.0,0.0162962962962963,0.0,0.1313949838974853,0.06359899749373434,0.04160401002506266,0.0162962962962963,0.1313949838974853,1,1
