PRODUCT_ID,STORE_ID,comparison,reference_state,comparison_state,reference_weeks,comparison_weeks,min_state_weeks,reference_spv,comparison_spv,reference_bpr,comparison_bpr,reference_basket_share,comparison_basket_share,reference_category_share,comparison_category_share,spv_difference,bpr_difference,basket_share_difference,category_share_difference,is_positive_spv,is_positive_bpr
822407,319,both_vs_additive,display+mailer-none,both,1,1,1,0.046277715842933234,0.0,0.02676204632726372,0.0,0.01107654600301659,0.0,0.22979866174573169,,-0.046277715842933234,-0.02676204632726372,-0.01107654600301659,,0,0
822407,320,both_vs_additive,display+mailer-none,both,6,4,4,0.018549127640036727,0.10984848484848483,0.0032139577594123055,0.06628787878787878,0.0010972510972510965,0.02762780697563306,0.06107742557201456,0.4125,0.0912993572084481,0.06307392102846648,0.026530555878381965,0.3514225744279854,1,1
822407,321,both_vs_additive,display+mailer-none,both,5,3,3,0.07422649296872899,0.013888888888888888,0.04043552203490092,0.013888888888888888,0.02620521643362175,0.005747126436781609,0.18188130608814462,0.015873015873015872,-0.0603376040798401,-0.02654663314601203,-0.02045808999684014,-0.16600829021512875,0,0
822407,323,both_vs_additive,display+mailer-none,both,8,9,8,0.012547818920367937,0.014719848053181387,0.014520274569294181,0.014719848053181387,0.0045176683334578055,0.005899044205495817,-0.03413046480559481,0.02408057314050205,0.00217202913281345,0.0001995734838872061,0.001381375872038012,0.05821103794609686,1,1
822407,324,both_vs_additive,display+mailer-none,both,5,7,5,0.03795401493930905,0.0,0.02684290382819795,0.0,0.012164664664664666,0.0,0.07492277082057175,0.0,-0.03795401493930905,-0.02684290382819795,-0.012164664664664666,-0.07492277082057175,0,0
822407,327,both_vs_additive,display+mailer-none,both,9,8,8,0.07179776039425163,0.06939338235294118,0.027020412985325266,0.03079044117647059,0.019874541945797984,0.01936335403726708,0.09917050825236029,0.06483450112716135,-0.0024043780413104537,0.0037700281911453234,-0.000511187908530903,-0.034336007125198936,0,1
822407,329,both_vs_additive,display+mailer-none,both,5,12,5,0.14989002664002665,0.09775502275502275,0.04141275391275391,0.04064546564546564,0.01862685245038186,0.019106955465470647,0.22530683566984439,0.10539984907677184,-0.0521350038850039,-0.0007672882672882728,0.00048010301508878694,-0.11990698659307254,0,0
822407,330,both_vs_additive,display+mailer-none,both,6,5,5,0.043118908382066265,0.07678571428571428,0.016364522417153998,0.026785714285714284,0.00685012836970475,0.010283454185893211,0.2009995295111536,0.4,0.03366680590364801,0.010421191868560286,0.0034333258161884615,0.19900047048884642,1,1
822407,334,both_vs_additive,display+mailer-none,both,6,7,6,-0.023809523809523808,0.03033333333333333,-0.011904761904761904,0.02380952380952381,-0.008333333333333333,0.015731292517006803,-0.2,0.13327721661054995,0.05414285714285714,0.03571428571428571,0.024064625850340138,0.33327721661055,1,1
822407,335,both_vs_additive,display+mailer-none,both,5,11,5,-0.005248917748917753,0.04177489177489177,0.010768398268398269,0.014935064935064935,0.00661904761904762,0.008409383409383409,0.06564219805270374,0.05044414322510678,0.04702380952380952,0.004166666666666666,0.0017903357903357887,-0.015198054827596966,1,1
