PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,comparison,eligible_stores,reference_weeks,comparison_weeks,avg_reference_spv,avg_comparison_spv,mean_spv_difference,median_spv_difference,positive_spv_store_pct,mean_bpr_difference,median_bpr_difference,positive_bpr_store_pct,mean_basket_share_difference,mean_category_share_difference,zero_reference_stores,support_tier,is_repeated_sales_positive,is_repeated_penetration_positive,response_type,is_repeated_any_positive,product_level_spv_lift_pct
973861,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14 1/4 OZ,both_vs_additive,13,81,61,0.009858469695825925,0.019670768859206947,0.00981229916338102,0.011107860195360197,53.84615384615385,0.010431959809851612,0.003827160493827161,61.53846153846154,0.004708258488033757,0.013523401875429084,0,multi_store_repeated,0,1,penetration_positive_only,1,99.53166633494395
830887,2557,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,10/6.75 OZ,both_vs_additive,4,12,21,0.02756827847856556,0.03402616058882359,0.006457882110258025,0.001108798430552991,50.0,0.006460143808832006,0.0024158932120392556,75.0,0.003220570147426068,-0.011636378779281198,0,multi_store_repeated,0,1,penetration_positive_only,1,23.425046708226827
1041796,1075,GROCERY,National,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,16 OZ,both_vs_additive,4,26,33,0.05641833282195975,0.06524265020693593,0.008824317384976169,0.0044710405387866844,50.0,0.0018967850173693462,0.007136903288786226,75.0,0.004356584082586976,-0.019815670303734545,0,multi_store_repeated,0,1,penetration_positive_only,1,15.640868745312297
990797,410,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,16 OZ,both_vs_additive,3,26,29,0.02663783894972264,0.054553667703092994,0.027915828753370345,-0.00462882819110097,33.33333333333333,0.007830344265190846,0.006938139500882644,66.66666666666666,0.00790655579991994,0.0687566767415473,0,multi_store_repeated,0,1,penetration_positive_only,1,104.7976482103516
1038217,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),16 OZ,both_vs_additive,39,205,281,0.014059997257925524,0.03147409432319373,0.01741409706526821,0.014807414807414813,69.23076923076923,0.016254611368967886,0.014104397981905256,71.7948717948718,0.009694921254301658,0.07170679324338139,0,multi_store_repeated,1,1,sales_and_penetration_positive,1,123.8556220589019
1013321,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ,both_vs_additive,32,220,154,0.02673508489665004,0.03578765344074529,0.009052568544095247,0.01316029251242178,62.5,0.006855232679061473,0.004527983943753406,62.5,0.0034184805600139772,-0.008108625214885876,0,multi_store_repeated,1,1,sales_and_penetration_positive,1,33.86025733260174
822407,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ,both_vs_additive,29,185,199,0.038167800278297095,0.04836639138073664,0.010198591102439553,0.01718489489899427,62.06896551724138,0.0061274778319347235,0.0037700281911453234,62.06896551724138,0.003614891750115815,0.03589557268315237,0,multi_store_repeated,1,1,sales_and_penetration_positive,1,26.720405755839828
1054262,1046,GROCERY,National,COLD CEREAL,KIDS CEREAL,13 OZ,both_vs_additive,13,46,97,0.018258626381444862,0.05484460328131194,0.03658597689986708,0.04785463659147872,76.92307692307693,0.015649281930809427,0.019601173802854477,69.23076923076923,0.008516721242484862,0.04992616170595362,0,multi_store_repeated,1,1,sales_and_penetration_positive,1,200.37639270086163
1058779,69,GROCERY,Private,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,16 OZ,both_vs_additive,13,47,67,-0.0029853694460620986,0.02351458739536908,0.02649995684143118,0.004634625780136615,61.53846153846154,0.009556604527170493,0.006601217067784316,76.92307692307693,0.0030656714606465984,-0.021096983653625945,0,multi_store_repeated,1,1,sales_and_penetration_positive,1,
1122568,1046,GROCERY,National,COLD CEREAL,KIDS CEREAL,13 OZ,both_vs_additive,9,38,70,0.016641972036678353,0.03556787574663889,0.018925903709960536,0.02154861111111111,66.66666666666666,0.011077074754463475,0.011805555555555555,77.77777777777779,0.004972701179526323,-0.001404736906693794,1,multi_store_repeated,1,1,sales_and_penetration_positive,1,113.72392447390536
