household_key,comparison,preferred_products,total_preference_weight,profiled_products,profiled_weight,multistore_profiled_products,multistore_profiled_weight,sales_positive_weight,penetration_positive_weight,any_positive_weight,joint_positive_weight,home_store_profiled_products,home_store_profiled_weight,home_store_sales_positive_weight,home_store_penetration_positive_weight,weighted_median_spv_difference,weighted_median_bpr_difference
13,both_vs_additive,20,1.0,4,0.3968253968253968,1,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0,0.0,0.0,0.0,0.011671364168835293,0.017323537206823055
13,both_vs_none,20,1.0,4,0.3968253968253968,1,0.047619047619047616,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.005561485543565982,0.003282490860840013
13,display_only_vs_none,20,1.0,5,0.42857142857142855,2,0.07936507936507936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0022939288546819517,-0.004835192900700517
13,mailer_only_vs_none,20,1.0,5,0.42857142857142855,2,0.07936507936507936,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,0,0.0,0.0,0.0,0.0020260519132328197,-0.0013037206211750274
14,both_vs_additive,18,0.9999999999999996,5,0.29545454545454547,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0,0.0,0.0,0.0,0.04912943453693389,0.03471983002641545
14,both_vs_none,18,0.9999999999999996,5,0.29545454545454547,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0,0.0,0.0,0.0,0.021788048552754433,0.017740429505135387
14,display_only_vs_none,18,0.9999999999999996,6,0.34090909090909094,1,0.045454545454545456,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.019918224131757967,-0.009509488005728607
14,mailer_only_vs_none,18,0.9999999999999996,5,0.29545454545454547,1,0.045454545454545456,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0054304648905958266,-0.0009339765037198258
17,both_vs_additive,20,1.0,1,0.030612244897959183,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,
17,both_vs_none,20,1.0,1,0.030612244897959183,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,
17,display_only_vs_none,20,1.0000000000000002,3,0.12244897959183673,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,
17,mailer_only_vs_none,20,1.0,2,0.061224489795918366,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,
18,both_vs_additive,20,1.0000000000000002,3,0.1923076923076923,2,0.14102564102564102,0.14102564102564102,0.0641025641025641,0.14102564102564102,0.0641025641025641,0,0.0,0.0,0.0,0.008435258593291263,0.01217021737335353
18,both_vs_none,20,1.0000000000000002,3,0.1923076923076923,2,0.14102564102564102,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0,0.0,0.0,0.0,0.004717039252719492,0.0056101592625208314
18,display_only_vs_none,20,1.0000000000000002,3,0.1923076923076923,2,0.14102564102564102,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00034921256670975074,-0.004162529676627512
18,mailer_only_vs_none,20,1.0000000000000002,3,0.1923076923076923,2,0.14102564102564102,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0016168092830084599,-0.005454264833768839
19,both_vs_additive,20,0.9999999999999996,6,0.32978723404255317,2,0.09574468085106383,0.09574468085106383,0.0425531914893617,0.09574468085106383,0.0425531914893617,0,0.0,0.0,0.0,0.02740523384827337,0.010457671206067064
19,both_vs_none,20,0.9999999999999996,6,0.32978723404255317,3,0.14893617021276595,0.05319148936170213,0.05319148936170213,0.05319148936170213,0.05319148936170213,0,0.0,0.0,0.0,0.013739348196022618,0.00785715049331931
19,display_only_vs_none,20,0.9999999999999997,7,0.45744680851063835,4,0.276595744680851,0.18085106382978722,0.18085106382978722,0.18085106382978722,0.18085106382978722,0,0.0,0.0,0.0,0.008948134864869173,0.0015326614023261679
19,mailer_only_vs_none,20,0.9999999999999997,7,0.3723404255319149,2,0.09574468085106383,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.003615275497515399,-0.002652000168161655
22,both_vs_additive,19,1.0,2,0.16666666666666666,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.0,0.0,0.0,0.14739531187324242,0.03586099632626855
