household_key,sales,baskets,active_weeks,products,category_diversity,first_day,last_day,discount_amount,avg_basket_value
1253,570.15,24,8,190,74,102,622,151.17999999999995,23.756249999999998
1254,252.30999999999997,6,5,87,54,58,638,57.24000000000001,42.05166666666666
1255,522.3,28,24,160,61,60,694,181.02999999999997,18.65357142857143
1256,5274.320000000003,170,88,685,149,20,706,453.97,31.0254117647059
1257,1389.1200000000006,31,24,341,111,90,707,249.02999999999994,44.81032258064518
1258,3502.450000000001,232,94,433,130,6,711,732.0299999999999,15.096767241379315
1259,1163.6199999999997,33,28,185,68,108,682,265.99,35.26121212121211
1260,11200.800000000003,168,85,1265,195,24,711,957.4899999999998,66.67142857142859
1261,3777.980000000002,228,79,693,152,48,705,630.7099999999999,16.570087719298254
1262,769.7200000000001,29,15,323,98,44,664,183.11,26.542068965517245
1263,5257.440000000002,126,69,817,154,18,682,750.05,41.725714285714304
1264,6458.780000000004,132,69,1063,177,49,701,1061.7399999999998,48.93015151515155
1265,1409.87,49,38,371,104,118,711,383.98,28.77285714285714
1266,1657.1100000000001,115,72,300,96,17,700,539.1700000000002,14.409652173913045
1267,1689.8400000000004,66,55,408,129,79,709,170.92,25.60363636363637
1268,3013.5600000000013,71,47,531,133,81,706,437.8500000000001,42.44450704225354
1269,2595.17,109,60,722,149,69,711,514.38,23.808899082568807
1270,3455.3200000000015,73,47,591,149,91,705,362.47999999999996,47.333150684931525
1271,4155.52,132,74,799,128,117,710,692.6100000000001,31.481212121212124
1272,10019.450000000006,258,93,1441,198,33,711,1378.6999999999998,38.835077519379865
1273,265.03999999999996,17,13,72,39,103,706,32.57,15.590588235294115
1274,12503.240000000014,273,94,937,154,55,709,1066.2000000000003,45.79941391941397
1275,137.63,8,4,56,23,69,291,18.66,17.20375
1276,623.4499999999999,20,14,189,91,110,703,59.339999999999996,31.172499999999996
1277,5900.810000000003,328,83,1189,181,95,710,1123.9099999999999,17.99027439024391
1278,738.3400000000001,19,17,180,79,102,705,216.81,38.86000000000001
1279,4793.460000000001,199,81,1054,159,89,709,816.81,24.08773869346734
1280,427.63,24,17,92,42,89,689,60.22,17.817916666666665
1281,788.3999999999999,38,24,213,80,95,695,109.24,20.747368421052627
1282,5957.480000000003,203,73,1103,159,74,692,1112.0700000000002,29.347192118226616
1283,332.46,49,40,168,69,118,708,74.33999999999999,6.784897959183673
1284,1974.4900000000005,160,63,457,102,10,710,410.22,12.340562500000003
1285,5048.590000000005,137,80,897,148,76,709,1407.7599999999995,36.851021897810256
1286,595.0000000000001,30,22,173,76,52,608,99.63,19.833333333333336
1287,2818.0000000000014,159,77,618,127,1,699,511.28,17.723270440251582
1288,1896.5000000000007,55,36,431,127,57,708,366.19,34.48181818181819
1289,1512.08,525,97,365,77,3,710,217.20999999999998,2.880152380952381
1290,1060.24,34,23,344,93,48,702,320.01,31.183529411764706
1291,3290.010000000001,103,75,628,136,28,707,601.3599999999999,31.941844660194185
1292,520.3199999999999,27,24,108,48,13,696,79.53999999999998,19.271111111111107
1293,2762.8,176,79,683,100,70,710,351.43999999999994,15.697727272727274
1294,4829.3200000000015,56,44,1053,167,110,709,727.9399999999997,86.23785714285717
1295,1637.41,68,44,437,102,50,708,326.2099999999999,24.079558823529414
1296,2124.4300000000003,80,77,341,87,77,708,624.5399999999998,26.555375000000005
1297,2733.2800000000007,147,63,475,118,25,711,234.32000000000002,18.593741496598643
1298,1487.9900000000005,50,40,448,127,105,699,279.13999999999993,29.75980000000001
1299,5959.570000000002,192,86,1256,180,46,711,1669.8800000000003,31.039427083333347
1300,2959.6500000000015,84,52,588,146,31,710,575.15,35.23392857142859
1301,1494.2200000000003,80,47,407,121,34,710,186.68,18.677750000000003
1302,757.95,36,28,167,69,98,708,127.59000000000002,21.054166666666667
1303,6344.090000000004,212,72,1165,190,98,708,740.0199999999998,29.924952830188698
1304,899.4900000000001,90,57,220,77,60,710,257.85999999999996,9.994333333333335
1305,7552.930000000004,373,74,804,133,95,681,1352.4799999999998,20.249142091152827
1306,3041.690000000001,171,70,802,155,83,708,551.6899999999999,17.787660818713455
1307,2049.5800000000004,174,67,329,114,98,707,220.7,11.779195402298853
1308,320.58000000000004,23,19,82,42,13,579,59.629999999999995,13.93826086956522
1309,158.48000000000002,9,6,47,33,17,550,27.660000000000004,17.60888888888889
1310,857.9800000000001,34,28,279,83,92,692,181.88,25.234705882352944
1311,685.63,17,14,180,79,81,607,228.68999999999994,40.33117647058823
1312,5055.880000000003,134,59,1053,174,62,703,842.1399999999999,37.73044776119405
1313,1030.9699999999998,30,26,299,105,113,700,145.85,34.36566666666666
1314,14330.400000000009,421,96,1803,220,47,710,1526.4499999999998,34.03895486935869
1315,645.36,5,5,256,79,60,624,133.79999999999995,129.072
1316,3736.4800000000005,58,46,705,149,6,693,596.1099999999999,64.42206896551725
1317,4065.24,196,88,786,119,20,707,806.9899999999998,20.741020408163266
1318,5583.960000000005,74,65,768,159,96,697,451.76,75.45891891891898
1319,1059.79,48,41,298,92,39,679,378.06,22.078958333333333
1320,360.42999999999995,14,12,100,52,32,707,102.21999999999997,25.744999999999997
1321,1888.1299999999994,204,74,416,97,73,710,443.59000000000003,9.255539215686271
1322,260.65,16,15,71,45,69,688,52.41,16.290625
1323,297.05,11,9,84,44,43,706,66.99,27.004545454545454
1324,2667.2300000000005,42,39,650,131,77,699,781.4899999999998,63.5054761904762
1325,2835.9900000000007,64,44,619,165,79,709,285.47999999999996,44.31234375000001
1326,8831.210000000003,394,86,1369,182,82,707,1629.4700000000003,22.41423857868021
1327,477.16999999999996,9,9,173,62,113,409,126.11000000000001,53.01888888888888
1328,2544.8900000000003,96,42,565,125,60,710,464.15999999999997,26.509270833333336
1329,1546.0500000000002,31,27,300,107,44,701,323.62,49.8725806451613
1330,2177.55,86,53,480,110,36,707,527.44,25.320348837209306
1331,1821.03,105,56,410,118,19,678,316.08,17.34314285714286
1332,2047.2600000000007,60,50,544,138,55,706,287.45,34.12100000000001
1333,7709.850000000006,129,75,1236,188,73,705,848.2799999999997,59.766279069767485
1334,629.5799999999999,57,28,270,79,92,697,141.19,11.045263157894736
1335,978.8700000000001,31,24,309,85,117,689,368.02,31.57645161290323
1336,6035.210000000001,123,77,920,132,44,708,2280.7700000000004,49.066747967479685
1337,11500.760000000006,244,86,2014,206,109,711,2852.49,47.13426229508199
1338,1783.9799999999998,189,48,505,118,54,710,367.22,9.439047619047617
1339,390.16,6,6,19,8,52,701,82.17999999999999,65.02666666666667
1340,512.53,57,44,162,72,48,695,70.62,8.991754385964912
1341,434.77000000000004,13,11,106,47,45,637,220.22,33.44384615384616
1342,160.02,12,11,31,24,49,678,11.33,13.335
1343,267.18999999999994,12,10,114,50,92,665,68.88,22.26583333333333
1344,2728.7800000000007,27,25,456,100,87,691,593.59,101.06592592592595
1345,1348.56,56,43,335,111,3,690,194.76000000000005,24.08142857142857
1346,1174.3099999999997,80,47,242,85,91,711,169.68,14.678874999999996
1347,3360.340000000002,131,63,576,140,63,706,398.33000000000004,25.651450381679403
1348,324.22,23,21,67,30,84,626,29.18,14.096521739130436
1349,5380.22,202,80,801,143,42,711,1361.5500000000002,26.634752475247527
1350,2568.5999999999995,131,53,664,144,46,709,565.2899999999998,19.607633587786257
1351,564.4,91,63,113,45,1,697,155.82999999999996,6.202197802197802
1352,5398.9500000000035,138,75,779,174,117,711,536.73,39.12282608695655
1353,4019.9099999999994,132,79,945,138,17,703,1061.23,30.453863636363632
1354,2534.7600000000007,87,61,590,126,75,710,460.97,29.13517241379311
1355,547.8199999999999,14,9,147,67,25,709,135.72,39.129999999999995
1356,2239.34,86,63,429,123,12,705,412.45,26.038837209302326
1357,3061.9000000000005,87,76,207,74,59,710,1043.7899999999997,35.19425287356322
1358,2466.6800000000003,123,35,678,118,80,710,684.6599999999997,20.054308943089435
1359,1192.6799999999998,76,51,278,89,61,707,224.95999999999998,15.69315789473684
1360,630.1899999999999,23,23,146,40,55,673,80.91,27.399565217391302
1361,608.5799999999999,11,11,183,75,12,710,100.32000000000001,55.32545454545454
1362,1418.7600000000002,61,48,165,69,109,696,113.38000000000001,23.258360655737707
1363,4075.4000000000024,58,36,663,150,75,711,681.59,70.26551724137936
1364,2466.05,145,81,624,151,1,710,498.88999999999993,17.007241379310347
1365,103.64999999999999,9,7,55,35,33,389,44.07,11.516666666666666
1366,4242.620000000001,256,85,840,152,74,705,725.9199999999998,16.572734375000003
1367,12125.480000000014,352,94,2019,206,24,710,2270.9499999999994,34.447386363636404
1368,2766.9700000000003,32,29,404,127,92,700,318.48,86.46781250000001
1369,3105.710000000002,144,77,465,139,19,711,419.26000000000005,21.567430555555568
1370,8531.890000000003,86,84,829,121,89,711,1518.8899999999996,99.20802325581398
1371,835.71,45,31,301,78,6,531,206.73000000000005,18.571333333333335
1372,1337.0700000000002,25,23,260,82,19,658,239.07,53.482800000000005
1373,657.52,40,36,144,64,51,700,75.67,16.438
1374,2841.560000000001,99,64,571,131,72,708,410.27,28.70262626262627
1375,3745.410000000001,122,67,896,153,112,710,752.34,30.700081967213126
1376,11041.41000000001,235,83,1518,192,100,708,2154.5,46.98472340425536
1377,791.3400000000001,35,30,219,94,3,703,73.53,22.60971428571429
1378,6933.7199999999975,121,79,848,143,35,707,1007.3100000000001,57.30347107438015
1379,13995.22,509,91,1615,192,80,711,2376.56,27.495520628683693
1380,349.81000000000006,25,21,107,62,9,679,49.910000000000004,13.992400000000002
1381,134.4,49,27,51,27,114,702,43.61,2.742857142857143
1382,3082.47,116,69,485,113,26,706,619.37,26.573017241379308
1383,1532.6500000000003,128,69,293,107,87,701,242.58999999999997,11.973828125000002
1384,827.46,33,30,315,78,90,696,245.88,25.074545454545454
1385,5637.510000000002,112,59,871,133,61,693,1198.57,50.33491071428573
1386,111.15,8,8,35,23,108,663,1.9500000000000002,13.89375
1387,2057.9500000000003,66,53,289,76,38,705,388.87,31.181060606060612
1388,6949.160000000005,151,79,965,156,17,709,902.14,46.02092715231792
1389,2841.1600000000008,41,32,455,125,113,701,264.66999999999996,69.29658536585367
1390,4879.8600000000015,211,64,994,156,15,705,1479.37,23.12729857819906
1391,8105.7400000000025,169,84,1386,202,26,708,1945.9299999999998,47.96295857988167
1392,2315.0700000000006,109,58,460,130,72,661,542.6599999999999,21.23917431192661
1393,5950.890000000003,203,89,657,149,55,708,762.5899999999999,29.314729064039422
1394,4391.580000000002,151,72,629,140,118,707,783.46,29.083311258278158
1395,1142.42,40,29,239,85,79,709,217.64000000000001,28.5605
1396,7177.060000000004,229,72,1368,159,58,620,2031.2899999999993,31.340873362445432
1397,5707.600000000001,283,88,765,148,99,708,981.2199999999998,20.168197879858663
1398,404.96,20,19,132,53,91,694,84.51,20.247999999999998
1399,1032.63,33,30,257,76,112,707,183.57999999999998,31.291818181818186
1400,284.31,11,10,97,43,108,699,85.12999999999998,25.846363636363638
1401,587.37,52,41,209,79,79,683,229.20000000000005,11.295576923076924
1402,2245.7600000000007,165,84,399,94,61,709,323.87,13.61066666666667
1403,3673.2600000000007,151,60,367,124,75,683,395.73999999999995,24.326225165562917
1404,1248.19,44,32,419,109,61,704,217.86999999999998,28.36795454545455
1405,2480.8800000000006,55,38,568,152,68,699,411.77,45.1069090909091
1406,3790.4400000000014,116,60,790,162,76,710,581.8999999999999,32.67620689655173
1407,1615.9400000000005,35,26,397,123,88,705,150.27,46.1697142857143
1408,1055.29,57,44,228,75,89,691,146.07,18.513859649122807
1409,4324.030000000002,87,65,657,123,86,706,584.27,49.70149425287358
1410,2525.94,45,28,554,144,37,694,565.04,56.132
1411,131.52000000000004,6,5,38,20,106,443,32.74,21.920000000000005
1412,4053.150000000001,77,58,512,131,9,705,638.1499999999999,52.6383116883117
1413,344.05999999999995,27,20,121,62,93,700,38.81,12.742962962962961
1414,274.03,17,14,71,44,112,711,54.46,16.11941176470588
1415,271.40999999999997,27,23,80,41,71,703,40.68,10.052222222222222
1416,91.65,6,4,22,13,42,688,19.18,15.275
1417,3703.9300000000017,75,39,464,100,74,710,845.4399999999999,49.385733333333356
1418,2735.2000000000007,78,64,566,140,51,707,355.20999999999987,35.06666666666668
1419,7634.5700000000015,524,92,1294,175,68,711,2379.4999999999995,14.569790076335881
1420,3891.970000000001,79,48,931,137,47,654,878.1899999999999,49.2654430379747
1421,5535.200000000001,218,97,729,130,14,711,1280.41,25.3908256880734
1422,481.76999999999987,11,8,149,57,47,707,141.04999999999998,43.79727272727271
1423,1695.76,189,78,220,83,109,698,221.82999999999998,8.972275132275133
1424,595.22,57,40,206,89,119,651,127.14999999999999,10.442456140350878
1425,3828.6000000000004,131,66,750,160,107,709,1291.2100000000005,29.225954198473286
1426,2330.87,65,46,459,126,7,701,351.25999999999993,35.85953846153846
1427,2640.4700000000007,83,44,826,156,52,706,615.69,31.81289156626507
1428,4911.530000000001,164,73,1102,175,93,702,1063.44,29.94835365853659
1429,818.56,83,54,164,51,115,710,398.06,9.862168674698795
1430,20352.989999999976,344,90,1857,189,76,711,2494.6100000000006,59.165668604651096
1431,2718.4000000000005,155,73,400,129,106,710,289.21999999999997,17.538064516129037
1432,336.94999999999993,9,9,136,77,10,711,136.26,37.43888888888888
1433,70.04,8,7,27,22,47,687,14.03,8.755
1434,4160.330000000001,220,79,1092,170,104,709,681.2499999999999,18.910590909090914
1435,511.78,13,11,134,59,41,620,127.68,39.36769230769231
1436,134.89,8,6,46,31,104,596,33.34,16.86125
1437,4775.560000000001,99,61,1270,160,20,690,1379.0299999999997,48.23797979797981
1438,2130.7700000000004,41,32,417,135,10,705,199.37,51.97000000000001
1439,555.56,33,23,162,68,89,659,126.00000000000001,16.835151515151512
1440,2551.58,100,58,596,136,96,711,658.1200000000001,25.5158
1441,401.47,13,12,98,59,20,634,60.28999999999999,30.882307692307695
1442,312.5,29,15,131,60,56,689,75.03999999999999,10.775862068965518
1443,2221.4800000000005,182,67,247,88,84,710,167.50000000000003,12.205934065934068
1444,323.98999999999995,23,15,102,52,40,618,34.94,14.086521739130433
1445,5130.590000000003,178,77,927,166,82,708,978.5199999999999,28.823539325842713
1446,2095.8300000000004,44,38,441,116,117,703,470.0800000000001,47.63250000000001
1447,604.9499999999998,40,31,174,67,36,706,78.05000000000001,15.123749999999996
1448,1927.33,80,35,141,51,101,651,160.61999999999995,24.091625
1449,405.83000000000004,39,28,122,56,106,625,62.349999999999994,10.405897435897437
1450,1647.2,90,38,352,114,91,686,329.69999999999993,18.302222222222223
1451,6700.050000000003,260,81,1154,177,114,710,1677.67,25.76942307692309
1452,1884.0500000000006,374,93,379,103,54,699,232.69,5.0375668449197875
1453,21661.28999999989,761,87,3119,237,97,710,2895.5000000000005,28.46424441524296
1454,4934.000000000002,154,62,637,147,90,711,849.5999999999999,32.03896103896105
1455,820.1800000000001,14,11,203,93,18,260,139.14,58.58428571428572
1456,1506.5000000000002,69,42,413,121,112,685,277.68,21.833333333333336
1457,2667.34,39,27,410,107,49,692,551.1300000000001,68.39333333333333
1458,3480.630000000001,126,69,730,163,92,705,819.7899999999998,27.624047619047627
1459,4769.040000000002,79,47,851,149,67,702,687.86,60.36759493670888
1460,2455.6800000000003,57,42,560,143,69,652,391.05000000000007,43.0821052631579
1461,7246.2000000000035,290,91,958,176,30,709,1083.86,24.98689655172415
1462,4830.000000000002,120,75,939,157,89,704,929.8599999999997,40.250000000000014
1463,3460.15,139,76,516,133,28,707,834.6600000000001,24.8931654676259
1464,2474.4000000000005,76,52,603,118,88,676,833.4999999999998,32.557894736842115
1465,1038.52,56,40,275,108,24,704,159.48,18.544999999999998
1466,1029.47,38,29,200,83,5,700,128.36999999999998,27.091315789473686
1467,2957.820000000002,835,72,408,95,10,711,511.62,3.542299401197607
1468,4131.730000000002,81,47,652,153,42,568,485.32,51.00901234567904
1469,1159.9999999999998,44,28,346,91,23,550,207.85999999999999,26.36363636363636
1470,1991.3300000000004,133,67,433,125,105,708,324.34,14.972406015037597
1471,486.72,32,29,68,33,49,667,83.17999999999999,15.21
1472,269.54,4,3,72,42,87,417,60.33000000000001,67.385
1473,4339.150000000002,118,67,946,172,107,708,512.35,36.77245762711866
1474,2445.87,72,46,516,113,85,707,532.8400000000001,33.970416666666665
1475,14855.210000000014,339,87,1126,170,110,710,2501.2,43.820678466076735
1476,9481.750000000005,356,88,768,135,35,710,911.4300000000002,26.63412921348316
1477,279.20000000000005,15,15,53,35,62,661,33.24,18.613333333333337
1478,88.59,6,5,28,20,112,513,31.810000000000002,14.765
1479,9129.230000000007,716,98,1614,197,24,709,1163.5800000000002,12.75032122905029
1480,152.21,27,23,26,12,86,668,108.19999999999999,5.637407407407408
1481,3298.770000000001,164,71,830,159,89,708,512.8100000000001,20.1144512195122
1482,1042.3500000000001,18,16,283,108,38,595,273.17999999999995,57.90833333333334
1483,4725.270000000002,112,66,1174,151,5,711,917.3,42.18991071428574
1484,3209.3900000000012,106,67,950,155,108,708,645.1099999999999,30.27726415094341
1485,2187.88,66,49,338,117,26,696,216.31,33.14969696969697
1486,548.32,14,13,121,55,90,698,88.16000000000001,39.16571428571429
1487,1471.2800000000002,38,24,317,112,105,704,166.53,38.71789473684211
1488,3246.920000000002,76,52,737,153,95,692,752.4000000000001,42.72263157894739
1489,17251.530000000013,536,91,2044,200,65,710,3961.9300000000035,32.18569029850749
1490,5064.7000000000035,208,93,809,129,4,709,1244.6599999999999,24.349519230769246
1491,5635.970000000005,289,90,736,167,82,710,781.22,19.50162629757787
1492,1226.29,95,72,376,116,17,709,250.90000000000003,12.908315789473685
1493,943.13,25,22,230,72,116,704,211.20000000000002,37.7252
1494,2595.09,85,45,598,124,75,700,369.73999999999995,30.530470588235296
1495,1779.8600000000001,165,82,570,102,77,704,265.75,10.787030303030305
1496,852.95,12,10,253,93,98,657,146.96,71.07916666666667
1497,527.3,9,8,130,76,95,692,62.720000000000006,58.58888888888888
1498,960.1799999999997,26,24,246,94,79,658,162.07999999999998,36.92999999999999
1499,2106.09,89,58,347,109,104,711,575.25,23.663932584269663
1500,1051.1200000000001,54,28,284,100,113,697,164.60000000000002,19.465185185185188
1501,8490.730000000003,205,80,993,169,92,701,1116.67,41.418195121951236
1502,2160.8200000000006,47,40,542,129,30,680,333.43,45.97489361702129
1503,117.69000000000001,18,16,49,39,45,660,23.160000000000004,6.538333333333334
1504,66.33,3,3,7,6,78,197,31.68,22.11
1505,4053.2300000000023,103,60,725,165,114,656,628.15,39.351747572815555
1506,2389.2000000000016,144,80,368,85,46,710,443.64,16.59166666666668
1507,1499.3700000000001,26,23,319,110,102,700,205.6,57.668076923076924
1508,1849.2,81,57,241,86,44,669,527.46,22.82962962962963
1509,6452.830000000005,204,88,694,161,58,710,698.28,31.631519607843163
1510,11211.370000000004,1300,90,1576,217,82,711,1372.6299999999997,8.624130769230772
1511,3740.1600000000017,149,83,718,143,75,705,780.8999999999999,25.101744966442965
1512,1674.2300000000005,93,52,376,106,24,707,226.69,18.002473118279575
1513,931.89,64,46,244,81,56,707,165.56,14.56078125
1514,2355.31,57,43,498,107,95,704,413.62000000000006,41.32122807017544
1515,4158.200000000002,99,58,874,175,51,711,636.06,42.00202020202022
1516,189.66000000000003,15,12,65,36,136,496,24.47,12.644000000000002
1517,3871.0400000000004,135,74,821,139,75,708,1259.6899999999996,28.674370370370372
1518,1373.77,34,25,290,94,60,676,356.46,40.405
1519,2425.660000000001,30,27,621,152,39,690,517.9699999999998,80.85533333333338
1520,3839.3600000000006,142,76,683,131,102,708,683.78,27.037746478873242
1521,753.95,43,24,357,116,87,666,214.91,17.53372093023256
1522,1086.56,35,25,365,124,92,633,225.29000000000002,31.044571428571427
1523,1668.3000000000002,67,26,438,117,83,679,358.3399999999999,24.900000000000002
1524,2800.81,60,37,500,139,83,710,562.6299999999999,46.680166666666665
1525,1645.25,38,25,386,99,61,690,400.31,43.296052631578945
1526,2901.090000000001,199,82,693,132,75,710,596.19,14.57834170854272
1527,17295.17999999999,321,97,1636,193,33,710,1932.3599999999997,53.879065420560714
1528,8086.550000000006,239,91,1740,197,54,711,1635.38,33.834937238493744
1529,9025.510000000006,244,83,1158,160,91,707,1769.36,36.98979508196724
1530,879.9300000000001,48,37,174,85,108,707,96.82999999999998,18.331875
1531,978.9099999999999,45,33,270,109,70,710,188.67,21.753555555555554
1532,1916.0200000000002,86,37,330,106,52,669,308.68,22.279302325581398
1533,255.23999999999998,22,20,76,35,86,700,18.529999999999998,11.601818181818182
1534,8449.680000000008,313,85,890,167,105,708,1200.999999999999,26.995782747603858
1535,8453.650000000007,247,77,1256,169,82,711,1440.43,34.22530364372472
1536,6960.190000000005,164,78,1095,165,47,711,1028.9099999999999,42.4401829268293
1537,2878.5800000000013,148,63,637,127,51,691,412.69999999999993,19.449864864864875
1538,504.9200000000001,32,23,227,93,63,707,98.14999999999999,15.778750000000002
1539,79.41000000000001,10,9,15,14,89,672,5.82,7.941000000000001
1540,3598.69,143,64,825,129,98,710,731.63,25.165664335664335
1541,7743.350000000006,102,72,992,167,115,705,986.29,75.91519607843144
1542,1969.9300000000003,116,71,392,120,24,702,357.59999999999997,16.982155172413794
1543,2612.3999999999996,84,43,429,133,108,684,700.4100000000001,31.099999999999994
1544,2457.9300000000003,54,38,512,121,20,691,325.32,45.51722222222223
1545,3948.5300000000007,174,80,785,181,66,709,678.31,22.69270114942529
1546,4095.37,113,56,880,131,114,704,776.2800000000002,36.24221238938053
1547,2222.05,289,61,280,86,45,710,247.51,7.6887543252595165
1548,3850.530000000001,112,61,832,144,33,710,765.01,34.37973214285715
1549,1988.9100000000003,177,91,465,132,6,711,425.96000000000004,11.236779661016952
1550,2542.450000000002,338,50,654,124,55,710,470.22999999999996,7.52204142011835
1551,800.11,18,13,217,93,9,696,118.03,44.45055555555555
1552,1084.76,35,32,274,90,86,692,138.11999999999998,30.993142857142857
1553,140.83999999999997,16,8,71,37,17,695,14.59,8.802499999999998
1554,982.76,46,27,136,54,21,704,160.81,21.364347826086956
1555,1446.5399999999997,89,57,443,115,60,697,330.42,16.25325842696629
1556,3799.800000000001,138,78,901,127,95,710,1128.7900000000002,27.53478260869566
1557,6528.360000000006,195,82,726,153,90,710,557.0699999999999,33.47876923076926
1558,4487.100000000002,145,82,803,173,4,711,433.01,30.945517241379324
1559,2725.4200000000005,60,34,532,138,15,704,292.12,45.423666666666676
1560,1209.0400000000002,44,36,267,88,110,703,460.6900000000001,27.478181818181824
1561,401.4099999999999,6,4,100,56,87,611,55.67999999999999,66.90166666666666
1562,1198.0199999999998,39,31,458,109,94,710,357.65,30.718461538461533
1563,4754.880000000003,113,57,756,152,110,698,735.49,42.07858407079649
1564,437.7700000000001,36,28,119,74,42,664,92.71,12.16027777777778
1565,447.90999999999997,31,27,172,70,61,652,113.04,14.448709677419354
1566,10567.710000000006,347,64,1322,183,95,709,1143.2399999999998,30.45449567723345
1567,2124.2300000000005,155,65,466,108,117,708,247.81000000000003,13.704709677419357
1568,4575.940000000002,81,58,830,153,107,708,1321.8799999999999,56.49308641975311
1569,1345.59,104,52,432,107,14,706,272.12000000000006,12.938365384615384
1570,2389.9600000000005,51,35,486,120,107,664,705.54,46.86196078431374
1571,567.87,49,36,139,55,58,708,60.01,11.589183673469387
1572,2544.4100000000008,52,32,508,136,106,711,533.7599999999999,48.93096153846155
1573,372.87,96,33,149,57,95,696,64.52000000000001,3.8840625
1574,3616.030000000002,28,22,737,116,107,651,1347.9,129.14392857142863
1575,1642.4900000000002,55,45,456,127,89,710,325.21000000000004,29.863454545454548
1576,471.11000000000007,18,18,217,74,15,691,153.60000000000002,26.17277777777778
1577,3794.6100000000006,82,54,809,151,74,692,662.8599999999999,46.27573170731708
1578,2846.8100000000004,94,55,695,133,117,697,501.99,30.28521276595745
1579,12695.250000000018,600,98,1539,178,14,710,2249.609999999999,21.15875000000003
1580,1771.0200000000002,201,62,544,129,51,710,406.44,8.811044776119404
1581,1249.2599999999998,28,21,358,118,433,708,396.9699999999999,44.616428571428564
1582,1907.0200000000004,37,27,454,123,100,602,216.28,51.541081081081096
1583,338.28000000000003,20,16,65,26,84,685,47.67,16.914
1584,7435.3800000000065,317,89,928,156,7,710,866.8400000000001,23.45545741324923
1585,9353.850000000008,150,74,1436,200,68,705,990.75,62.35900000000005
1586,2237.21,72,55,286,89,96,709,175.54999999999998,31.07236111111111
1587,714.6100000000001,68,47,210,80,87,711,137.43,10.508970588235297
1588,5199.980000000003,234,75,1004,190,100,708,570.89,22.222136752136766
1589,341.54,18,16,118,57,79,708,66.99,18.974444444444444
1590,8033.790000000008,152,83,1118,175,4,704,995.86,52.85388157894742
1591,4844.960000000001,111,62,767,134,24,708,874.0,43.6482882882883
1592,2371.5900000000006,52,39,338,106,103,711,230.92,45.60750000000001
1593,1789.1000000000004,43,36,469,135,73,695,334.87,41.606976744186056
1594,2986.1299999999997,118,47,643,127,112,705,544.56,25.306186440677962
1595,5644.0700000000015,139,74,762,138,45,710,639.86,40.6048201438849
1596,2154.6300000000006,28,23,558,133,76,709,313.49,76.95107142857145
1597,801.6300000000001,54,38,280,101,85,705,138.45,14.845000000000002
1598,11516.830000000004,445,80,1875,209,104,711,2106.4599999999996,25.880516853932594
1599,6161.210000000004,182,83,1427,162,25,710,1081.4000000000005,33.85280219780222
1600,914.6999999999999,64,37,207,76,40,706,243.32999999999998,14.292187499999999
1601,1288.5400000000002,23,19,454,133,7,708,193.11999999999998,56.023478260869574
1602,6425.140000000005,159,77,1286,182,74,710,705.1699999999998,40.409685534591226
1603,492.71999999999997,11,11,195,76,102,570,140.14999999999998,44.79272727272727
1604,818.41,156,79,186,65,106,711,95.17999999999999,5.246217948717948
1605,729.22,57,37,335,111,101,702,294.84,12.793333333333333
1606,1131.91,21,18,227,73,106,695,208.89,53.9004761904762
1607,3882.88,138,68,150,50,62,710,2488.6,28.1368115942029
1608,1399.8899999999999,40,28,484,107,78,687,427.69000000000005,34.997249999999994
1609,27859.6799999999,412,95,1592,203,42,711,2532.1800000000003,67.6205825242716
1610,164.49,11,6,52,34,86,466,21.639999999999997,14.953636363636365
1611,677.46,51,32,238,86,73,707,105.34999999999998,13.283529411764707
1612,8429.050000000005,151,73,1207,196,29,711,967.1799999999997,55.82152317880798
1613,6699.490000000005,136,72,918,146,39,706,927.13,49.26095588235298
1614,518.16,75,53,113,52,89,698,74.78,6.908799999999999
1615,869.2799999999999,42,33,251,92,43,660,201.01,20.697142857142854
1616,1235.72,38,31,384,113,18,632,252.09999999999997,32.51894736842105
1617,4067.800000000001,104,47,674,123,2,687,706.4499999999999,39.11346153846155
1618,4562.480000000002,99,60,625,157,118,711,622.4699999999999,46.08565656565659
1619,4454.730000000002,185,83,702,146,91,708,612.47,24.079621621621634
1620,9219.350000000004,337,86,1680,182,68,708,2375.8400000000006,27.35712166172108
1621,3231.4800000000005,90,49,788,118,92,709,674.17,35.90533333333334
1622,3844.3100000000013,106,71,646,152,33,711,961.32,36.26707547169813
1623,4733.620000000002,180,58,821,148,112,710,935.41,26.2978888888889
1624,1567.81,82,48,271,86,108,683,243.32999999999998,19.11963414634146
1625,464.64000000000004,41,28,161,65,110,701,71.89000000000001,11.33268292682927
1626,42.959999999999994,2,2,8,3,106,439,2.1599999999999997,21.479999999999997
1627,3484.0200000000004,114,54,477,131,62,711,512.04,30.561578947368425
1628,546.7800000000002,18,13,136,70,66,702,82.11,30.37666666666668
1629,590.7099999999999,9,9,182,76,3,663,79.53,65.63444444444444
1630,9265.320000000007,188,88,766,158,103,710,1597.0500000000002,49.28361702127663
1631,10427.210000000015,353,88,1776,164,97,711,2628.090000000001,29.538838526912226
1632,2104.9100000000003,64,47,314,108,71,673,287.32000000000005,32.889218750000005
1633,10162.780000000006,219,92,1579,194,6,706,2094.3199999999997,46.40538812785391
1634,4616.14,85,63,891,138,36,709,940.2600000000001,54.30752941176471
