household_key,sales,baskets,active_weeks,products,category_diversity,first_day,last_day,discount_amount,avg_basket_value
629,377.49,27,25,119,69,14,630,65.0,13.981111111111112
630,7746.270000000001,206,90,811,144,4,711,2805.28,37.60325242718447
631,9277.720000000007,483,97,962,183,29,711,1519.8999999999994,19.208530020703947
632,3370.6800000000003,94,58,815,162,103,709,836.17,35.85829787234043
633,5493.890000000003,167,69,867,152,110,711,1412.9499999999998,32.89754491017966
634,1555.1500000000005,35,25,346,98,65,469,258.36,44.43285714285716
635,362.9,34,24,82,42,33,655,138.8,10.673529411764704
636,9045.170000000002,227,90,1538,183,67,710,2284.51,39.84656387665199
637,2510.0400000000004,113,61,560,127,30,708,676.3799999999999,22.212743362831862
638,8039.2900000000045,164,73,1016,181,117,707,1068.3,49.02006097560978
639,759.8299999999999,79,36,216,76,64,620,130.66000000000003,9.618101265822784
640,2253.25,92,49,589,119,62,680,537.63,24.491847826086957
641,13221.75000000001,355,94,1900,196,30,709,2388.91,37.244366197183126
642,2208.3400000000006,64,45,456,137,40,587,249.81000000000003,34.50531250000001
643,1415.5900000000001,31,26,426,100,86,704,551.64,45.664193548387104
644,3772.030000000003,214,79,807,150,93,710,604.6199999999999,17.626308411214968
645,429.06,49,33,120,63,86,542,96.88,8.756326530612245
646,1691.7199999999998,41,29,538,139,17,690,481.26,41.26146341463414
647,6326.740000000004,129,70,1043,160,62,711,1338.2400000000005,49.04449612403104
648,1910.4,73,52,330,120,58,706,220.64,26.16986301369863
649,1553.4500000000007,55,25,463,128,115,556,340.8399999999999,28.244545454545467
650,1415.65,78,52,374,117,6,695,395.74,18.149358974358975
651,370.53000000000003,8,7,113,54,74,531,116.04000000000002,46.316250000000004
652,1800.0900000000001,48,45,337,97,74,711,253.92999999999998,37.501875000000005
653,10822.550000000005,228,75,1498,196,90,702,1676.4,47.46732456140353
654,2330.0800000000004,146,78,539,119,34,707,517.79,15.959452054794523
655,1991.2900000000004,61,35,536,135,18,710,395.5899999999999,32.64409836065575
656,5040.280000000003,95,55,887,141,53,695,920.69,53.05557894736846
657,119.8,20,19,23,16,77,703,1.7799999999999998,5.99
658,1052.48,49,35,313,102,97,703,250.87,21.47918367346939
659,760.89,32,27,209,79,14,685,137.12,23.7778125
660,7954.280000000007,168,70,1223,166,113,709,1384.0100000000002,47.3469047619048
661,8271.310000000003,394,88,625,129,100,710,788.8700000000002,20.993172588832497
662,1381.73,39,35,211,70,70,693,225.21999999999997,35.42897435897436
663,3199.5300000000007,105,60,841,147,115,709,896.0299999999997,30.47171428571429
664,995.0800000000002,31,27,410,109,117,691,249.52,32.09935483870968
665,715.98,39,28,133,64,32,710,83.61000000000001,18.35846153846154
666,1020.6999999999999,100,57,320,96,83,709,186.45999999999998,10.206999999999999
667,1121.1999999999998,66,43,385,123,105,708,342.03999999999996,16.987878787878785
668,1151.0399999999997,57,45,379,101,86,711,382.49000000000007,20.19368421052631
669,9164.150000000009,119,76,1199,172,25,706,976.9199999999997,77.00966386554629
670,5685.670000000003,192,87,1033,177,29,708,957.0299999999996,29.612864583333348
671,5089.660000000001,127,70,439,113,77,694,720.96,40.07606299212599
672,2731.1500000000005,121,67,635,132,67,710,814.9500000000002,22.57148760330579
673,704.61,50,33,172,65,21,711,125.91999999999999,14.0922
674,4727.5700000000015,139,64,968,151,33,711,816.8299999999997,34.011294964028785
675,4832.380000000002,223,79,490,117,103,711,641.7599999999999,21.669865470852027
676,10741.10000000001,376,86,1348,192,9,708,2029.7200000000003,28.56675531914896
677,1600.9900000000002,45,37,436,133,96,710,237.87999999999997,35.57755555555556
678,459.17,57,33,99,55,89,544,107.40000000000002,8.05561403508772
679,6494.310000000005,262,79,1138,193,18,709,1039.62,24.78744274809162
680,3513.020000000002,96,59,753,134,111,700,942.8199999999997,36.593958333333354
681,2773.19,66,57,319,90,4,711,262.27,42.0180303030303
682,4438.290000000003,217,49,736,160,31,569,1038.3799999999999,20.452949308755773
683,170.06,9,8,60,37,115,597,30.53,18.895555555555557
684,2052.6700000000005,107,65,633,136,36,711,281.75,19.183831775700938
685,6019.770000000002,201,76,893,149,98,708,965.5900000000001,29.94910447761195
686,534.5699999999999,21,15,126,71,106,656,91.78000000000002,25.455714285714283
687,3205.800000000001,69,47,656,121,6,708,783.0,46.46086956521741
688,3207.6100000000015,28,27,707,147,70,692,456.91999999999996,114.55750000000005
689,28.959999999999997,3,3,20,11,115,387,3.84,9.653333333333332
690,4963.140000000002,273,92,793,165,22,710,676.5799999999999,18.180000000000007
691,2511.3300000000004,54,41,540,131,34,704,377.5899999999999,46.50611111111112
692,3891.1400000000012,124,79,467,139,76,710,375.37999999999994,31.38016129032259
693,6378.800000000005,209,81,1294,198,7,696,1122.24,30.52057416267945
694,1756.6400000000003,154,50,264,96,82,711,186.95,11.406753246753249
695,8523.93000000001,226,79,1229,182,115,710,1114.8300000000002,37.716504424778805
696,14715.530000000006,326,84,1805,211,114,708,2451.9099999999994,45.13966257668714
697,2823.590000000001,62,46,644,147,61,699,327.0900000000001,45.541774193548406
698,1204.4900000000002,127,59,432,126,5,709,178.83999999999997,9.484173228346458
699,10353.000000000013,150,78,1152,171,60,706,1239.4400000000003,69.02000000000008
700,2981.0400000000022,39,29,488,126,14,705,567.0199999999999,76.43692307692314
701,2593.560000000001,39,31,479,135,103,702,345.12999999999994,66.50153846153849
702,8205.680000000008,276,88,889,170,77,708,1484.1,29.73072463768119
703,9475.69000000001,219,83,1020,159,71,708,1087.1100000000001,43.267990867579954
704,76.53,9,7,32,20,113,524,18.13,8.503333333333334
705,1385.9300000000003,93,69,274,75,76,693,276.31,14.902473118279573
706,4024.6000000000017,133,75,954,171,20,711,761.6899999999998,30.260150375939862
707,19194.419999999973,498,86,1877,204,103,711,2195.09,38.543012048192715
708,2828.060000000001,68,55,617,139,16,706,416.38,41.589117647058835
709,5536.400000000003,156,76,1235,163,46,706,1551.3900000000003,35.48974358974361
710,3724.480000000001,229,93,944,150,24,710,719.0600000000002,16.264104803493453
711,429.79,36,25,99,56,30,709,67.91,11.938611111111111
712,11711.020000000015,256,96,1249,183,35,710,1948.1699999999996,45.74617187500006
713,540.9,24,20,129,53,98,692,137.66,22.537499999999998
714,4117.340000000001,294,92,633,125,52,711,1450.3999999999996,14.004557823129256
715,3712.140000000001,178,76,842,158,43,711,1188.6200000000003,20.8547191011236
716,1290.68,81,55,318,109,77,708,585.23,15.934320987654322
717,616.72,51,32,125,64,97,691,56.44,12.092549019607844
718,19299.859999999982,599,102,2844,221,1,707,4205.570000000004,32.220133555926516
719,1098.51,34,30,271,60,20,703,301.15999999999997,32.30911764705883
720,1678.8,86,69,146,55,47,706,109.08,19.52093023255814
721,553.57,46,29,139,48,110,702,49.84,12.03413043478261
722,6437.620000000002,136,75,1069,167,99,705,1256.96,47.3354411764706
723,1230.8300000000002,23,22,281,87,77,705,268.90999999999997,53.51434782608696
724,639.3,26,22,120,65,75,660,62.50000000000001,24.588461538461537
725,4828.58,133,75,815,112,88,711,1608.0300000000002,36.30511278195489
726,2220.1500000000005,71,46,642,142,72,711,517.35,31.26971830985916
727,4923.130000000002,118,62,765,119,64,711,956.85,41.721440677966115
728,10732.910000000009,475,90,1162,178,42,706,1561.9199999999994,22.59560000000002
729,1159.3200000000002,32,27,294,112,54,702,230.78999999999996,36.228750000000005
730,1111.69,92,71,158,50,18,705,185.45999999999998,12.08358695652174
731,3151.310000000001,233,68,680,165,85,702,639.19,13.5249356223176
732,3967.8200000000006,104,60,735,136,118,709,1242.83,38.15211538461539
733,2678.5600000000004,76,59,409,114,89,704,593.03,35.2442105263158
734,1319.7600000000002,76,50,243,99,25,697,229.60999999999996,17.36526315789474
735,1062.25,92,44,281,87,57,687,125.03999999999998,11.546195652173912
736,3061.620000000001,60,42,635,152,26,705,389.92999999999995,51.027000000000015
737,1593.5100000000002,52,45,420,121,27,651,280.07,30.644423076923083
738,2593.12,101,45,649,128,101,711,528.65,25.674455445544552
739,160.06000000000003,6,5,61,32,91,289,39.410000000000004,26.676666666666673
740,6644.850000000003,113,71,1164,186,112,711,1260.1399999999999,58.80398230088498
741,3414.6000000000013,88,57,681,161,81,705,675.0600000000002,38.802272727272744
742,3950.959999999998,328,87,913,149,73,703,637.73,12.045609756097555
743,1988.9699999999998,71,48,443,103,113,698,389.88,28.013661971830984
744,4730.310000000003,158,72,1080,174,1,705,1232.0299999999997,29.93867088607597
745,6713.510000000008,180,93,1203,143,63,710,838.51,37.29727777777782
746,569.05,39,24,101,54,105,588,37.8,14.59102564102564
747,1166.73,136,68,335,104,117,709,305.96,8.578897058823529
748,2709.1800000000007,84,39,661,120,62,702,733.7799999999999,32.252142857142864
749,1066.6200000000003,77,44,271,91,86,705,238.67,13.852207792207796
750,598.6200000000001,49,28,224,64,86,709,132.56,12.216734693877553
751,521.0400000000001,27,16,179,57,30,655,108.36000000000004,19.29777777777778
752,3792.560000000001,106,61,750,166,58,709,578.76,35.77886792452831
753,2177.13,50,37,575,143,33,711,595.3,43.5426
754,1535.1299999999999,32,31,224,90,112,699,101.6,47.972812499999996
755,10617.050000000003,307,91,675,148,36,709,562.6100000000001,34.583224755700336
756,690.42,24,18,259,80,55,641,151.94000000000003,28.7675
757,2023.3700000000003,40,34,464,124,115,668,322.65,50.58425000000001
758,344.92,17,15,96,50,103,687,51.57000000000001,20.289411764705882
759,1274.0900000000004,41,32,258,93,28,705,75.16,31.075365853658546
760,1872.52,70,51,238,87,36,549,226.23000000000002,26.750285714285713
761,9036.010000000004,178,76,1314,196,89,711,1803.0500000000006,50.76410112359553
762,8982.790000000008,886,88,1674,213,86,711,1120.3700000000001,10.138589164785563
763,2815.5800000000013,40,33,565,97,71,619,495.0999999999999,70.38950000000003
764,3196.7800000000016,112,47,771,172,118,703,901.0699999999999,28.542678571428585
765,1586.5800000000004,30,24,338,95,86,710,260.15,52.88600000000001
766,8350.090000000007,122,71,1376,187,113,701,1487.4599999999998,68.44336065573776
767,562.77,13,12,225,78,84,679,134.63,43.29
768,6681.350000000002,466,87,1181,174,109,710,1478.6299999999999,14.337660944206013
769,1543.63,46,37,534,123,46,705,300.0299999999999,33.55717391304348
770,2246.36,43,28,541,121,102,698,951.9199999999998,52.24093023255814
771,7990.970000000006,497,84,1644,208,115,711,1990.8300000000004,16.07841046277667
772,271.88,42,26,81,35,90,686,20.810000000000002,6.473333333333334
773,899.6299999999999,22,19,201,91,17,703,101.82,40.89227272727272
774,909.96,16,13,291,87,82,656,194.04,56.8725
775,1121.0000000000002,33,28,312,105,46,514,180.82,33.969696969696976
776,3153.700000000001,72,49,650,116,42,706,765.16,43.80138888888891
777,2745.7500000000005,40,24,435,131,82,710,292.67,68.64375000000001
778,2285.5899999999997,123,50,399,96,5,610,508.7499999999999,18.5820325203252
779,3918.280000000003,86,48,757,153,73,710,478.65,45.561395348837245
780,579.7199999999999,67,40,169,66,103,705,195.34,8.652537313432834
781,1665.5100000000002,57,40,319,97,91,705,592.2199999999999,29.21947368421053
782,1557.0500000000002,70,44,391,109,70,663,307.1599999999999,22.243571428571432
783,387.34,17,15,124,56,27,586,128.29,22.784705882352938
784,3117.66,134,76,450,120,18,708,409.39,23.266119402985073
785,2089.8,103,47,269,97,42,707,218.67,20.289320388349516
786,7434.070000000008,204,77,964,167,104,706,871.2099999999999,36.441519607843176
787,2504.5900000000006,190,83,276,82,101,709,406.86,13.18205263157895
788,7514.200000000003,295,83,1473,158,63,709,2120.3699999999994,25.47186440677967
789,370.3,26,21,95,58,8,709,66.78999999999999,14.242307692307692
790,2842.630000000001,58,44,628,129,106,704,301.19999999999993,49.01086206896554
791,303.01,21,14,116,53,8,622,64.99,14.42904761904762
792,337.11,23,8,115,51,106,711,98.14,14.656956521739131
793,1832.0300000000002,107,55,333,113,88,703,422.36,17.12177570093458
794,1752.4999999999998,32,25,381,127,97,697,409.52,54.76562499999999
795,1295.9099999999996,45,32,320,98,41,671,244.68999999999997,28.79799999999999
796,445.6500000000001,50,42,148,61,8,700,205.39000000000001,8.913000000000002
797,3059.5700000000006,92,57,545,151,111,706,237.72,33.25619565217392
798,1586.5800000000004,54,38,439,127,42,705,335.1199999999999,29.381111111111117
799,2084.1100000000006,68,48,558,131,30,709,751.09,30.648676470588242
800,10426.580000000016,443,93,1276,179,59,711,1781.66,23.536297968397328
801,1652.0700000000002,29,22,265,87,70,707,662.1999999999999,56.96793103448277
802,2154.4300000000003,59,51,344,110,54,702,263.89,36.51576271186441
803,2036.8400000000004,65,53,392,97,20,707,363.63999999999993,31.336000000000006
804,3917.74,221,77,948,152,77,705,1135.4699999999998,17.72733031674208
805,5565.470000000001,304,96,703,133,11,710,1368.41,18.30746710526316
806,5875.350000000002,125,65,1035,179,49,711,977.9999999999997,47.002800000000015
807,4014.0200000000013,123,68,738,131,26,704,1087.0600000000004,32.634308943089444
808,2317.900000000001,206,78,545,134,98,711,362.07,11.25194174757282
809,619.75,57,36,179,59,76,691,170.77999999999997,10.87280701754386
810,540.0999999999999,37,31,97,53,75,694,44.54,14.597297297297295
811,680.23,39,24,269,89,42,697,146.24999999999997,17.441794871794873
812,1165.2700000000002,93,39,173,67,30,686,219.74999999999997,12.529784946236562
813,2065.1000000000004,33,29,430,131,19,708,248.83999999999997,62.57878787878789
814,773.76,23,16,229,83,113,687,127.71,33.64173913043478
815,1802.3700000000008,47,22,531,125,97,694,467.40999999999997,38.348297872340446
816,3468.660000000001,106,68,762,153,20,696,476.4699999999999,32.72320754716982
817,4801.850000000001,147,74,876,145,99,706,1314.76,32.66564625850341
818,1724.5900000000001,52,25,362,121,70,711,199.04,33.16519230769231
819,161.75,6,6,46,30,72,701,29.490000000000002,26.958333333333332
820,4603.980000000001,208,68,1165,170,66,711,765.51,22.134519230769236
821,464.55999999999995,17,12,50,30,104,620,14.08,27.32705882352941
822,866.5600000000001,42,32,239,78,58,699,215.36999999999998,20.632380952380952
823,2590.1500000000005,117,59,496,140,90,705,309.75999999999993,22.138034188034194
824,1167.03,57,36,361,119,94,711,299.39,20.47421052631579
825,11835.02000000001,242,85,1680,207,71,708,1932.8800000000003,48.90504132231409
826,203.01,26,21,59,33,24,685,22.14,7.808076923076923
827,326.88000000000005,20,18,123,63,4,709,67.72,16.344
828,1123.1599999999999,37,29,321,96,59,500,217.67000000000002,30.355675675675673
829,1635.2099999999998,32,29,384,105,91,698,376.09000000000003,51.100312499999994
830,1694.3200000000002,231,58,406,93,74,711,459.82000000000005,7.334718614718615
831,8831.350000000008,166,83,1198,175,67,706,1427.09,53.20090361445788
832,479.24000000000007,14,13,110,57,51,700,48.32,34.23142857142857
833,1975.5600000000004,34,28,399,114,110,605,605.05,58.10470588235295
834,946.2800000000001,28,21,202,85,48,707,142.42,33.79571428571429
835,273.81,17,14,66,34,111,588,16.020000000000003,16.106470588235293
836,1564.3500000000001,75,45,342,88,91,691,306.43999999999994,20.858
837,793.3799999999999,36,32,196,80,106,708,224.89999999999998,22.03833333333333
838,384.69,32,28,165,61,46,710,59.83,12.0215625
839,846.7000000000004,10,7,252,101,88,692,85.94000000000001,84.67000000000004
840,11944.570000000012,214,81,1634,202,78,711,1269.9799999999998,55.81574766355146
841,2550.37,157,57,483,119,65,711,536.16,16.2443949044586
842,7527.27,506,84,1087,155,113,700,1453.4199999999998,14.876027667984191
843,2619.2300000000005,74,43,627,128,25,710,454.91999999999996,35.395
844,5399.640000000004,141,75,718,152,79,710,621.4100000000001,38.2953191489362
845,5097.2800000000025,117,69,1000,178,82,705,776.6999999999999,43.566495726495745
846,1120.9,34,28,314,95,83,684,183.24,32.96764705882353
847,1463.3200000000002,53,42,263,115,109,708,146.84,27.60981132075472
848,2684.130000000001,29,22,448,112,93,704,410.17999999999995,92.55620689655176
849,4599.520000000003,62,47,826,149,84,708,492.69000000000005,74.18580645161295
850,1252.9100000000003,97,57,369,101,42,701,222.61,12.916597938144333
851,166.78000000000003,21,21,27,18,9,662,34.08,7.941904761904763
852,1943.7300000000002,95,58,426,136,101,704,208.47000000000003,20.460315789473686
853,13497.290000000008,516,90,807,162,65,710,557.7,26.15753875968994
854,551.87,36,30,190,78,112,678,90.26999999999998,15.329722222222223
855,5617.790000000003,216,62,922,167,112,710,1205.0,26.00828703703705
856,5080.040000000001,182,75,741,155,99,710,1229.9699999999998,27.912307692307696
857,4040.8100000000013,43,40,649,132,104,703,546.9600000000002,93.97232558139538
858,594.23,42,35,199,86,70,710,87.48,14.148333333333333
859,7074.200000000006,194,89,1037,180,74,710,1003.6399999999998,36.46494845360828
860,261.05999999999995,52,14,88,30,76,636,77.05999999999997,5.020384615384614
861,1382.5300000000002,34,25,249,76,38,706,132.86,40.66264705882354
862,1753.9000000000005,71,37,408,118,36,711,313.84000000000003,24.702816901408458
863,2183.53,146,51,488,112,35,711,318.93,14.95568493150685
864,7892.970000000003,109,78,1118,164,21,711,1397.67,72.41256880733948
865,1887.7299999999998,35,23,291,91,107,695,447.41,53.93514285714285
866,5519.350000000003,136,68,868,141,30,693,1314.2699999999998,40.583455882352965
867,6088.840000000003,182,86,911,178,31,711,951.0599999999998,33.45516483516485
868,6836.650000000007,162,66,1127,170,93,708,901.1799999999998,42.20154320987658
869,1428.6700000000003,130,67,364,108,64,710,241.36,10.989769230769234
870,241.41000000000003,12,9,88,47,90,418,37.599999999999994,20.117500000000003
871,10435.960000000014,132,74,1144,179,110,709,1261.3199999999997,79.06030303030313
872,172.07000000000002,9,3,47,33,44,690,17.16,19.11888888888889
873,2938.1500000000015,113,55,616,117,81,698,859.8800000000003,26.001327433628333
874,222.22,5,5,55,34,25,557,30.15,44.444
875,1473.2700000000004,68,54,427,118,47,689,398.79999999999995,21.665735294117653
876,5899.040000000002,200,83,776,158,106,708,894.3799999999999,29.495200000000008
877,3355.070000000001,63,49,525,138,89,700,569.6700000000001,53.25507936507938
878,5980.720000000003,181,82,1107,150,90,709,1553.32,33.04265193370168
879,2448.6000000000004,96,56,455,114,80,704,435.48999999999995,25.506250000000005
880,197.39000000000004,12,7,79,55,83,673,44.2,16.44916666666667
881,4295.110000000001,139,75,903,151,92,711,967.1699999999998,30.900071942446047
882,4609.800000000002,240,73,967,154,101,702,976.28,19.207500000000007
883,10165.130000000006,352,91,1104,180,39,710,1234.74,28.878210227272746
884,674.3499999999997,70,27,190,78,14,709,73.49000000000001,9.633571428571424
885,2602.8000000000006,87,47,473,121,67,709,513.44,29.91724137931035
886,4890.1100000000015,198,71,599,161,16,709,661.47,24.69752525252526
887,1133.71,48,40,386,102,5,694,249.69000000000005,23.618958333333335
888,8689.01000000001,79,64,1296,168,12,706,1435.47,109.9874683544305
889,12983.01000000001,216,89,1397,167,37,711,2154.35,60.10652777777782
890,1068.9099999999999,31,25,302,102,68,694,329.38,34.48096774193548
891,7035.210000000008,113,72,1086,161,77,711,1482.27,62.25849557522131
892,443.31,22,21,192,88,73,605,158.11,20.150454545454547
893,4729.010000000003,111,55,737,125,58,709,570.0799999999999,42.60369369369372
894,1095.29,31,19,263,87,53,684,172.78,35.331935483870964
895,8700.150000000003,211,94,695,147,20,700,891.15,41.232938388625605
896,5274.460000000002,112,68,1310,169,51,706,1524.4800000000002,47.093392857142874
897,840.23,62,43,233,84,69,710,98.85,13.552096774193549
898,8355.230000000007,315,84,983,163,106,711,1170.1899999999998,26.524539682539704
899,315.15,12,8,75,46,47,638,57.370000000000005,26.2625
900,16450.530000000006,1223,93,1641,214,62,711,1482.4499999999996,13.450964840556015
901,2766.7,76,48,697,148,104,709,536.37,36.40394736842105
902,135.23,10,9,24,17,25,606,5.32,13.523
903,2949.5599999999995,72,49,466,129,64,701,395.54,40.966111111111104
904,890.25,31,25,248,91,23,710,131.85999999999999,28.717741935483872
905,851.9299999999998,31,26,208,97,17,660,98.08999999999999,27.481612903225802
906,7048.710000000002,382,93,402,112,52,711,1392.8799999999997,18.45212041884817
907,1953.0599999999997,92,65,446,106,6,708,481.12999999999994,21.228913043478258
908,6097.470000000004,199,81,895,161,92,707,1562.62,30.640552763819116
909,12414.560000000009,713,85,1999,230,67,711,2179.01,17.41172510518935
910,1158.1100000000001,34,23,286,92,57,642,166.44000000000003,34.06205882352941
911,3696.76,75,55,665,155,83,691,457.5300000000001,49.29013333333334
912,1164.1100000000004,20,12,300,104,91,616,187.98999999999998,58.205500000000015
913,1830.63,69,48,290,91,22,703,285.44,26.530869565217394
914,1834.0800000000002,60,40,305,97,81,709,167.73000000000002,30.568
915,970.1100000000001,119,71,174,65,75,707,82.66000000000001,8.152184873949581
916,3764.600000000001,206,75,901,152,96,708,609.18,18.274757281553402
917,488.48,44,12,164,66,91,568,114.21000000000001,11.101818181818182
918,3135.3799999999997,152,45,770,149,13,605,523.3999999999999,20.627499999999998
919,1469.4499999999998,135,59,440,102,117,710,230.63999999999993,10.884814814814813
920,5887.360000000001,238,82,972,176,49,710,1110.19,24.736806722689078
921,101.3,9,6,30,22,56,605,20.87,11.255555555555555
922,3336.9900000000016,150,72,592,159,40,698,376.2000000000001,22.24660000000001
923,3305.5400000000004,164,62,555,133,45,708,644.8299999999999,20.155731707317077
924,2336.180000000001,95,76,395,88,3,708,287.52,24.591368421052643
925,485.24,79,33,111,49,44,651,77.28999999999999,6.142278481012658
926,7274.100000000006,241,91,753,175,5,704,1003.1199999999999,30.182987551867242
927,1530.8800000000003,46,32,426,127,33,697,475.04999999999995,33.28000000000001
928,3571.7000000000016,137,65,871,161,59,706,530.65,26.07080291970804
929,5342.550000000002,244,83,1018,152,76,706,1167.0699999999997,21.895696721311484
930,966.88,43,32,68,46,66,711,475.48999999999995,22.485581395348838
931,4967.070000000002,42,33,837,125,94,668,1122.33,118.26357142857148
932,5845.960000000002,158,74,1014,161,8,691,848.4299999999998,36.99974683544305
933,2175.1900000000005,79,38,542,105,55,658,452.55000000000007,27.5340506329114
934,10709.38000000001,234,87,2197,201,35,708,3440.5199999999995,45.76658119658124
935,1564.6700000000003,57,40,302,103,41,690,125.03000000000002,27.45035087719299
936,7089.490000000003,502,91,1244,193,66,711,1853.8600000000001,14.122490039840644
937,1669.8899999999999,68,59,342,102,80,708,352.94000000000005,24.55720588235294
938,1647.36,26,23,361,109,51,642,252.85999999999999,63.36
939,5254.660000000001,154,68,939,167,84,709,1350.0000000000002,34.12116883116884
940,1261.6200000000001,65,48,336,100,103,681,202.67,19.409538461538464
941,2206.060000000001,122,61,496,139,99,710,272.82,18.08245901639345
942,5890.140000000006,215,65,1014,154,84,680,787.9099999999999,27.396000000000026
943,3434.1400000000003,144,46,780,143,53,679,703.6700000000001,23.848194444444445
944,2859.760000000001,104,58,451,150,70,701,362.5400000000001,27.49769230769232
945,1926.03,51,38,390,108,67,703,327.77,37.76529411764706
946,2530.4500000000007,136,70,749,136,23,709,544.04,18.606250000000006
947,2305.510000000001,221,91,356,104,9,710,345.77000000000004,10.432171945701363
948,304.85000000000014,4,2,100,46,52,372,74.48,76.21250000000003
949,5799.970000000003,134,71,923,160,116,707,880.5599999999998,43.28335820895525
950,2027.0000000000005,58,39,491,118,83,610,343.34000000000003,34.948275862068975
951,690.22,18,17,149,69,18,711,77.78,38.345555555555556
952,2201.4700000000003,111,60,566,133,101,708,342.71000000000004,19.833063063063065
953,2513.3900000000012,114,61,669,152,21,700,569.4,22.047280701754396
954,2537.4300000000003,53,43,649,140,59,694,890.2699999999998,47.87603773584906
955,4053.6900000000014,274,87,881,124,58,711,690.4000000000001,14.794489051094896
956,10231.930000000008,621,94,1010,173,51,711,1160.47,16.476537842190027
957,3754.9000000000015,576,93,802,158,30,711,703.0800000000003,6.518923611111114
958,313.37,11,8,98,48,104,707,60.470000000000006,28.48818181818182
959,1074.6899999999998,60,36,197,98,107,708,138.8,17.911499999999997
960,2447.4900000000002,106,65,325,113,33,710,223.15,23.089528301886794
961,3956.2700000000013,72,51,765,158,105,698,351.83,54.94819444444446
962,1530.4399999999996,53,39,390,116,112,692,511.82,28.876226415094333
963,2036.66,43,35,395,118,32,588,269.56999999999994,47.36418604651163
964,2044.8500000000006,88,42,463,114,101,707,338.43,23.236931818181827
965,1764.0700000000006,52,33,442,97,6,704,419.04,33.92442307692309
966,202.06000000000003,16,16,32,15,90,654,31.3,12.628750000000002
967,299.38,10,8,109,49,89,666,69.56,29.938
968,9805.11000000001,167,87,1549,177,35,711,2090.2000000000003,58.71323353293419
969,311.59000000000003,8,8,95,40,60,684,51.28999999999999,38.948750000000004
970,691.45,15,15,143,67,94,700,109.69999999999999,46.09666666666667
971,3676.150000000001,126,73,856,154,50,711,461.71,29.175793650793658
972,4219.180000000004,197,78,665,147,91,710,535.9500000000002,21.41715736040611
973,13486.31999999999,84,59,1617,191,95,710,1563.9099999999999,160.55142857142846
974,1993.0600000000006,43,30,474,103,68,710,339.54,46.35023255813955
975,4769.31,182,79,346,101,109,711,473.13,26.205000000000002
976,6190.510000000006,82,51,1025,182,68,706,662.2,75.49402439024396
977,1036.52,34,25,360,99,114,697,215.67000000000004,30.485882352941175
978,3014.3500000000017,71,49,698,150,110,711,407.9599999999999,42.45563380281693
979,12854.660000000014,205,88,2093,195,24,710,3354.3100000000013,62.70565853658544
980,1330.2200000000003,29,21,305,88,69,697,275.5799999999999,45.8696551724138
981,1394.1100000000001,36,31,238,89,80,690,232.52,38.725277777777784
982,18790.33999999999,412,93,1566,195,66,710,2648.4800000000005,45.60762135922327
983,3807.1500000000015,196,78,1055,157,64,711,892.3599999999999,19.42423469387756
984,1219.71,32,25,354,106,71,684,428.5200000000001,38.1159375
985,2057.4700000000007,110,63,624,146,2,709,542.8199999999999,18.704272727272734
986,1827.8700000000003,90,64,338,85,31,698,442.81,20.309666666666672
987,2334.530000000001,75,49,545,141,30,701,452.63,31.127066666666682
988,6109.180000000003,196,72,1027,145,10,711,1816.84,31.16928571428573
989,4663.380000000001,174,76,1190,177,46,707,987.6299999999998,26.801034482758627
990,247.12000000000003,16,14,53,30,85,570,25.330000000000002,15.445000000000002
991,1419.8799999999999,31,20,67,41,44,665,40.919999999999995,45.802580645161285
992,823.35,102,41,175,82,104,711,57.669999999999995,8.072058823529412
993,3064.8700000000003,126,72,674,145,101,703,632.0400000000001,24.324365079365084
994,581.4499999999999,21,19,192,75,19,703,104.09,27.688095238095237
995,1217.1600000000003,21,21,334,99,70,703,187.33999999999997,57.960000000000015
996,2220.85,139,75,437,119,14,711,512.0799999999999,15.977338129496403
997,4646.810000000002,92,62,820,150,33,711,448.15,50.508804347826114
998,8305.390000000003,250,79,1482,170,95,703,1992.3800000000008,33.22156000000001
999,2154.2500000000005,57,39,557,131,7,699,420.6499999999999,37.793859649122815
1000,4150.760000000003,138,77,573,132,49,706,548.8399999999999,30.077971014492775
1001,4082.000000000002,90,51,673,134,16,710,482.59,45.355555555555576
1002,973.93,30,26,341,114,73,711,174.24999999999997,32.46433333333333
1003,2588.730000000001,63,39,556,128,28,683,597.4699999999998,41.090952380952395
1004,3708.720000000001,253,83,394,114,83,709,437.8,14.658972332015814
1005,2470.0900000000006,180,73,429,100,115,711,615.73,13.722722222222226
1006,161.48,11,10,47,28,53,662,73.26,14.68
1007,1368.97,122,69,511,133,73,709,303.83,11.221065573770492
1008,511.12,40,28,93,45,78,690,38.120000000000005,12.778
1009,125.52000000000001,23,21,58,27,69,586,21.28,5.457391304347826
1010,2486.39,91,56,512,110,86,710,304.18999999999994,27.322967032967032
1011,3495.200000000001,140,81,670,145,43,704,400.43999999999994,24.965714285714295
1012,2342.510000000001,121,59,675,160,59,673,413.7900000000001,19.359586776859512
1013,947.0300000000001,35,26,300,93,51,705,188.21,27.058000000000003
1014,4199.760000000002,161,77,1205,184,63,703,673.2799999999997,26.08546583850933
1015,3807.7200000000003,108,82,628,115,46,710,757.9299999999998,35.25666666666667
1016,3089.840000000001,40,27,572,155,3,654,311.36,77.24600000000002
