transaction_lines,households,baskets,purchased_products,stores,min_day,max_day,min_week,max_week,total_sales,discount_amount,avg_line_sales
2595732,2500,276484,92339,582,1,711,1,102,8057463.07999488,1448522.1900001143,3.104119793566855
